日付,曜日,特定日,587番台,,,,,588番台,,,,,600番台,,,,,601番台,,,,,602番台,,,,,603番台,,,,,605番台,,,,,606番台,,,,,607番台,,,,,608番台,,,,,682番台,,,,,683番台,,,,,687番台,,,,,688番台,,,,,700番台,,,,,701番台,,,,,702番台,,,,,703番台,,,,,1178番台,,,,,1180番台,,,,,1181番台,,,,,1182番台,,,,,1183番台,,,,,1185番台,,,,,1186番台,,,,,1187番台,,,,,1188番台,,,,
,,,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成
2026-02-15,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+7,308","4,629",0,7,1/661,"-1,463","3,102",0,7,1/443,-387,"1,800",0,4,1/450,-870,"3,036",0,8,1/380,+21,"6,396",0,18,1/355,"-2,065","3,955",0,7,1/565,"-1,072","1,723",0,5,1/345,"-1,495","3,169",0,5,1/634,"-1,710","3,716",0,13,1/286
2026-02-14,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+218,"3,808",0,10,1/381,"-2,395","1,867",0,3,1/622,"-1,905","4,547",0,9,1/505,+655,"4,822",0,12,1/402,"-1,690","6,060",0,18,1/337,"-1,004","3,949",0,8,1/494,-965,"7,265",0,19,1/382,"-1,585","1,666",0,4,1/417,+363,"5,908",0,11,1/537
2026-02-13,金,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-257,"3,444",0,9,1/383,+814,"3,337",0,9,1/371,+714,"7,479",0,22,1/340,-10,"7,251",0,17,1/427,"-3,938","5,305",0,14,1/379,"-1,031",895,0,2,1/448,-680,"7,425",0,12,1/619,"-2,211","6,401",0,15,1/427,"-1,635","5,112",0,15,1/341
2026-02-12,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,103","2,492",0,4,1/623,-811,"1,724",0,4,1/431,"-1,015","1,549",0,4,1/387,"-2,297","2,688",0,5,1/538,+238,993,0,3,1/331,+217,"5,036",0,15,1/336,"-1,127",857,0,2,1/429,-358,631,0,1,1/631,"-1,424","1,565",0,2,1/783
2026-02-11,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-856,"6,445",0,16,1/403,-451,"5,184",0,14,1/370,-151,"5,026",0,8,1/628,+488,"1,799",0,4,1/450,+666,"6,524",0,14,1/466,"-1,022","3,320",0,9,1/369,+97,"5,902",0,12,1/492,-793,"5,584",0,21,1/266,-43,"3,789",0,7,1/541
2026-02-10,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+91,"4,266",0,6,1/711,+341,"3,351",0,8,1/419,+27,296,0,1,1/296,+67,"1,950",0,6,1/325,-832,"4,015",0,14,1/287,-680,634,0,1,1/634,"+2,661","3,998",0,11,1/363,-150,229,0,1,1/229,+178,"1,448",0,3,1/483
2026-02-09,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+17,939,0,2,1/470,-196,"2,728",0,7,1/390,+958,"1,472",0,2,1/736,+866,"3,991",0,12,1/333,"-1,887","1,328",0,2,1/664,"-1,023","1,199",0,3,1/400,-535,775,0,3,1/258,+729,"2,606",0,8,1/326,-683,"2,727",0,5,1/545
2026-02-08,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-3,110","4,529",0,10,1/453,+434,"6,482",0,16,1/405,"-1,214","3,513",0,8,1/439,-497,690,0,2,1/345,-932,"1,665",0,4,1/416,-263,"3,723",0,9,1/414,+536,"1,747",0,2,1/874,"+1,237","3,049",0,7,1/436,-946,"2,517",0,7,1/360
2026-02-07,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-855,"5,786",0,11,1/526,"-1,371","1,522",0,3,1/507,"-1,746","4,630",0,10,1/463,-466,636,0,1,1/636,"-1,499","5,493",0,13,1/423,-393,462,0,1,1/462,"+1,163","4,412",0,13,1/339,-439,"3,303",0,8,1/413,-803,"3,555",0,8,1/444
2026-02-06,金,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,654","4,979",0,11,1/453,"-2,276","7,098",0,20,1/355,-791,"5,749",0,14,1/411,+708,"6,848",0,18,1/380,"+4,804","7,063",0,15,1/471,"+8,245","8,139",0,15,1/543,-925,"1,713",0,3,1/571,"-2,302","4,190",0,9,1/466,"+5,358","9,040",0,20,1/452
2026-02-05,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,493","6,098",0,11,1/554,-199,893,0,5,1/179,"-1,710","3,494",0,8,1/437,-898,"1,496",0,2,1/748,+821,"5,000",0,11,1/455,-986,"3,271",0,9,1/363,"+1,577","7,979",0,19,1/420,"+1,308","6,230",0,17,1/366,"-2,302","3,305",0,6,1/551
2026-02-04,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,422","2,376",0,6,1/396,"+3,042","6,226",0,13,1/479,"+7,889","9,399",0,23,1/409,"+5,480","8,929",0,21,1/425,"+3,414","10,198",0,29,1/352,"-2,701","3,937",0,8,1/492,+169,"4,794",0,13,1/369,"-1,646","7,047",0,14,1/503,"+5,560","5,584",0,8,1/698
2026-02-03,火,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,154","7,753",0,18,1/431,"-1,052","6,633",0,16,1/415,"-1,921","8,429",0,24,1/351,"-1,035","7,544",0,17,1/444,+42,"7,940",0,18,1/441,"+6,548","9,643",0,27,1/357,"-1,301","6,986",0,22,1/318,"-3,171","6,730",0,15,1/449,"+2,568","7,721",0,23,1/336
2026-02-01,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+3,297","4,583",0,7,1/655,"-2,251","2,799",0,6,1/467,"-2,179","3,087",0,7,1/441,"+2,687","5,685",0,12,1/474,-793,600,0,1,1/600,-831,"2,568",0,7,1/367,"-2,933","6,700",0,15,1/447,-152,"4,225",0,9,1/469,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-31,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,163","5,589",0,17,1/329,-944,"3,838",0,9,1/426,"-2,228","4,760",0,10,1/476,"-1,691","2,349",0,3,1/783,"-1,316","3,505",0,9,1/389,"-3,701","4,753",0,12,1/396,"-1,322","3,582",0,7,1/512,"-1,614","4,596",0,9,1/511,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-30,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,585","4,362",0,13,1/336,-962,"1,893",0,4,1/473,-117,"1,875",0,2,1/938,-558,"3,143",0,7,1/449,+289,722,0,2,1/361,"-1,355","2,637",0,6,1/440,-945,"2,563",0,7,1/366,"+1,816","3,287",0,10,1/329,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-29,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,070","2,711",0,8,1/339,"-1,426","3,230",0,5,1/646,-239,"2,319",0,4,1/580,-616,588,0,2,1/294,"+12,111","6,788",0,8,1/849,+957,"5,268",0,13,1/405,"-1,865","3,407",0,9,1/379,"-2,045","1,892",0,3,1/631,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-28,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-818,933,0,3,1/311,-244,705,0,1,1/705,-89,334,0,2,1/167,"+2,416","7,963",0,23,1/346,"-1,603","1,934",0,5,1/387,-121,935,0,3,1/312,+149,"3,233",0,8,1/404,+268,"1,403",0,2,1/702,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-27,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-3,139","2,868",0,6,1/478,"-1,142","1,893",0,4,1/473,+343,"5,805",0,11,1/528,"-1,723","1,382",0,2,1/691,"-1,472","2,652",0,6,1/442,"-1,561","1,636",0,3,1/545,"-1,252","1,866",0,4,1/467,"+7,096","8,020",0,12,1/668,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-26,月,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-116,"5,206",0,11,1/473,+909,"9,199",0,25,1/368,"+2,680","5,619",0,11,1/511,-963,"3,627",0,11,1/330,"-1,338","7,266",0,19,1/382,"-1,546","4,257",0,8,1/532,"-2,207","5,154",0,13,1/396,"-2,469","2,711",0,5,1/542,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-25,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,108","3,825",0,10,1/383,"-2,419","4,147",0,10,1/415,"-2,466","3,424",0,7,1/489,"+4,378","6,123",0,12,1/510,-690,"1,436",0,3,1/479,"-1,092","1,280",0,3,1/427,"-2,745","4,347",0,7,1/621,"+2,875","3,536",0,8,1/442,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-24,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+381,"5,213",0,12,1/434,"-1,323","3,677",0,10,1/368,"+4,415","7,862",0,12,1/655,-619,"2,369",0,7,1/338,-857,"3,615",0,13,1/278,"-2,488","3,422",0,7,1/489,"-1,264","3,751",0,9,1/417,"-2,820","5,408",0,17,1/318,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-23,金,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,719","5,811",0,12,1/484,-619,"3,183",0,7,1/455,"+2,242","7,890",0,22,1/359,"-1,970","2,534",0,7,1/362,"-1,244","2,907",0,5,1/581,"-1,443","4,355",0,11,1/396,-438,"1,776",0,4,1/444,"-1,191","3,659",0,8,1/457,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-22,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,093",917,0,2,1/459,-327,345,0,2,1/173,-54,674,0,1,1/674,"+2,242","2,815",0,3,1/938,-997,"1,656",0,5,1/331,"-1,720","2,255",0,6,1/376,"+1,401","1,426",0,2,1/713,+508,946,0,2,1/473,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-21,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-640,884,0,2,1/442,"+4,947","5,774",0,9,1/642,-253,"2,816",0,6,1/469,"+3,119","3,804",0,11,1/346,"+1,439","3,279",0,5,1/656,-681,559,0,1,1/559,"-1,582","4,141",0,5,1/828,+0,"4,750",0,10,1/475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-20,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+4,169","4,395",0,8,1/549,"-1,828","3,074",0,6,1/512,-734,"2,964",0,8,1/371,-111,378,0,2,1/189,"+3,920","3,939",0,5,1/788,-349,310,0,1,1/310,"-1,402","2,136",0,5,1/427,"-1,602","2,001",0,3,1/667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-19,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,843","5,392",0,15,1/359,-732,"3,508",0,11,1/319,"+2,150","4,646",0,6,1/774,"-1,490","1,421",0,3,1/474,-454,"4,991",0,11,1/454,"-2,533","4,249",0,9,1/472,"+1,205","3,007",0,5,1/601,"+1,375","5,323",0,8,1/665,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-18,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,494","4,682",0,15,1/312,"-1,374","2,981",0,7,1/426,"-1,287","3,698",0,13,1/284,"+2,157","5,469",0,11,1/497,-859,"4,750",0,15,1/317,-952,"1,388",0,3,1/463,"-2,280","4,961",0,13,1/382,"-3,146","4,386",0,14,1/313,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-17,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,796","4,401",0,11,1/400,-551,"1,749",0,5,1/350,-243,"3,617",0,8,1/452,"-1,068","1,187",0,2,1/594,"-1,317","2,347",0,5,1/469,-419,"2,523",0,5,1/505,-563,"7,333",0,20,1/367,-927,"1,341",0,3,1/447,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-16,金,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,988","2,665",0,5,1/533,"-3,168","3,051",0,5,1/610,"-1,775","2,289",0,4,1/572,"+9,063","8,867",0,16,1/554,"-1,278","1,636",0,3,1/545,"-2,135","3,519",0,9,1/391,"+2,805","5,178",0,9,1/575,"-1,284","6,372",0,13,1/490,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-15,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,935","2,138",0,3,1/713,"-1,667","3,351",0,8,1/419,-160,"5,117",0,9,1/569,"-1,107","1,612",0,4,1/403,-662,650,0,1,1/650,"+3,418","6,374",0,18,1/354,"-1,282","1,996",0,4,1/499,+315,"3,136",0,11,1/285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-14,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+537,"5,138",0,9,1/571,"+5,317","5,959",0,8,1/745,"+2,403","4,454",0,10,1/445,"-1,402","2,477",0,6,1/413,-285,568,0,2,1/284,"+1,323","5,250",0,8,1/656,"-1,102","3,683",0,11,1/335,"+4,383","5,293",0,9,1/588,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-13,火,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-454,"4,892",0,9,1/544,"-3,289","4,724",0,10,1/472,"-1,863","2,370",0,6,1/395,"-3,085","3,499",0,8,1/437,+829,"2,349",0,7,1/336,"+4,633","8,365",0,17,1/492,-983,"2,970",0,6,1/495,"-1,878","3,052",0,6,1/509,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-12,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+5,398","5,762",0,13,1/443,"-2,391","2,647",0,6,1/441,+643,"5,139",0,7,1/734,-266,"4,642",0,14,1/332,"+3,960","3,487",0,5,1/697,"-1,003","3,636",0,10,1/364,-615,"3,050",0,8,1/381,"+4,523","7,373",0,15,1/492,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-11,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,051","3,171",0,6,1/529,-511,"4,945",0,13,1/380,-511,"7,683",0,16,1/480,"+2,151","4,880",0,11,1/444,-699,"4,559",0,9,1/507,"-1,640","3,217",0,8,1/402,"-1,925","6,679",0,20,1/334,+0,"7,452",0,17,1/438,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-10,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,296","5,399",0,9,1/600,-80,"3,628",0,8,1/454,"-1,231","3,274",0,5,1/655,"+3,270","6,848",0,14,1/489,-122,677,0,2,1/339,-644,741,0,3,1/247,"-1,389","2,065",0,5,1/413,"+3,062","6,151",0,10,1/615,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-09,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-238,257,0,1,1/257,+174,"2,367",0,7,1/338,-257,258,0,1,1/258,"-1,670","1,877",0,4,1/469,-375,521,0,2,1/261,"+5,645","4,801",0,5,1/960,-877,869,0,3,1/290,"-1,247","3,726",0,7,1/532,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-08,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,946","5,018",0,11,1/456,"-1,621","1,883",0,4,1/471,-708,661,0,3,1/220,-792,"1,953",0,5,1/391,"+5,069","6,539",0,17,1/385,-634,466,0,1,1/466,-527,428,0,1,1/428,"-2,046","2,060",0,4,1/515,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-07,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+4,555","6,201",0,12,1/517,"-3,526","4,010",0,7,1/573,"+3,921","7,080",0,14,1/506,-832,810,0,2,1/405,"-2,297","3,819",0,9,1/424,-755,896,0,5,1/179,"+2,197","6,950",0,14,1/496,"-1,490","5,817",0,13,1/447,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
