conditionName,adoption,scoreDate,targetDate,resultDate,event,machine,machineType,stand,storeCommonScore,storeCommonRankInMachine,storeCommonTopGapInMachine,storeCommonBoostCount,storeCommonRiskCount,boostNames,riskNames,historyDays,daysSinceHighContent,daysSinceStrongHighContent,highContentCount7,strongHighContentCount7,diff7,diff14,angle7,lossStreak,g7,g14,prevDiff,prevG,prevHighContent,resultDiff,resultG,resultBB,resultRB,resultPayout,resultCombinedRate,resultRBRate,isHighContentResult
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,L東京喰種,AT_SMART,671,96,2,0,4,0,interval4_14|cooling|moderate_sink|angle_sink,,14,7,7,1,1,-5586,-3182,-162.933,0,34284,81316,133,6536,False,-2078,5843,0,19,88.1454,307.526,307.526,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,L東京喰種,AT_SMART,672,100,1,4,5,0,interval4_14|cooling|moderate_sink|angle_sink|loss_rhythm,,14,4,4,1,1,-3108,-5875,-84.125,3,36945,81258,-348,5108,False,-5016,6117,0,20,72.6663,305.85,305.85,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ゴーゴージャグラー３,JUGGLER,837,100,1,0,4,0,interval4_14|cooling|moderate_sink|g_reliable,,14,13,13,0,0,-5193,-2038,-418.183,7,12418,38036,-605,992,False,-526,3270,10,10,94.6381,163.5,327.0,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ゴーゴージャグラー３,JUGGLER,838,83,4,0,3,0,interval4_14|cooling|g_reliable,,14,5,11,1,0,1926,4466,128.263,0,15016,38534,801,2601,False,-852,1656,4,4,82.8502,207.0,414.0,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ゴーゴージャグラー３,JUGGLER,850,100,1,0,5,0,interval4_14|cooling|moderate_sink|angle_sink|g_reliable,,14,10,999,0,0,-3273,-3260,-234.961,7,13930,41229,-651,1345,False,1062,7409,30,31,104.778,121.459,239.0,True
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ゴーゴージャグラー３,JUGGLER,851,95,2,0,4,0,moderate_sink|angle_sink|loss_rhythm|g_reliable,,14,2,999,1,0,-2353,-2518,-113.847,6,20668,36223,-721,2065,False,-329,2125,7,5,94.8392,177.083,425.0,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ゴーゴージャグラー３,JUGGLER,852,86,3,0,3,0,moderate_sink|angle_sink|g_reliable,,14,3,10,1,0,-3503,960,-251.67,1,13919,41958,-587,1308,False,-1085,2053,5,2,82.3835,293.286,1026.5,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ゴーゴージャグラー３,JUGGLER,853,100,1,0,6,0,interval4_14|cooling|moderate_sink|angle_sink|loss_rhythm|g_reliable,,14,4,13,1,0,-2708,389,-150.436,3,18001,40544,-2555,2949,False,-959,3544,11,8,90.9801,186.526,443.0,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ジャグラーガールズSS,JUGGLER,856,89,2,0,4,0,moderate_sink|angle_sink|loss_rhythm|g_reliable,,14,3,3,1,1,-1955,562,-143.066,2,13665,34128,-208,3461,False,-197,2174,8,5,96.9795,167.231,434.8,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ジャグラーガールズSS,JUGGLER,857,100,1,0,4,0,interval4_14|cooling|loss_rhythm|g_reliable,,14,4,7,2,1,3008,418,183.258,2,16414,27632,-241,682,False,-798,1219,2,2,78.1788,304.75,609.5,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ジャグラーガールズSS,JUGGLER,861,100,1,0,5,0,interval4_14|cooling|moderate_sink|angle_sink|g_reliable,,14,5,10,1,0,-2478,-4269,-112.955,1,21938,40595,-1372,3301,False,404,6020,25,18,102.237,140.0,334.444,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,スマスロモンキーターンV,AT_SMART,700,87,3,0,4,0,interval4_14|cooling|moderate_sink|g_reliable,,14,12,999,0,0,-7543,-8153,-401.394,0,18792,54922,383,767,False,2020,5842,0,11,111.5257,531.091,531.091,True
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,スマスロモンキーターンV,AT_SMART,701,100,1,6,6,0,interval4_14|cooling|moderate_sink|angle_sink|loss_rhythm|g_reliable,,14,11,11,0,0,-3123,-6165,-131.417,2,23764,61504,-688,816,False,28,3290,0,7,100.2837,470.0,470.0,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,スマスロモンキーターンV,AT_SMART,702,94,2,0,3,0,interval4_14|cooling|g_reliable,,14,8,8,0,0,3333,3440,123.098,1,27076,60694,-465,6443,False,-26,4702,0,12,99.8157,391.833,391.833,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ハッピージャグラーＶＩＩＩ,JUGGLER,1032,100,1,0,5,0,interval4_14|cooling|moderate_sink|loss_rhythm|g_reliable,,14,4,999,1,0,-794,-6533,-33.958,3,23382,48354,-1320,4735,False,-897,3346,9,9,91.064,185.889,371.778,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ハッピージャグラーＶＩＩＩ,JUGGLER,1033,100,1,0,3,0,interval4_14|cooling|g_reliable,,14,4,8,1,0,1247,-549,92.521,1,13478,33016,-462,668,False,-470,1841,6,3,91.4901,204.556,613.667,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ハッピージャグラーＶＩＩＩ,JUGGLER,1035,100,1,0,6,0,interval4_14|cooling|moderate_sink|angle_sink|loss_rhythm|g_reliable,,14,8,8,0,0,-2631,1049,-162.759,2,16165,40966,-526,2695,False,-1283,6754,16,27,93.6679,157.07,250.148,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ハッピージャグラーＶＩＩＩ,JUGGLER,1036,81,6,0,3,0,moderate_sink|loss_rhythm|g_reliable,,14,2,4,2,1,367,-5981,13.966,2,26279,52139,-446,2421,False,-1268,2033,3,6,79.2097,225.889,338.833,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ハッピージャグラーＶＩＩＩ,JUGGLER,1037,96,2,0,3,0,interval4_14|cooling|g_reliable,,14,8,8,0,0,-370,-654,-20.782,0,17804,34924,108,7540,False,-296,3866,15,12,97.4478,143.185,322.167,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ハッピージャグラーＶＩＩＩ,JUGGLER,1038,83,5,0,3,0,interval4_14|cooling|g_reliable,,14,7,999,1,0,4783,3074,189.291,0,25268,49391,2034,6876,False,-72,3343,11,11,99.2821,151.955,303.909,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ハッピージャグラーＶＩＩＩ,JUGGLER,1050,100,1,0,4,0,interval4_14|cooling|loss_rhythm|g_reliable,,14,4,14,1,0,1974,3851,123.584,3,15973,36725,-316,282,False,822,5979,26,15,104.5827,145.829,398.6,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ハッピージャグラーＶＩＩＩ,JUGGLER,1051,100,1,0,4,0,interval4_14|cooling|loss_rhythm|g_reliable,,14,8,14,0,0,-133,-642,-5.958,4,22324,44471,-277,893,False,-664,3458,12,6,93.5994,192.111,576.333,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ハッピージャグラーＶＩＩＩ,JUGGLER,1052,89,4,0,3,0,interval4_14|cooling|g_reliable,,14,4,4,1,1,1834,3697,148.25,1,12371,35234,-217,3320,False,-722,1933,5,4,87.5496,214.778,483.25,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ファンキージャグラー２ＫＴ,JUGGLER,1055,100,1,0,4,0,interval4_14|cooling|loss_rhythm|g_reliable,,14,4,4,1,1,1342,1555,75.448,2,17787,34594,-304,1224,False,-286,1005,3,2,90.5141,201.0,502.5,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ファンキージャグラー２ＫＴ,JUGGLER,1056,90,3,0,4,0,interval4_14|cooling|moderate_sink|g_reliable,,14,4,4,1,1,1095,-2155,53.43,0,20494,41072,361,3721,False,-1426,2517,6,2,81.1151,314.625,1258.5,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ファンキージャグラー２ＫＴ,JUGGLER,1057,91,2,0,4,0,interval4_14|cooling|moderate_sink|g_reliable,,14,11,999,0,0,134,-1712,8.326,0,16094,38615,515,2232,False,-298,1044,3,1,90.4853,261.0,1044.0,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ファンキージャグラー２ＫＴ,JUGGLER,1058,100,1,0,4,0,cooling|moderate_sink|loss_rhythm|g_reliable,,14,999,999,0,0,802,-2759,54.506,2,14714,27897,-681,1398,False,1077,5563,27,16,106.4534,129.372,347.688,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ファンキージャグラー２ＫＴ,JUGGLER,1060,84,4,0,3,0,interval4_14|cooling|g_reliable,,14,7,7,1,1,3537,83,214.898,0,16459,35007,1188,2591,False,-113,1634,7,3,97.6948,163.4,544.667,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ファンキージャグラー２ＫＴ,JUGGLER,1061,100,1,0,5,0,interval4_14|cooling|moderate_sink|loss_rhythm|g_reliable,,14,7,999,1,0,-703,-4083,-47.28,3,14869,32338,-886,3152,False,-79,3902,14,9,99.3251,169.652,433.556,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ファンキージャグラー２ＫＴ,JUGGLER,1062,84,4,0,3,0,interval4_14|cooling|g_reliable,,14,5,5,1,1,1577,32,74.542,0,21156,42542,1448,3755,False,-240,2329,9,5,96.565,166.357,465.8,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ファンキージャグラー２ＫＴ,JUGGLER,1063,100,1,0,4,0,interval4_14|cooling|loss_rhythm|g_reliable,,14,4,4,2,1,1036,-861,50.648,2,20455,36131,-246,1498,False,-242,1250,4,3,93.5467,178.571,416.667,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,ファンキージャグラー２ＫＴ,JUGGLER,1065,100,1,0,4,0,interval4_14|cooling|moderate_sink|g_reliable,,14,4,4,1,1,-735,-2108,-27.532,1,26696,50168,-1111,4780,False,218,2689,13,3,102.7024,168.062,896.333,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,マイジャグラーV,JUGGLER,1088,100,1,0,4,0,interval4_14|cooling|moderate_sink|g_reliable,,14,12,999,0,0,-1196,-5371,-43.161,1,27710,61025,-359,2783,False,714,8618,30,35,102.7617,132.585,246.229,True
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,マイジャグラーV,JUGGLER,1100,100,1,0,6,0,interval4_14|cooling|moderate_sink|angle_sink|loss_rhythm|g_reliable,,14,5,5,1,1,-2468,-4897,-83.752,3,29468,59151,-1104,7021,False,381,2378,11,5,105.3406,148.625,475.6,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,マイジャグラーV,JUGGLER,1101,100,1,0,6,0,interval4_14|cooling|moderate_sink|angle_sink|loss_rhythm|g_reliable,,14,7,11,1,0,-3198,-5215,-107.179,6,29838,57356,-203,4770,False,-301,8013,28,25,98.7479,151.189,320.52,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,マイジャグラーV,JUGGLER,1102,98,3,0,4,0,interval4_14|cooling|loss_rhythm|g_reliable,,14,12,999,0,0,465,3085,22.077,2,21063,57724,-386,1091,False,-857,3160,10,5,90.9599,210.667,632.0,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,マイジャグラーV,JUGGLER,1105,100,1,0,5,0,interval4_14|cooling|moderate_sink|angle_sink|loss_rhythm,,14,9,11,0,0,-3709,-1673,-95.239,2,38944,82069,-418,7232,False,1183,5392,27,10,107.3133,145.73,539.2,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,マイジャグラーV,JUGGLER,1106,100,1,0,4,0,interval4_14|cooling|moderate_sink|angle_sink,,14,9,999,0,0,-4128,-4770,-120.15,0,34357,67625,444,2474,False,-1017,1331,1,3,74.5304,332.75,443.667,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,マイジャグラーV,JUGGLER,1107,99,2,0,4,0,interval4_14|cooling|moderate_sink|g_reliable,,14,13,13,0,0,-1321,5522,-61.703,1,21409,57716,-226,6607,False,958,7591,26,32,104.2067,130.879,237.219,True
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,マイジャグラーV,JUGGLER,1110,100,1,0,6,0,interval4_14|cooling|moderate_sink|angle_sink|loss_rhythm|g_reliable,,14,5,5,1,1,-1940,4708,-87.207,2,22246,55282,-1092,5348,False,-721,3710,14,2,93.522,231.875,1855.0,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,マイジャグラーV,JUGGLER,1115,99,2,0,4,0,cooling|moderate_sink|angle_sink|loss_rhythm,,14,999,999,0,0,-3389,-5575,-96.718,6,35040,65453,-952,5420,False,-775,4376,15,8,94.0966,190.261,547.0,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,マイジャグラーV,JUGGLER,1116,94,5,0,4,0,moderate_sink|angle_sink|loss_rhythm|g_reliable,,14,2,999,2,0,-2352,-1249,-76.984,3,30552,62123,-255,5275,False,-370,5200,22,8,97.6282,173.333,650.0,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,マイジャグラーV,JUGGLER,1117,86,6,0,3,0,interval4_14|cooling|g_reliable,,14,4,999,1,0,-627,2371,-20.262,0,30945,66343,1066,6068,False,-508,1817,5,4,90.6806,201.889,454.25,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-19,2025-07-20,2025-07-20,いいえ,マイジャグラーV,JUGGLER,1118,95,4,0,3,0,interval4_14|cooling|g_reliable,,14,6,6,1,1,2959,309,109.996,1,26901,62441,-313,2275,False,316,4452,17,16,102.366,134.909,278.25,True
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,L東京喰種,AT_SMART,671,86,1,1,3,0,interval4_14|cooling|moderate_sink,,15,8,8,0,0,-14609,-6439,-445.899,1,32763,81088,-2078,5843,False,3152,6219,0,16,116.8945,388.688,388.688,True
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,L東京喰種,AT_SMART,672,85,2,0,4,0,interval4_14|cooling|angle_sink|loss_rhythm,,15,5,5,1,1,-8780,-11510,-232.972,4,37687,81796,-5016,6117,False,3478,6388,0,17,118.1486,375.765,375.765,True
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ゴーゴージャグラー３,JUGGLER,838,94,3,0,3,0,interval4_14|cooling|g_reliable,,15,6,12,1,0,2095,3679,139.073,1,15064,38234,-852,1656,False,-546,1975,7,4,90.7848,179.545,493.75,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ゴーゴージャグラー３,JUGGLER,851,95,2,0,3,0,moderate_sink|angle_sink|g_reliable,,15,3,999,1,0,-3604,-2159,-217.659,7,16558,37160,-329,2125,False,324,7474,26,31,101.445,131.123,241.097,True
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ゴーゴージャグラー３,JUGGLER,852,100,1,0,6,0,interval4_14|cooling|moderate_sink|angle_sink|loss_rhythm|g_reliable,,15,4,11,1,0,-4174,-202,-285.636,2,14613,38683,-1085,2053,False,-438,484,1,0,69.8347,484.0,,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ゴーゴージャグラー３,JUGGLER,853,100,1,0,6,0,interval4_14|cooling|moderate_sink|angle_sink|loss_rhythm|g_reliable,,15,5,14,1,0,-5012,-701,-322.274,4,15552,39870,-959,3544,False,-845,600,0,0,53.0556,,,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ゴーゴージャグラー３,JUGGLER,855,80,4,0,3,0,moderate_sink|angle_sink|g_reliable,,15,2,14,1,0,-1865,2988,-101.751,1,18329,46309,-380,1804,False,-951,3479,10,11,90.8882,165.667,316.273,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ジャグラーガールズSS,JUGGLER,856,100,1,0,6,0,interval4_14|cooling|moderate_sink|angle_sink|loss_rhythm|g_reliable,,15,4,4,1,1,-1778,-1210,-117.414,3,15143,31439,-197,2174,False,231,1274,7,1,106.044,159.25,1274.0,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ジャグラーガールズSS,JUGGLER,857,100,1,0,6,0,interval4_14|cooling|moderate_sink|angle_sink|loss_rhythm|g_reliable,,15,5,8,1,0,-1210,-142,-132.938,3,9102,28543,-798,1219,False,-497,1530,3,5,89.1721,191.25,306.0,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ジャグラーガールズSS,JUGGLER,861,100,1,0,4,0,interval4_14|cooling|moderate_sink|g_reliable,,15,6,11,1,0,-1110,-3720,-47.13,0,23552,45255,404,6020,False,-428,956,2,2,85.0767,239.0,478.0,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,スマスロモンキーターンV,AT_SMART,687,80,4,0,3,0,moderate_sink|loss_rhythm|g_reliable,,15,3,3,2,1,-526,-1635,-18.833,2,27929,72104,-1245,2908,False,-675,4936,0,14,95.4417,352.571,352.571,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,スマスロモンキーターンV,AT_SMART,701,100,1,3,4,0,interval4_14|cooling|moderate_sink|g_reliable,,15,12,12,0,0,-1245,-6199,-55.78,0,22320,57971,28,3290,False,763,5835,0,12,104.3588,486.25,486.25,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,スマスロモンキーターンV,AT_SMART,702,97,2,0,4,0,interval4_14|cooling|loss_rhythm|g_reliable,,15,9,9,0,0,3248,4429,123.343,2,26333,61856,-26,4702,False,-898,1799,0,4,83.3611,449.75,449.75,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ハッピージャグラーＶＩＩＩ,JUGGLER,1031,100,1,0,6,0,interval4_14|cooling|moderate_sink|angle_sink|loss_rhythm|g_reliable,,15,5,5,1,1,-2482,795,-108.309,4,22916,54190,-1243,4792,False,-37,4129,17,10,99.7013,152.926,412.9,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ハッピージャグラーＶＩＩＩ,JUGGLER,1032,100,1,0,6,0,interval4_14|cooling|moderate_sink|angle_sink|loss_rhythm|g_reliable,,15,5,999,1,0,-1772,-6848,-82.657,4,21438,49262,-897,3346,False,-304,3808,16,7,97.3389,165.565,544.0,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ハッピージャグラーＶＩＩＩ,JUGGLER,1033,100,1,0,4,0,interval4_14|cooling|loss_rhythm|g_reliable,,15,5,9,1,0,697,228,51.618,2,13503,31264,-470,1841,False,585,6433,26,18,103.0312,146.205,357.389,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ハッピージャグラーＶＩＩＩ,JUGGLER,1035,100,1,0,6,0,interval4_14|cooling|moderate_sink|angle_sink|loss_rhythm|g_reliable,,15,9,9,0,0,-2846,211,-147.316,3,19319,43535,-1283,6754,False,-687,1031,2,2,77.7886,257.75,515.5,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ハッピージャグラーＶＩＩＩ,JUGGLER,1036,84,3,0,3,0,moderate_sink|loss_rhythm|g_reliable,,15,3,5,2,1,-789,-6420,-33.371,3,23643,50757,-1268,2033,False,342,2879,13,7,103.9597,143.95,411.286,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ハッピージャグラーＶＩＩＩ,JUGGLER,1037,100,1,0,3,0,interval4_14|cooling|g_reliable,,15,9,9,0,0,-170,-393,-8.143,1,20877,37260,-296,3866,False,-756,977,1,2,74.2068,325.667,488.5,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ハッピージャグラーＶＩＩＩ,JUGGLER,1038,89,2,0,3,0,interval4_14|cooling|g_reliable,,15,8,999,0,0,2779,2738,122.245,1,22733,46778,-72,3343,False,-533,3360,11,10,94.7123,160.0,336.0,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ハッピージャグラーＶＩＩＩ,JUGGLER,1050,83,4,0,3,0,interval4_14|cooling|g_reliable,,15,5,15,1,0,3740,2359,180.076,0,20769,36233,822,5979,False,-641,667,0,1,67.966,667.0,667.0,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ハッピージャグラーＶＩＩＩ,JUGGLER,1051,100,1,0,5,0,interval4_14|cooling|moderate_sink|loss_rhythm|g_reliable,,15,9,15,0,0,-1296,-2916,-67.525,5,19193,42708,-664,3458,False,-360,3177,10,11,96.2229,151.286,288.818,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ハッピージャグラーＶＩＩＩ,JUGGLER,1052,100,1,0,4,0,interval4_14|cooling|loss_rhythm|g_reliable,,15,5,5,1,1,1339,-1,95.876,2,13966,29825,-722,1933,False,-643,4957,18,10,95.6761,177.036,495.7,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ファンキージャグラー２ＫＴ,JUGGLER,1055,100,1,0,4,0,interval4_14|cooling|loss_rhythm|g_reliable,,15,5,5,1,1,1467,1002,80.604,3,18200,33390,-286,1005,False,-795,2455,7,4,89.2057,223.182,613.75,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ファンキージャグラー２ＫＴ,JUGGLER,1056,100,1,0,4,0,interval4_14|cooling|moderate_sink|g_reliable,,15,5,5,1,1,573,-3332,30.635,1,18704,42289,-1426,2517,False,-103,4336,17,11,99.2082,154.857,394.182,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ファンキージャグラー２ＫＴ,JUGGLER,1057,100,1,0,4,0,interval4_14|cooling|moderate_sink|g_reliable,,15,12,999,0,0,706,-2461,43.75,1,16137,35626,-298,1044,False,1330,4771,25,11,109.2923,132.528,433.727,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ファンキージャグラー２ＫＴ,JUGGLER,1060,100,1,0,3,0,interval4_14|cooling|g_reliable,,15,8,8,0,0,-53,755,-4.6,1,11522,32627,-113,1634,False,-396,1019,3,1,87.0461,254.75,1019.0,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ファンキージャグラー２ＫＴ,JUGGLER,1061,100,1,0,6,0,interval4_14|cooling|moderate_sink|angle_sink|loss_rhythm|g_reliable,,15,8,999,0,0,-1683,-4083,-109.087,4,15428,35507,-79,3902,False,-599,1447,4,2,86.2013,241.167,723.5,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ファンキージャグラー２ＫＴ,JUGGLER,1062,95,2,0,3,0,interval4_14|cooling|g_reliable,,15,6,6,1,1,2586,-344,120.29,1,21498,43223,-240,2329,False,-1072,3425,10,5,89.5669,228.333,685.0,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ファンキージャグラー２ＫＴ,JUGGLER,1063,100,1,0,5,0,interval4_14|cooling|moderate_sink|loss_rhythm|g_reliable,,15,5,5,1,1,807,-1744,53.879,3,14978,33128,-242,1250,False,2121,4918,28,14,114.3758,117.095,351.286,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,ファンキージャグラー２ＫＴ,JUGGLER,1065,88,3,0,3,0,interval4_14|cooling|g_reliable,,15,5,5,1,1,57,-1499,2.154,0,26465,50430,218,2689,False,-875,3650,13,5,92.0091,202.778,730.0,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,マイジャグラーV,JUGGLER,1100,100,1,0,5,0,interval4_14|cooling|moderate_sink|angle_sink|g_reliable,,15,6,6,1,1,-2215,-4872,-88.473,0,25036,55953,381,2378,False,429,7455,30,20,101.9182,149.1,372.75,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,マイジャグラーV,JUGGLER,1101,100,1,0,5,0,interval4_14|cooling|moderate_sink|angle_sink|g_reliable,,15,8,12,0,0,-3580,-5032,-114.344,7,31309,62319,-301,8013,False,-122,7509,29,19,99.4584,156.438,395.211,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,マイジャグラーV,JUGGLER,1102,98,3,0,4,0,interval4_14|cooling|loss_rhythm|g_reliable,,15,13,999,0,0,745,2268,34.962,3,21309,58166,-857,3160,False,1467,7317,27,37,106.6831,114.328,197.757,True
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,マイジャグラーV,JUGGLER,1105,90,5,0,3,0,interval4_14|cooling|moderate_sink,,15,10,12,0,0,-2253,-1200,-63.806,0,35310,80021,1183,5392,False,-464,1749,6,2,91.1569,218.625,874.5,False
SC_STAGE_REF_80_RISK0,参考表示,2025-07-20,2025-07-21,2025-07-21,いいえ,マイジャグラーV,JUGGLER,1106,100,1,0,5,0,interval4_14|cooling|moderate_sink|angle_sink|g_reliable,,15,10,999,0,0,-2967,-5859,-93.768,1,31642,65105,-1017,1331,False,-1231,6115,21,11,93.2897,191.094,555.909,False
