日付,曜日,特定日,343番台,,,,,,344番台,,,,,,345番台,,,,,,346番台,,,,,,347番台,,,,,,348番台,,,,,,349番台,,,,,,350番台,,,,,,351番台,,,,,,352番台,,,,,,418番台,,,,,,419番台,,,,,,420番台,,,,,,421番台,,,,,,422番台,,,,,,423番台,,,,,,424番台,,,,,,425番台,,,,,,426番台,,,,,,427番台,,,,,
,,,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定
2025-12-31,水,いいえ,-599,"4,915",17,17,1/145,3.34,-34,622,3,0,1/207,2.98,-28,"2,378",9,6,1/159,2.93,-368,"2,421",9,6,1/161,2.89,-322,351,0,1,1/351,3.37,-441,951,3,1,1/238,2.90,-531,"2,331",7,10,1/137,3.82,-610,"4,332",18,8,1/167,2.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-30,火,いいえ,+182,"2,161",10,4,1/154,2.72,"-1,058","1,114",0,4,1/279,3.31,-830,"2,483",7,5,1/207,2.57,"+1,889","3,654",21,16,1/99,4.54,-441,"1,270",4,2,1/212,2.86,-477,527,0,1,1/527,3.19,+114,"3,828",14,13,1/142,3.35,-844,"1,180",1,5,1/197,3.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-29,月,いいえ,-351,"4,382",15,16,1/141,3.54,-219,"5,853",19,23,1/139,3.85,-558,989,2,3,1/198,3.29,+461,"5,431",25,14,1/139,2.55,-4,"1,417",4,9,1/109,4.34,-257,"2,337",9,6,1/156,2.96,"+1,220","5,457",21,25,1/119,4.61,"+1,031","4,312",25,6,1/139,2.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-28,日,はい,+406,"3,383",16,6,1/154,2.35,-520,"2,140",7,5,1/178,2.85,+337,"6,174",25,27,1/119,4.57,"-1,109","1,943",4,4,1/243,2.70,-593,"6,256",21,21,1/149,3.15,-723,716,0,3,1/239,3.48,-840,"2,483",7,6,1/191,2.76,"+1,512","5,728",29,19,1/119,3.54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-27,土,いいえ,-787,"1,449",2,5,1/207,3.30,-566,"1,621",4,5,1/180,3.22,-334,"1,059",3,4,1/151,3.51,+592,"4,302",21,11,1/134,2.74,-331,557,1,0,1/557,2.96,+121,630,4,0,1/158,3.02,-186,183,0,0,-,3.30,-881,"6,992",20,31,1/137,4.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-26,金,いいえ,-709,"1,204",2,2,1/301,2.85,-535,906,1,3,1/227,3.33,-444,872,1,3,1/218,3.36,+473,"3,624",16,14,1/121,3.88,-313,936,3,1,1/234,2.91,-309,425,1,0,1/425,3.09,+262,"2,519",13,3,1/157,2.34,-665,"2,790",10,8,1/155,3.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-25,木,はい,"+4,135","7,188",43,28,1/101,4.79,+290,"6,362",27,22,1/130,3.51,-963,"1,616",3,4,1/231,2.95,-139,"3,161",12,8,1/158,2.77,"+2,221","7,858",38,30,1/116,4.33,"+3,417","5,870",33,26,1/99,4.98,"+3,302","8,531",45,31,1/112,4.27,-898,"3,472",10,11,1/165,3.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-23,火,いいえ,+344,"1,669",9,4,1/128,3.15,-337,"4,146",14,15,1/143,3.50,-207,147,0,0,-,3.34,"+1,805","3,599",21,11,1/112,3.44,-427,501,0,2,1/251,3.46,-517,769,1,1,1/385,2.99,-888,"1,694",3,5,1/212,3.10,-629,680,1,1,1/340,3.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-22,月,いいえ,"-1,428","2,259",5,5,1/226,2.68,-475,576,1,0,1/576,2.94,-451,"3,194",11,9,1/160,2.92,-584,"1,793",5,5,1/179,3.09,-586,"1,870",5,6,1/170,3.25,-690,"1,889",5,4,1/210,2.78,-263,"2,893",9,11,1/145,3.58,-528,"4,043",13,12,1/162,2.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-21,日,いいえ,+381,"5,726",25,14,1/147,2.36,-220,380,1,0,1/380,3.14,-358,"3,724",16,6,1/169,2.15,-370,437,1,0,1/437,3.08,-645,"1,016",2,3,1/203,3.26,-626,"1,138",3,1,1/285,2.73,-301,835,3,1,1/209,3.01,"-1,178","3,157",9,7,1/197,2.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-20,土,いいえ,+314,"1,495",7,4,1/136,3.24,"+1,841","5,613",27,24,1/110,4.61,-234,307,0,1,1/307,3.42,-290,207,0,0,-,3.27,+678,"3,567",18,8,1/137,2.64,+33,"1,364",7,1,1/171,2.67,"+1,680","4,457",22,20,1/106,4.62,-488,387,0,0,-,3.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-19,金,いいえ,-363,"2,145",7,8,1/143,3.54,-425,730,1,2,1/243,3.27,-339,260,0,0,-,3.22,-288,"2,693",10,8,1/150,3.12,-133,"1,078",4,3,1/154,3.29,"+1,431","2,480",15,11,1/95,4.32,-428,"1,583",4,8,1/132,3.97,-383,563,0,2,1/282,3.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-18,木,はい,"+1,614","7,317",33,26,1/124,3.76,-416,"4,743",17,13,1/158,2.65,"+2,081","7,630",36,34,1/109,4.99,-254,864,3,2,1/173,3.22,-406,"2,121",7,6,1/163,3.09,+81,"5,182",17,23,1/130,4.33,-821,"2,474",6,8,1/177,3.17,-372,"3,187",12,8,1/159,2.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-17,水,いいえ,-609,531,0,0,-,2.94,-183,122,0,0,-,3.37,+389,"2,572",12,10,1/117,3.83,-343,588,1,0,1/588,2.93,-265,716,2,2,1/179,3.33,-430,"2,078",7,4,1/189,2.69,+362,"3,439",15,11,1/132,3.31,-727,"1,553",4,3,1/222,2.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-16,火,いいえ,-485,792,2,1,1/264,3.01,+99,"1,036",6,0,1/173,2.71,-532,"1,897",5,6,1/172,3.22,"+1,875","5,064",27,19,1/110,4.13,+275,"3,247",14,11,1/130,3.46,-162,366,1,0,1/366,3.15,-653,"1,402",4,2,1/234,2.74,"+2,054","4,252",25,14,1/109,3.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-15,月,はい,-390,"4,286",18,6,1/179,1.93,"-1,018","7,431",26,23,1/152,2.76,"+2,001","7,431",36,25,1/122,3.56,"-1,473","3,044",6,9,1/203,2.88,-943,"4,252",14,10,1/177,2.39,"-1,214","2,433",5,7,1/203,2.95,"+1,329","8,208",33,34,1/123,4.50,"+1,082","7,168",32,26,1/124,3.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-14,日,いいえ,+97,"1,760",9,1,1/176,2.42,"+1,467","4,634",25,11,1/129,2.60,-173,389,1,0,1/389,3.13,-279,"2,641",9,8,1/155,3.13,+492,"1,572",7,7,1/112,3.90,"+1,514","5,786",27,21,1/121,3.85,-90,871,4,0,1/218,2.78,-423,"4,531",15,18,1/137,3.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-13,土,いいえ,-98,889,3,2,1/178,3.20,+501,"3,970",18,12,1/132,3.15,-132,644,3,1,1/161,3.20,+660,"4,540",20,16,1/126,3.61,+182,"1,069",6,1,1/153,2.90,-546,469,0,0,-,3.01,-675,"3,028",8,10,1/168,3.18,-21,"2,010",8,7,1/134,3.49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-12,金,いいえ,-545,"1,605",5,5,1/161,3.28,-680,"2,869",8,10,1/159,3.33,-157,552,2,1,1/184,3.25,-319,"3,805",12,17,1/131,4.16,-422,860,2,2,1/215,3.18,+169,"2,527",11,4,1/168,2.46,-226,"5,452",21,19,1/136,3.45,-333,881,2,2,1/220,3.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-11,木,いいえ,-829,755,0,1,1/755,2.96,-520,"2,438",8,7,1/163,3.06,-415,432,0,1,1/432,3.29,-115,"1,840",7,5,1/153,3.13,+398,"1,742",8,6,1/124,3.53,-74,272,1,0,1/272,3.25,-538,"2,371",9,7,1/148,3.16,-263,"1,028",4,1,1/206,2.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-10,水,いいえ,+556,"2,251",11,5,1/141,2.90,"+1,315","7,164",35,21,1/128,2.87,+875,"2,876",15,8,1/125,3.16,-275,423,1,0,1/423,3.09,-264,"4,629",17,14,1/149,2.94,-335,795,2,2,1/199,3.25,-585,"1,253",3,3,1/209,3.07,+698,"4,352",18,20,1/115,4.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-08,月,はい,-850,"2,709",8,8,1/169,3.03,+322,"5,380",20,17,1/145,3.03,"+2,619","6,286",35,23,1/108,4.22,"+2,313","5,431",26,25,1/106,4.84,"-1,388","3,033",6,11,1/178,3.32,+477,"5,755",27,11,1/151,1.98,+22,"1,379",7,1,1/172,2.66,-498,"1,945",7,3,1/195,2.60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-07,日,いいえ,-286,"4,634",17,14,1/149,2.94,-573,779,2,0,1/390,2.79,+851,"3,907",16,17,1/118,4.26,-705,"1,951",5,4,1/217,2.73,"-1,018","1,923",4,5,1/214,2.93,-469,426,0,1,1/426,3.29,+291,"2,710",12,6,1/151,2.74,+450,"2,020",9,6,1/135,3.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-06,土,いいえ,"+1,259","4,746",21,22,1/110,4.68,+672,"3,315",16,11,1/123,3.49,+309,"4,592",20,13,1/139,2.87,-250,693,2,1,1/231,3.11,-892,"4,123",10,18,1/147,3.98,-450,"2,111",6,8,1/151,3.53,-543,442,0,1,1/442,3.27,"+1,703","6,503",31,27,1/112,4.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-05,金,はい,"-1,192","2,090",5,2,1/299,2.27,-966,"3,281",9,8,1/193,2.59,"-1,509","6,207",16,23,1/159,3.42,-387,"2,826",9,9,1/157,3.18,+780,"5,989",26,18,1/136,2.93,+302,"7,940",31,26,1/139,3.10,-242,"1,708",6,3,1/190,2.76,"+3,270","7,514",40,30,1/107,4.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-04,木,いいえ,-360,612,1,0,1/612,2.91,+309,"2,391",11,6,1/141,3.00,-293,215,0,0,-,3.27,-203,442,1,1,1/221,3.32,"-1,477","3,339",6,12,1/186,3.26,-513,456,0,1,1/456,3.26,-215,610,2,2,1/153,3.44,-838,"1,247",2,2,1/312,2.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-03,水,いいえ,+889,"4,238",21,13,1/125,3.25,-109,214,0,1,1/214,3.52,-362,276,0,0,-,3.20,"+2,303","6,777",31,34,1/104,5.21,"-1,126","3,764",8,14,1/171,3.38,-252,743,2,2,1/186,3.30,-45,"1,591",6,5,1/145,3.34,-287,"3,435",14,7,1/164,2.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-02,火,いいえ,+196,"1,834",10,1,1/167,2.39,-515,450,0,0,-,3.02,+228,612,3,2,1/122,3.49,"+1,820","3,105",16,20,1/86,5.20,+274,"4,642",16,23,1/119,4.68,+66,381,2,1,1/127,3.44,-222,967,2,6,1/121,4.03,"-1,337","2,884",5,13,1/160,3.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-01,月,いいえ,+502,"4,046",17,14,1/131,3.50,"+1,378","2,161",14,6,1/108,3.38,-278,503,1,0,1/503,3.01,-231,943,4,0,1/236,2.72,-240,"2,279",9,4,1/175,2.59,-261,"1,976",6,5,1/180,2.96,-830,"1,449",3,2,1/290,2.67,-215,"3,463",14,9,1/151,2.79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-30,日,いいえ,-319,730,2,1,1/243,3.07,-524,"2,526",8,7,1/168,2.97,-606,962,2,2,1/241,3.08,-417,"2,101",7,4,1/191,2.67,-263,630,2,1,1/210,3.17,-223,"1,876",7,5,1/156,3.10,-298,"2,976",12,8,1/149,2.94,"-1,246","1,581",3,1,1/395,2.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-29,土,いいえ,-509,"2,714",10,9,1/143,3.34,+727,"6,980",29,27,1/125,4.09,+534,"4,826",20,16,1/134,3.33,-433,509,0,2,1/255,3.45,+534,"3,318",12,18,1/111,4.71,"+1,280","7,130",32,29,1/117,4.47,-347,723,2,1,1/241,3.08,-311,"4,796",17,16,1/145,3.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-28,金,はい,+42,"3,626",15,11,1/139,3.12,-312,921,3,2,1/184,3.16,-547,"6,240",20,25,1/139,3.95,-299,211,0,0,-,3.27,-46,"5,555",20,21,1/135,3.75,-449,351,0,0,-,3.12,-651,"2,604",9,7,1/163,2.94,+785,"5,898",28,16,1/134,2.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-27,木,いいえ,-199,174,0,0,-,3.31,-285,"1,474",5,4,1/164,3.17,-302,620,2,2,1/155,3.43,-345,737,2,1,1/246,3.06,+52,"2,679",12,7,1/141,2.99,-440,"2,070",5,9,1/148,3.76,-637,"1,332",3,5,1/167,3.47,-202,"1,082",5,1,1/180,2.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-26,水,いいえ,-44,476,2,0,1/238,3.09,-407,275,0,0,-,3.20,-665,"1,806",5,5,1/181,3.08,"+1,014","2,669",12,14,1/103,4.57,-196,162,0,0,-,3.32,-214,"3,333",13,8,1/159,2.66,-421,680,1,2,1/227,3.32,-462,609,1,0,1/609,2.91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-25,火,はい,"+1,884","8,087",35,37,1/112,5.01,-272,"4,725",17,13,1/158,2.67,"-1,089","3,147",7,10,1/185,3.03,-783,"2,056",6,3,1/228,2.48,"+2,065","7,262",38,20,1/125,2.68,"+2,523","8,971",35,49,1/107,5.41,+802,"6,931",30,25,1/126,3.77,"+1,801","7,247",34,28,1/117,4.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-24,月,いいえ,"+1,572","5,612",26,19,1/125,3.52,+398,528,4,1,1/106,3.38,"+1,437","4,049",22,13,1/116,3.50,-136,"2,061",8,4,1/172,2.74,+15,"1,462",7,2,1/162,2.80,-199,"3,458",9,17,1/133,4.31,-64,691,3,2,1/138,3.41,-573,377,0,0,-,3.10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-23,日,いいえ,"+1,062","4,161",19,16,1/119,3.95,+19,"1,893",8,4,1/158,2.89,-472,861,2,2,1/215,3.18,-560,"1,437",3,5,1/180,3.36,-90,950,4,1,1/190,2.94,+817,"3,066",17,10,1/114,3.56,+125,"2,041",10,4,1/146,2.83,-945,"2,039",5,5,1/204,2.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-22,土,いいえ,-287,"4,573",14,19,1/139,3.96,+519,"4,257",21,10,1/137,2.57,-193,413,1,0,1/413,3.11,"-1,419","2,820",6,8,1/201,2.86,+86,"1,257",5,2,1/180,2.91,-291,"3,308",12,12,1/138,3.54,-166,"1,420",6,2,1/178,2.80,-31,"2,851",13,6,1/150,2.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-21,金,いいえ,-420,900,3,1,1/225,2.94,+468,"3,620",16,13,1/125,3.65,-207,162,0,0,-,3.32,+83,"1,261",5,5,1/126,3.64,"+3,417","6,865",38,27,1/106,4.63,-166,"2,158",8,5,1/166,2.87,-64,432,2,0,1/216,3.13,-67,"4,718",17,21,1/124,4.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-20,木,いいえ,+876,"5,795",26,17,1/135,2.89,"+1,467","3,875",20,14,1/114,3.83,+0,690,3,2,1/138,3.41,-472,561,1,0,1/561,2.96,+144,"4,794",18,19,1/130,3.94,-417,"2,151",6,8,1/154,3.49,+417,"2,973",13,10,1/129,3.46,-617,"1,051",2,2,1/263,2.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-18,火,はい,-590,"5,220",10,33,1/121,5.11,+924,"6,389",24,27,1/125,4.36,"+1,516","8,454",34,36,1/121,4.66,-809,"2,804",8,8,1/175,2.94,-592,"1,456",3,5,1/182,3.34,-383,434,1,0,1/434,3.08,"+4,309","7,826",42,35,1/102,5.20,-649,"2,174",6,7,1/167,3.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-17,月,いいえ,"+1,043","4,099",20,15,1/117,3.83,+373,"5,462",19,26,1/121,4.67,-492,"1,073",2,4,1/179,3.45,-300,202,0,0,-,3.28,-116,"5,099",18,21,1/131,4.07,-590,"2,825",8,11,1/149,3.61,+331,"1,140",7,2,1/127,3.12,-443,"2,933",12,5,1/173,2.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
