id,store_name,store_url,created_at,updated_at
1687bc47-4b22-41ce-8fdc-db51cd455f96,MJアリーナ箱崎店,https://min-repo.com/tag/mj%E3%82%A2%E3%83%AA%E3%83%BC%E3%83%8A%E7%AE%B1%E5%B4%8E%E5%BA%97/,2026-04-09 16:44:09.917066+00,2026-04-09 17:52:24+00
6261fe71-387b-4133-b1c9-920bbb673b85,GOGOアリーナ天神,https://min-repo.com/tag/mj%e5%a4%a9%e7%a5%9eiii/,2026-04-09 18:29:05.921257+00,2026-04-09 18:34:17+00
922bb139-f84c-466c-ac17-8a380433347c,GOGOアリーナ天神,https://min-repo.com/tag/mj%E5%A4%A9%E7%A5%9Eiii/,2026-04-09 18:11:24.895545+00,2026-04-09 18:16:23+00
98a52b17-f922-4511-b5d3-1ea2fe7ec801,Aパーク春日店,https://min-repo.com/tag/a-%E3%83%91%E3%83%BC%E3%82%AF%E6%98%A5%E6%97%A5%E5%BA%97/,2026-04-09 18:02:44.246564+00,2026-04-09 18:02:43+00
b43e5642-087b-44d1-9091-a95abc37b8f4,プラザ天神,https://min-repo.com/tag/%E3%83%97%E3%83%A9%E3%82%B6%E5%A4%A9%E7%A5%9E/,2026-04-09 17:57:59.522404+00,2026-04-09 17:57:58+00
