日付,曜日,特定日,667番台,,,,,,668番台,,,,,,670番台,,,,,,671番台,,,,,
,,,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定
2026-01-21,水,いいえ,+145,"5,009",19,16,1/143,3.63,-704,"1,724",4,4,1/216,2.92,-217,"1,130",4,2,1/188,3.10,-484,"5,784",18,19,1/156,3.38
2026-01-20,火,はい,-458,"3,690",13,10,1/160,3.09,-766,"2,092",5,4,1/232,2.65,-390,"3,753",14,7,1/179,2.49,+250,"4,195",18,11,1/145,3.28
2026-01-18,日,いいえ,-893,"3,912",14,7,1/186,2.37,-358,"3,772",12,11,1/164,3.13,"+1,460","5,935",32,15,1/126,3.78,"+1,171","5,189",24,16,1/130,3.96
2026-01-17,土,いいえ,"-1,367","4,359",12,14,1/168,3.19,"+1,327","4,129",17,23,1/103,5.19,-599,"1,908",6,3,1/212,2.70,-557,"1,550",5,3,1/194,2.97
2026-01-16,金,いいえ,"-1,127","1,957",4,3,1/280,2.49,-292,"3,202",12,9,1/152,3.28,+0,"2,028",7,6,1/156,3.36,"+2,170","6,746",35,19,1/125,4.09
2026-01-15,木,いいえ,"+1,328","4,850",23,14,1/131,3.78,"+2,122","5,507",30,15,1/122,4.05,+49,"1,453",6,3,1/161,3.19,-579,"1,716",4,4,1/215,2.93
2026-01-14,水,いいえ,-516,"6,626",24,16,1/166,2.54,-186,"1,831",7,2,1/203,2.65,-496,"2,537",9,6,1/169,3.00,-171,"2,945",12,5,1/173,2.65
2026-01-13,火,いいえ,-661,"4,472",16,13,1/154,3.24,-798,"1,206",2,2,1/302,2.81,-821,"1,670",4,5,1/186,3.21,-31,"1,766",7,2,1/196,2.71
2026-01-12,月,いいえ,-465,"4,332",15,11,1/167,2.85,-429,"7,302",23,27,1/146,3.93,-866,"3,176",10,8,1/176,2.89,+418,"3,090",15,8,1/134,3.50
2026-01-11,日,いいえ,"-1,921","4,439",11,7,1/247,1.91,"-1,403","4,368",13,12,1/175,2.85,"-1,158","1,544",2,2,1/386,2.50,"+1,133","5,755",27,14,1/140,3.19
2026-01-10,土,はい,-373,"5,486",20,15,1/157,3.02,"-1,249","4,584",9,19,1/164,3.70,+75,"3,357",15,6,1/160,2.73,"-1,090","2,561",6,5,1/233,2.51
2026-01-09,金,いいえ,+190,"6,388",26,19,1/142,3.54,-621,"1,898",3,7,1/190,3.32,-264,"1,732",6,4,1/173,3.11,+892,"5,707",25,16,1/139,3.50
2026-01-08,木,いいえ,"-1,090","4,620",13,15,1/165,3.23,"+1,205","3,940",20,11,1/127,3.80,+760,"5,819",26,16,1/139,3.48,"-1,861","2,139",2,4,1/357,2.39
2026-01-07,水,いいえ,-5,"4,786",17,15,1/150,3.45,-637,"2,225",6,9,1/148,3.73,+195,"2,705",12,6,1/150,3.13,+396,"6,305",26,19,1/140,3.62
2026-01-05,月,いいえ,-395,"3,080",9,9,1/171,3.11,+49,"4,866",19,13,1/152,3.12,+217,"6,222",26,21,1/132,4.11,-657,932,2,0,1/466,2.65
2026-01-04,日,いいえ,+229,"4,480",18,12,1/149,3.20,"+1,263","4,795",25,9,1/141,2.87,-400,"4,291",15,13,1/153,3.33,+249,"7,028",30,15,1/156,2.47
2026-01-03,土,いいえ,+521,"5,253",23,10,1/159,2.48,"-1,248","3,452",10,5,1/230,2.13,-639,"4,275",13,12,1/171,2.94,-605,"3,708",12,9,1/177,2.77
2026-01-02,金,いいえ,+828,"5,635",28,8,1/157,2.18,"+2,404","7,339",37,24,1/120,4.63,-708,"5,121",15,18,1/155,3.54,-719,"7,550",22,29,1/148,3.96
2026-01-01,木,いいえ,-302,"3,004",11,6,1/177,2.72,-406,"1,693",6,2,1/212,2.69,"+1,243","3,611",21,7,1/129,3.31,-81,"3,640",15,6,1/173,2.47
2025-12-31,水,いいえ,"+1,156","5,072",25,13,1/133,3.51,+833,"2,862",15,6,1/136,3.28,-880,"1,784",3,6,1/198,3.21,"-1,031","3,402",8,8,1/213,2.53
2025-12-30,火,はい,"-1,156","5,208",17,9,1/200,2.02,+551,"5,177",24,8,1/162,2.26,"+1,557","6,113",31,17,1/127,3.92,-509,"5,786",21,15,1/161,2.83
2025-12-29,月,いいえ,+805,"6,519",31,13,1/148,2.58,+240,"3,182",13,9,1/145,3.41,-561,"2,804",10,2,1/234,2.09,+359,"3,839",15,14,1/132,4.02
2025-12-28,日,いいえ,+321,"4,254",18,11,1/147,3.21,-21,"3,497",16,6,1/159,2.68,-714,"1,135",3,1,1/284,2.76,"-1,618","2,697",5,6,1/245,2.51
2025-12-27,土,いいえ,-321,"6,158",24,13,1/166,2.38,-832,"1,734",5,3,1/217,2.78,"+1,506","4,763",25,10,1/136,3.14,-633,"2,630",9,5,1/188,2.69
2025-12-26,金,いいえ,-481,"2,042",8,3,1/186,2.75,-787,"6,084",20,17,1/164,2.88,-10,"1,998",8,4,1/167,3.02,+522,"2,503",11,8,1/132,3.74
2025-12-25,木,いいえ,"-1,251","3,204",8,5,1/246,2.17,-523,"1,707",6,1,1/244,2.47,"+1,363","2,463",15,5,1/123,3.51,-665,"3,658",11,11,1/166,3.15
2025-12-24,水,いいえ,+309,"5,778",20,24,1/131,4.46,+232,"3,987",16,13,1/137,3.76,-102,"5,339",17,21,1/141,4.09,-86,"2,058",8,4,1/172,2.96
2025-12-22,月,いいえ,"-1,578","3,534",6,13,1/186,3.24,-62,"1,118",3,6,1/124,3.97,"+1,228","5,518",25,20,1/123,4.49,+49,"1,115",5,1,1/186,2.98
2025-12-21,日,いいえ,"-1,023","3,974",11,12,1/173,3.05,"+1,120","6,279",29,18,1/134,3.74,-975,"2,206",6,4,1/221,2.63,"+2,597","5,802",29,27,1/104,5.34
2025-12-20,土,はい,+101,"5,967",21,22,1/139,4.06,-488,"3,283",12,6,1/182,2.55,"+1,066","6,349",27,20,1/135,3.89,+578,"4,218",21,12,1/128,3.82
2025-12-19,金,いいえ,-110,"2,207",9,3,1/184,2.67,-504,958,2,1,1/319,2.84,-963,"3,330",9,11,1/167,3.30,-653,"1,127",2,1,1/376,2.67
2025-12-18,木,いいえ,-11,"2,115",9,3,1/176,2.76,-241,"1,463",4,4,1/183,3.20,"-1,145","2,113",4,5,1/235,2.75,"+1,314","5,034",25,14,1/129,3.79
2025-12-17,水,いいえ,+174,"1,940",9,3,1/162,2.95,"+2,475","6,046",33,13,1/131,3.27,"-1,244","1,395",1,2,1/465,2.55,-246,"4,570",14,20,1/134,4.33
2025-12-16,火,いいえ,+733,"6,257",26,21,1/133,4.08,"+1,314","4,540",20,16,1/126,4.22,"+3,062","6,826",34,31,1/105,5.40,-61,"1,473",4,9,1/113,4.32
2025-12-15,月,いいえ,-784,"2,095",5,6,1/190,3.08,-463,"1,422",5,2,1/203,2.88,-562,"1,720",4,6,1/172,3.39,-490,"2,851",9,9,1/158,3.36
2025-12-14,日,いいえ,-652,"2,147",7,3,1/215,2.56,"+1,558","6,312",33,15,1/132,3.44,-441,"1,714",5,5,1/171,3.27,-404,"1,848",6,3,1/205,2.76
2025-12-13,土,いいえ,-966,"3,975",12,10,1/181,2.73,+249,"2,635",12,6,1/146,3.21,-710,"2,164",7,2,1/240,2.36,-807,"3,055",9,7,1/191,2.71
2025-12-12,金,いいえ,+609,"3,992",17,12,1/138,3.63,-164,"2,873",9,11,1/144,3.79,-382,"1,252",5,1,1/209,2.83,+789,"4,954",21,17,1/130,4.10
2025-12-11,木,いいえ,-627,"2,745",8,6,1/196,2.71,-336,"6,131",23,15,1/161,2.69,-698,"1,999",4,6,1/200,3.08,-169,"3,601",14,6,1/180,2.43
2025-12-10,水,はい,-386,"4,360",15,9,1/182,2.44,"-1,411","3,526",10,6,1/220,2.23,+290,"4,082",16,13,1/141,3.65,-696,"5,935",19,18,1/160,3.13
2025-12-08,月,いいえ,+265,"3,574",16,7,1/155,2.82,-474,"2,175",7,5,1/181,2.96,-85,"3,650",15,9,1/152,3.10,-786,"1,801",5,1,1/300,2.32
2025-12-07,日,いいえ,-708,"2,763",9,7,1/173,2.99,-5,"3,866",15,10,1/155,3.10,-947,"2,818",8,8,1/176,3.07,"-1,212","2,100",4,4,1/263,2.56
2025-12-06,土,いいえ,-664,"5,393",19,11,1/180,2.28,+783,"1,953",11,7,1/109,4.15,-268,"2,986",10,8,1/166,3.08,+241,"1,705",8,2,1/171,2.87
2025-12-05,金,いいえ,-110,"2,630",11,5,1/164,2.87,-960,"1,580",3,2,1/316,2.54,-568,"2,728",8,7,1/182,2.94,-811,"1,911",4,4,1/239,2.73
2025-12-04,木,いいえ,-592,"1,872",4,5,1/208,2.99,+203,"3,470",15,8,1/151,3.06,-784,"2,609",6,6,1/217,2.66,-616,"2,597",9,4,1/200,2.52
2025-12-03,水,いいえ,"+1,815","6,386",27,28,1/116,5.02,"+2,213","4,405",26,15,1/107,4.75,-867,"2,295",5,4,1/255,2.47,+640,"3,535",14,15,1/122,4.41
2025-12-02,火,いいえ,"+1,642","4,943",26,13,1/127,3.78,-604,"1,411",3,4,1/202,3.16,+143,"2,215",10,5,1/148,3.23,-822,"1,639",4,2,1/273,2.57
2025-12-01,月,いいえ,-226,"1,463",6,2,1/183,2.93,+48,"3,020",11,10,1/144,3.61,+713,"2,808",13,6,1/148,3.12,+955,"4,476",22,12,1/132,3.63
2025-11-30,日,はい,"+1,784","6,756",33,18,1/132,3.64,-716,"2,247",6,7,1/173,3.25,-192,"5,761",19,20,1/148,3.70,-722,"2,851",9,4,1/219,2.32
2025-11-29,土,いいえ,"+1,983","5,412",30,12,1/129,3.43,+127,"2,180",7,10,1/128,4.11,+714,"3,364",15,9,1/140,3.42,+821,"4,633",20,17,1/125,4.31
2025-11-28,金,いいえ,"+1,527","4,052",23,12,1/116,4.24,+123,964,5,1,1/161,3.15,+735,"2,388",12,9,1/114,4.21,-339,682,2,1,1/227,3.15
2025-11-27,木,いいえ,-218,"1,967",8,4,1/164,3.06,-762,"3,315",9,8,1/195,2.67,-514,"3,381",12,7,1/178,2.66,-763,"1,324",2,5,1/189,3.39
2025-11-26,水,いいえ,"+1,578","5,113",25,12,1/138,3.23,-492,853,2,1,1/284,2.96,-429,"1,401",4,4,1/175,3.27,+16,"2,106",8,7,1/140,3.63
2025-11-25,火,いいえ,-6,"5,052",21,13,1/149,3.12,-349,"1,734",5,5,1/173,3.24,+462,"3,317",13,10,1/144,3.50,+675,"3,155",15,9,1/131,3.67
2025-11-24,月,いいえ,-437,"5,318",21,12,1/161,2.65,-504,501,0,1,1/501,3.14,+856,"4,782",22,11,1/145,3.05,"+1,186","3,181",14,15,1/110,4.72
2025-11-23,日,いいえ,-254,"3,072",10,10,1/154,3.45,"+4,908","7,567",43,35,1/97,5.66,+354,"3,044",13,9,1/138,3.57,"+2,029","6,303",33,19,1/121,4.35
2025-11-22,土,いいえ,-526,"1,768",5,3,1/221,2.74,-598,"1,403",3,4,1/200,3.16,-215,516,2,0,1/258,3.10,-905,880,0,1,1/880,2.74
2025-11-21,金,いいえ,+377,"3,357",15,8,1/146,3.19,-487,"3,556",12,10,1/162,3.13,-203,"2,000",8,2,1/200,2.57,"-1,162","1,690",2,3,1/338,2.56
2025-11-20,木,はい,+138,"3,505",14,11,1/140,3.62,-411,633,0,1,1/633,2.99,"+2,686","4,145",26,14,1/104,4.82,-733,"1,236",3,2,1/247,2.88
2025-11-19,水,いいえ,+16,"1,857",6,8,1/133,3.92,-487,"2,889",9,8,1/170,3.09,+198,350,2,1,1/117,3.56,-593,"7,706",27,21,1/161,2.80
2025-11-18,火,いいえ,-291,577,1,1,1/289,3.17,+962,"6,441",26,27,1/122,4.82,-656,647,0,2,1/324,3.22,-445,531,1,0,1/531,2.97
2025-11-17,月,いいえ,"+2,382","5,240",31,16,1/111,4.63,-367,"2,154",7,5,1/180,2.99,"+3,389","7,364",40,27,1/110,5.18,+192,"1,055",5,3,1/132,3.55
2025-11-16,日,いいえ,-995,"1,502",2,3,1/300,2.74,-738,"2,753",9,4,1/212,2.39,-593,689,0,2,1/345,3.17,"+1,191","5,553",25,15,1/139,3.44
2025-11-15,土,いいえ,-669,"3,020",9,8,1/178,2.95,-317,"1,462",3,6,1/162,3.57,-291,"3,392",14,4,1/188,2.24,-101,"2,604",11,5,1/163,2.90
2025-11-14,金,いいえ,-439,"4,954",17,13,1/165,2.85,-622,"1,799",5,2,1/257,2.51,"-1,108","3,839",7,16,1/167,3.64,-499,"1,696",4,6,1/170,3.42
2025-11-13,木,いいえ,+945,"4,796",22,18,1/120,4.53,-586,"1,067",2,4,1/178,3.44,"-1,138","3,840",10,12,1/175,3.09,+98,"4,913",17,18,1/140,3.94
2025-11-12,水,いいえ,+324,"1,647",8,3,1/150,3.18,+120,"3,823",14,13,1/142,3.72,-625,913,1,4,1/183,3.51,-315,938,2,3,1/188,3.35
2025-11-11,火,いいえ,-681,"3,445",12,5,1/203,2.24,-778,"1,035",1,3,1/259,3.13,-783,"1,323",2,4,1/221,3.15,-432,"1,275",4,3,1/182,3.18
2025-11-10,月,はい,-763,"2,703",9,3,1/225,2.26,-733,"2,089",5,7,1/174,3.32,-157,"4,865",16,23,1/125,4.69,-334,"2,559",8,9,1/151,3.58
2025-11-09,日,いいえ,-919,"3,614",10,11,1/172,3.10,+981,"6,127",27,14,1/149,2.81,+201,"6,962",27,24,1/137,4.06,-827,"4,106",12,10,1/187,2.61
2025-11-08,土,いいえ,-115,"2,484",8,10,1/138,3.88,-536,"1,432",4,2,1/239,2.77,-396,625,1,1,1/313,3.11,+359,"5,170",21,15,1/144,3.44
2025-11-07,金,いいえ,+40,"4,309",16,14,1/144,3.63,+675,"6,751",26,22,1/141,3.79,-425,968,2,3,1/194,3.31,+185,"3,262",10,15,1/130,4.29
2025-11-06,木,いいえ,-569,"5,135",17,16,1/156,3.31,-478,"2,450",8,8,1/153,3.47,+574,"1,987",10,6,1/124,3.76,-363,"3,732",13,10,1/162,3.05
2025-11-05,水,いいえ,-484,"4,966",19,11,1/166,2.61,-910,"2,836",8,7,1/189,2.83,-528,711,1,0,1/711,2.78,-972,"2,031",4,6,1/203,3.05
2025-11-03,月,いいえ,"-1,022","5,768",16,22,1/152,3.79,"-1,069","3,176",10,4,1/227,2.15,-758,"1,059",2,1,1/353,2.74,-655,"7,103",23,24,1/151,3.57
2025-11-02,日,いいえ,-753,"4,860",17,10,1/180,2.37,-681,"4,056",12,11,1/176,2.85,-346,"3,254",11,9,1/163,3.13,-735,"1,626",4,2,1/271,2.58
2025-11-01,土,いいえ,-665,"2,786",10,4,1/199,2.43,"-1,138","1,286",1,1,1/643,2.45,-419,"3,949",13,14,1/146,3.70,+304,"5,507",21,22,1/128,4.46
2025-10-31,金,いいえ,-72,"3,567",14,9,1/155,3.09,+320,"3,310",16,6,1/150,2.87,-794,"2,014",6,4,1/201,2.81,"-1,374","4,046",11,10,1/193,2.59
2025-10-30,木,はい,-701,"4,973",18,7,1/199,1.94,-687,800,1,1,1/400,2.91,-474,"5,300",18,16,1/156,3.23,"-1,034","1,886",4,2,1/314,2.36
2025-10-29,水,いいえ,+103,"1,167",6,0,1/195,2.78,+744,"4,391",21,10,1/142,3.14,+354,"3,127",14,6,1/156,2.87,-797,"1,194",1,4,1/239,3.19
2025-10-28,火,いいえ,+236,"3,830",16,9,1/153,3.01,"+1,961","6,715",30,27,1/118,4.92,-324,327,0,0,-,3.10,-615,"1,634",4,3,1/233,2.79
2025-10-27,月,いいえ,+377,"5,172",21,18,1/133,4.07,+508,658,5,1,1/110,3.54,+839,"3,069",16,9,1/123,3.89,"-1,121","1,019",0,2,1/510,2.82
2025-10-26,日,いいえ,"-1,107","1,890",3,6,1/210,3.10,+337,"4,812",21,12,1/146,3.15,-945,"2,541",8,5,1/195,2.69,+201,"4,464",16,18,1/131,4.27
2025-10-25,土,いいえ,"-1,038","4,606",16,7,1/200,2.04,-995,"2,337",7,1,1/292,2.08,+720,"5,363",20,25,1/119,4.87,"-1,058","1,947",4,3,1/278,2.50
2025-10-24,金,いいえ,-690,"2,886",8,7,1/192,2.78,-266,"1,858",6,4,1/186,2.97,-605,"2,206",7,5,1/184,2.93,"-1,232","3,676",7,12,1/193,2.99
2025-10-23,木,いいえ,-98,"6,536",25,21,1/142,3.71,"+3,033","7,033",36,32,1/103,5.46,-604,"1,702",4,4,1/213,2.94,+337,"5,246",23,13,1/146,3.11
2025-10-22,水,いいえ,"-1,035","1,515",2,2,1/379,2.52,-239,556,2,0,1/278,3.05,"+1,156","5,546",28,15,1/129,3.77,-146,853,3,1,1/213,3.06
2025-10-21,火,いいえ,-335,"4,173",16,10,1/161,2.88,-297,"1,091",3,1,1/273,2.80,-818,779,0,1,1/779,2.84,+76,"6,223",22,22,1/141,3.92
2025-10-20,月,はい,+225,"1,909",10,1,1/174,2.62,"+1,483","5,087",25,16,1/124,4.17,-631,"2,474",9,4,1/190,2.63,+130,"3,483",14,10,1/145,3.42
2025-10-19,日,いいえ,-436,"4,505",17,8,1/180,2.30,-590,"1,404",4,2,1/234,2.80,"-1,104","2,151",5,3,1/269,2.40,"-1,511","2,407",4,5,1/267,2.49
2025-10-18,土,いいえ,"-1,708","4,467",11,8,1/235,2.01,"+1,844","4,586",27,10,1/124,3.59,"-1,936","1,915",1,5,1/319,2.68,-592,"1,448",4,2,1/241,2.75
2025-10-17,金,いいえ,"-1,110","1,680",2,4,1/280,2.78,+994,"1,892",13,6,1/100,4.23,+553,"4,133",18,13,1/133,3.81,-356,"2,544",9,4,1/196,2.57
2025-10-16,木,いいえ,+253,"5,414",22,19,1/132,4.13,"+1,977","8,014",38,24,1/129,4.10,-793,974,1,2,1/325,2.96,-203,"3,998",14,11,1/160,3.09
2025-10-15,水,いいえ,-121,"2,305",7,9,1/144,3.75,-202,"2,045",7,5,1/170,3.10,+334,"2,712",13,5,1/151,2.99,-457,"5,017",18,17,1/143,3.73
2025-10-14,火,いいえ,-323,"3,721",12,11,1/162,3.18,-485,"2,123",8,2,1/212,2.46,-905,"1,621",4,3,1/232,2.80,"+1,296","6,508",27,28,1/118,4.95
2025-10-13,月,いいえ,-520,"1,622",6,1,1/232,2.55,-428,"3,033",9,10,1/160,3.39,+54,"3,102",12,8,1/155,3.16,"-1,084","3,142",9,4,1/242,2.12
2025-10-12,日,いいえ,"+1,473","6,741",32,20,1/130,3.99,-898,"1,771",3,5,1/221,3.00,"-1,049","2,341",5,7,1/195,3.05,"-1,673","3,511",8,7,1/234,2.28
2025-10-11,土,いいえ,"+1,485","3,268",22,4,1/126,3.07,-456,"1,818",6,3,1/202,2.79,"+1,724","5,118",29,11,1/128,3.42,-664,"2,307",7,4,1/210,2.62
2025-10-10,金,はい,"-1,109","2,015",4,4,1/252,2.63,"+1,462","8,060",37,23,1/134,3.75,-44,"1,085",4,4,1/136,3.65,"-1,014","3,097",9,6,1/206,2.48
2025-10-09,木,いいえ,-840,"4,744",17,7,1/198,2.01,-450,"1,958",7,3,1/196,2.74,+75,"6,387",23,19,1/152,3.26,-752,"3,803",13,7,1/190,2.38
2025-10-08,水,いいえ,"+1,908","6,681",31,26,1/117,4.91,"-1,299","2,257",4,4,1/282,2.43,-347,"1,976",7,5,1/165,3.18,-674,"2,891",11,7,1/161,3.06
2025-10-06,月,いいえ,-11,"3,579",15,5,1/179,2.34,+156,"3,484",16,4,1/174,2.31,"+1,008","5,916",27,17,1/134,3.70,+144,"5,405",19,19,1/142,3.84
2025-10-05,日,いいえ,-669,"3,472",11,7,1/193,2.50,-522,"3,209",12,5,1/189,2.42,-102,"3,651",15,9,1/152,3.10,-499,"1,112",3,2,1/222,3.01
2025-10-04,土,いいえ,-592,"4,591",16,9,1/184,2.34,-967,"2,040",5,6,1/185,3.14,-909,"1,706",3,4,1/244,2.84,+60,"6,472",25,18,1/151,3.15
2025-10-03,金,いいえ,+241,"4,044",19,7,1/156,2.63,+299,"2,749",12,7,1/145,3.32,-209,"1,624",6,3,1/180,2.99,+802,"5,538",26,13,1/142,3.10
2025-10-02,木,いいえ,"-1,051","3,557",10,8,1/198,2.55,-269,905,3,1,1/226,3.00,"+1,322","7,884",33,30,1/125,4.71,-423,"2,074",7,4,1/189,2.84
2025-10-01,水,いいえ,-485,"6,710",28,15,1/156,2.58,"+1,612","5,514",27,18,1/123,4.34,-383,"1,259",3,2,1/252,2.85,-61,"4,438",17,11,1/159,2.93
2025-09-30,火,はい,+275,"7,334",28,23,1/144,3.61,"+1,631","3,208",20,4,1/134,2.92,"-1,142","2,813",7,4,1/256,2.22,-807,"4,805",19,8,1/178,2.21
2025-09-29,月,いいえ,-122,"3,631",13,9,1/165,2.93,-864,"1,235",2,2,1/309,2.78,-206,"2,949",11,8,1/155,3.23,+173,"3,280",14,7,1/156,2.94
2025-09-28,日,いいえ,-330,"4,170",16,9,1/167,2.68,"-1,089","4,184",14,8,1/190,2.34,"-1,177","4,068",11,11,1/185,2.76,-809,"3,028",8,8,1/189,2.86
2025-09-27,土,いいえ,"+1,936","8,196",38,25,1/130,4.12,+0,"2,462",11,4,1/164,2.82,-52,"3,447",13,14,1/128,4.22,+226,"5,279",21,14,1/151,3.11
2025-09-26,金,いいえ,+663,"4,300",17,19,1/119,4.66,-716,"2,929",9,6,1/195,2.62,-123,"2,259",8,5,1/174,2.97,"+1,205","5,229",28,12,1/131,3.42
2025-09-25,木,いいえ,"+1,801","5,747",28,18,1/125,4.20,"+1,442","2,894",18,5,1/126,3.33,-547,"1,907",6,2,1/238,2.49,-874,"3,302",9,8,1/194,2.69
2025-09-24,水,いいえ,+451,"4,443",20,13,1/135,3.68,"+1,223","3,761",21,9,1/125,3.64,+465,"1,631",9,3,1/136,3.32,-223,"1,328",6,0,1/221,2.62
2025-09-23,火,いいえ,"-1,023","2,829",8,5,1/218,2.44,-922,"1,180",2,2,1/295,2.84,+557,"3,709",17,8,1/148,3.01,+822,"6,055",27,16,1/141,3.33
2025-09-22,月,いいえ,"+1,183","6,916",30,22,1/133,4.01,-68,"2,527",9,7,1/158,3.25,-339,"6,588",24,16,1/165,2.57,+290,"2,896",12,11,1/126,4.08
2025-09-21,日,いいえ,"-2,322","5,722",14,16,1/191,2.56,-736,"3,455",13,8,1/165,2.89,+320,"3,325",14,11,1/133,3.83,+606,"7,630",30,28,1/132,4.40
2025-09-20,土,はい,+189,"5,659",20,23,1/132,4.40,"+2,614","8,150",39,32,1/115,5.14,-485,"4,266",16,8,1/178,2.41,-359,"4,827",16,13,1/166,2.89
2025-09-19,金,いいえ,+92,"4,077",14,14,1/146,3.67,-832,"1,284",2,1,1/428,2.53,"-1,050","1,697",4,0,1/424,2.17,"-2,043","2,361",3,1,1/590,1.89
2025-09-18,木,いいえ,-997,"2,094",5,3,1/262,2.45,-790,"3,343",9,12,1/159,3.50,-317,"1,231",4,1,1/246,2.75,-364,"4,154",14,12,1/160,3.15
2025-09-17,水,いいえ,-500,"1,278",3,1,1/320,2.62,+392,"1,618",8,5,1/124,3.72,+489,"2,631",13,4,1/155,2.84,-726,"1,458",3,3,1/243,2.87
2025-09-16,火,いいえ,-856,"3,853",12,8,1/193,2.45,-582,"1,852",6,2,1/232,2.54,-179,"3,892",15,11,1/150,3.30,"-1,420","1,427",1,1,1/714,2.34
2025-09-15,月,いいえ,"+1,189","5,363",26,17,1/125,4.19,+838,"5,922",26,18,1/135,3.81,"+1,644","4,865",25,14,1/125,3.99,+514,"6,400",26,22,1/133,4.12
2025-09-14,日,いいえ,"-2,325","4,359",7,11,1/242,2.28,-422,"4,481",14,13,1/166,3.04,-705,"3,264",9,12,1/155,3.59,-475,"4,031",15,8,1/175,2.52
2025-09-13,土,いいえ,+645,"6,922",29,20,1/141,3.50,+444,"5,763",26,15,1/141,3.31,-515,"5,859",20,18,1/154,3.29,-699,"3,528",11,10,1/168,3.07
2025-09-12,金,いいえ,"+1,281","5,777",27,17,1/131,3.86,+655,"4,627",22,7,1/160,2.36,-849,"1,613",3,4,1/230,2.94,"+2,075","7,654",38,20,1/132,3.64
2025-09-11,木,いいえ,-464,"2,606",9,5,1/186,2.71,+179,"6,760",25,26,1/133,4.38,-15,"6,709",26,18,1/152,3.01,"-1,053","2,489",7,5,1/207,2.65
2025-09-10,水,はい,+945,"7,946",33,25,1/137,3.88,+14,"4,915",20,11,1/159,2.73,-336,"5,213",19,14,1/158,2.99,-97,"4,716",16,16,1/147,3.63
2025-09-08,月,いいえ,-272,"3,339",14,4,1/186,2.28,+666,"3,042",15,6,1/145,3.07,-297,"1,378",6,0,1/230,2.57,-278,"3,858",15,11,1/148,3.34
2025-09-07,日,いいえ,"-1,954","4,975",15,5,1/249,1.67,"+2,008","7,334",38,21,1/124,4.20,+342,"3,785",17,8,1/151,2.93,-933,"4,665",13,19,1/146,3.98
2025-09-06,土,いいえ,"+1,886","4,501",23,18,1/110,4.85,-26,"2,142",9,4,1/165,2.97,-626,"5,655",21,10,1/182,2.09,-215,"1,949",7,4,1/177,2.97
2025-09-05,金,いいえ,+185,"4,508",18,10,1/161,2.74,+195,"5,005",18,16,1/147,3.53,"+1,557","6,450",32,18,1/129,3.88,-397,"2,433",8,6,1/174,3.02
2025-09-04,木,いいえ,+510,"4,074",15,16,1/131,4.18,-196,"2,026",9,2,1/184,2.63,+303,"5,314",21,17,1/140,3.73,"+1,661","5,632",28,15,1/131,3.68
2025-09-03,水,いいえ,"-1,191","3,082",8,8,1/193,2.80,-593,"1,610",6,2,1/201,2.78,-449,"2,482",8,5,1/191,2.74,-616,953,2,0,1/477,2.63
2025-09-02,火,いいえ,-197,"2,326",9,6,1/155,3.24,+922,"4,407",21,9,1/147,2.89,-766,"5,226",19,13,1/163,2.77,-263,"3,330",11,11,1/151,3.50
2025-09-01,月,いいえ,-670,"2,333",8,2,1/233,2.29,-580,"2,806",9,6,1/187,2.73,+358,"2,559",9,11,1/128,4.12,"+2,267","5,638",28,25,1/106,5.22
2025-08-31,日,いいえ,"+4,418","8,441",47,36,1/102,5.60,+786,"5,041",20,19,1/129,4.29,"+1,721","8,156",38,27,1/125,4.49,-409,"2,873",10,6,1/180,2.76
2025-08-30,土,はい,-821,"4,258",13,12,1/170,2.96,"+1,590","8,908",37,34,1/125,4.78,-787,"5,715",19,19,1/150,3.54,-110,"3,501",16,5,1/167,2.48
2025-08-29,金,いいえ,"-1,457","4,006",10,9,1/211,2.38,"-1,971","7,051",16,28,1/160,3.74,-668,"1,708",4,4,1/214,2.93,"+1,833","5,731",31,13,1/130,3.41
2025-08-28,木,いいえ,-899,"3,264",9,8,1/192,2.72,"-1,455","1,603",1,2,1/534,2.38,-444,"1,327",4,2,1/221,2.88,-964,"5,300",16,14,1/177,2.67
2025-08-27,水,いいえ,"+1,278","7,102",32,19,1/139,3.39,-300,"1,025",3,3,1/171,3.36,"+1,068","7,840",33,24,1/138,3.79,-956,717,0,0,-,2.68
2025-08-26,火,いいえ,-572,"4,425",15,11,1/170,2.77,-614,"2,353",7,6,1/181,3.00,+468,"3,980",15,17,1/124,4.44,-237,809,2,2,1/202,3.25
2025-08-25,月,いいえ,-334,"6,242",23,16,1/160,2.78,-39,"1,449",6,3,1/161,3.19,-469,"3,005",10,8,1/167,3.06,"+2,861","5,465",33,16,1/112,4.62
2025-08-24,日,いいえ,"-2,281","6,051",14,16,1/202,2.34,"-1,262","4,488",11,14,1/180,2.98,-20,"5,001",19,17,1/139,3.85,"-1,023","3,534",10,7,1/208,2.39
2025-08-23,土,いいえ,+177,"6,366",27,13,1/159,2.42,+181,"6,866",24,31,1/125,4.85,"-1,175","1,303",1,2,1/434,2.63,"+1,098","5,460",27,12,1/140,3.05
