日付,曜日,特定日,873番台,,,,,,,,875番台,,,,,,,,876番台,,,,,,,,877番台,,,,,,,,878番台,,,,,,,,880番台,,,,,,,,881番台,,,,,,,,882番台,,,,,,,,883番台,,,,,,,,885番台,,,,,,,,886番台,,,,,,,,887番台,,,,,,,,1078番台,,,,,,,,1080番台,,,,,,,,1081番台,,,,,,,,1082番台,,,,,,,,1083番台,,,,,,,,1085番台,,,,,,,,1086番台,,,,,,,,1087番台,,,,,,,,1088番台,,,,,,,,1100番台,,,,,,,,1101番台,,,,,,,,1102番台,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差
2025-08-06,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-4,472","6,978",0,18,1/388,-,31,7.0,-352,"2,369",0,6,1/395,-,12,-,"-2,867","2,664",0,5,1/533,-,77,19.0,"-2,108","5,865",0,13,1/451,-,19,1.0,"+1,627","3,676",0,8,1/460,-,16,4.0,-806,"3,148",0,8,1/394,-,24,1.0,"+5,655","5,265",0,6,1/878,-,22,3.0,+853,"5,531",0,13,1/425,-,23,1.0,"-2,937","4,076",0,9,1/453,-,49,18.0,-385,"3,019",0,7,1/431,-,58,9.0,"+4,661","7,903",0,14,1/565,-,19,1.0,"+2,873","5,322",0,11,1/484,-,18,2.0
2025-08-05,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,272","2,713",0,6,1/452,-,22,1.0,"+5,445","8,597",0,23,1/374,-,6,-,"-1,687","3,698",0,12,1/308,-,33,1.0,+380,"3,989",0,8,1/499,-,11,5.0,"+4,699","6,878",0,15,1/459,-,16,5.0,-159,"1,761",0,5,1/352,-,21,1.0,"+4,562","8,763",0,18,1/487,-,25,3.0,"+9,748","7,065",0,8,1/883,-,32,7.0,+42,"1,665",0,4,1/416,-,39,6.0,"-2,014","7,203",0,18,1/400,-,71,32.0,+878,"6,861",0,14,1/490,-,20,4.0,"+1,677","7,636",0,19,1/402,-,25,3.0
2025-08-03,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,742","5,932",0,15,1/395,-,13,7.0,+130,"6,890",0,18,1/383,-,6,-,"-3,434","6,152",0,14,1/439,-,24,4.0,-346,"4,162",0,7,1/595,-,16,2.0,"+2,030","5,011",0,14,1/358,-,29,5.0,"-1,446","6,566",0,18,1/365,-,14,1.0,"-2,768","6,256",0,18,1/348,-,44,9.0,"-3,698","6,988",0,15,1/466,-,67,23.0,-166,"5,182",0,9,1/576,-,34,2.0,"-1,597","6,407",0,14,1/458,-,35,1.0,+908,"5,226",0,12,1/436,-,20,4.0,-464,"5,494",0,13,1/423,-,32,3.0
2025-08-02,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+98,"6,733",0,16,1/421,-,6,-,"+1,488","3,681",0,14,1/263,-,6,-,+232,"4,388",0,11,1/399,-,15,1.0,-31,"4,725",0,11,1/430,-,10,4.0,-122,"5,949",0,13,1/458,-,88,29.0,"+10,940","7,965",0,10,1/797,-,14,4.0,"-1,355","3,209",0,7,1/458,-,37,7.0,-470,"3,413",0,8,1/427,-,59,22.0,"+2,662","9,407",0,17,1/553,-,21,6.0,"-2,014","4,347",0,9,1/483,-,30,2.0,"-3,609","4,917",0,12,1/410,-,28,7.0,"-3,143","5,435",0,11,1/494,-,21,6.0
2025-08-01,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+5,683","4,591",0,5,1/918,-,8,-,"+2,799","4,870",0,10,1/487,-,16,2.0,-933,"2,064",0,7,1/295,-,28,4.0,"+1,248","2,780",0,5,1/556,-,9,1.0,"-1,126","2,695",0,6,1/449,-,82,11.0,+297,"1,985",0,4,1/496,-,14,5.0,+679,"3,072",0,5,1/614,-,32,4.0,"+2,762","5,376",0,8,1/672,-,55,23.0,-383,"3,385",0,11,1/308,-,71,16.0,"-1,422","2,360",0,6,1/393,-,24,3.0,+262,862,0,4,1/216,-,21,5.0,"+2,917","6,657",0,18,1/370,-,8,-
2025-07-31,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,781","7,098",0,17,1/418,-,14,1.0,"-1,314","1,380",0,3,1/460,-,32,6.0,"+2,148","3,615",0,7,1/516,-,26,5.0,-319,"2,838",0,7,1/405,-,13,-,"-2,233","7,028",0,18,1/390,-,54,15.0,-508,"3,459",0,11,1/314,-,21,2.0,"-2,766","5,490",0,10,1/549,-,58,4.0,"-1,286","4,603",0,11,1/418,-,90,25.0,"-1,270","2,667",0,7,1/381,-,65,7.0,"+3,715","7,957",0,15,1/530,-,21,2.0,-261,"5,468",0,14,1/391,-,39,7.0,+120,"6,847",0,14,1/489,-,19,5.0
2025-07-30,水,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+3,214","7,536",0,11,1/685,-,14,-,-498,"8,502",0,20,1/425,-,32,1.0,-496,986,0,3,1/329,-,27,6.0,+884,"6,065",0,12,1/505,-,17,3.0,-227,"5,395",0,12,1/450,-,41,6.0,"+2,473","3,679",0,7,1/526,-,31,4.0,-246,"4,814",0,13,1/370,-,21,4.0,"-2,349","5,580",0,13,1/429,-,89,29.0,"-1,990","2,914",0,5,1/583,-,60,2.0,"+1,067","7,381",0,18,1/410,-,58,15.0,"-2,536","5,458",0,12,1/455,-,35,3.0,"-1,756","4,837",0,9,1/537,-,43,2.0
2025-07-29,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,687","4,460",0,6,1/743,-,19,1.0,"+2,566","5,845",0,7,1/835,-,29,5.0,"+2,472","3,891",0,10,1/389,-,16,-,+304,"1,311",0,3,1/437,-,29,5.0,"+1,155","3,004",0,9,1/334,-,24,5.0,-544,"5,666",0,17,1/333,-,60,14.0,+256,599,0,2,1/300,-,24,5.0,"-2,680","5,031",0,12,1/419,-,82,20.0,"-1,410","2,191",0,5,1/438,-,46,17.0,"-1,031",821,0,2,1/411,-,62,2.0,"+4,845","3,624",0,5,1/725,-,19,1.0,-980,"3,170",0,10,1/317,-,18,2.0
2025-07-28,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,662","5,927",0,11,1/539,-,32,3.0,+605,"3,076",0,9,1/342,-,60,12.0,-874,"5,870",0,14,1/419,-,33,1.0,"+2,975","2,167",0,5,1/433,-,29,4.0,-431,"7,141",0,17,1/420,-,65,5.0,"+1,028","3,141",0,8,1/393,-,48,5.0,"+2,302","5,571",0,13,1/429,-,21,5.0,"-2,931","4,252",0,10,1/425,-,69,4.0,+992,"3,804",0,14,1/272,-,25,4.0,+53,"1,624",0,3,1/541,-,36,3.0,"+1,612","4,523",0,7,1/646,-,43,7.0,"+2,096","5,023",0,11,1/457,-,16,-
2025-07-27,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+275,"6,142",0,13,1/472,-,31,10.0,+696,"8,186",0,20,1/409,-,63,9.0,-509,"2,166",0,5,1/433,-,21,-,-285,"7,220",0,21,1/344,-,75,11.0,"-3,612","7,436",0,16,1/465,-,54,6.0,"-2,582","7,345",0,15,1/490,-,64,1.0,"-2,117","5,209",0,12,1/434,-,79,4.0,"-1,323","7,059",0,19,1/372,-,44,13.0,"+2,030","6,438",0,14,1/460,-,44,13.0,-627,"2,354",0,5,1/471,-,83,4.0,"-1,957","4,081",0,8,1/510,-,48,4.0,+653,"6,561",0,14,1/469,-,21,-
2025-07-26,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,057","4,807",0,11,1/437,-,30,4.0,"-2,732","8,317",0,20,1/416,-,88,14.0,-955,"2,875",0,7,1/411,-,16,-,-126,"7,458",0,17,1/439,-,74,9.0,-331,"2,850",0,7,1/407,-,34,4.0,+339,"4,992",0,12,1/416,-,41,6.0,"-1,001","5,823",0,15,1/388,-,65,21.0,+129,"4,889",0,11,1/444,-,44,3.0,"-1,550","4,179",0,10,1/418,-,90,2.0,"-2,352","6,478",0,16,1/405,-,41,6.0,-402,"3,797",0,6,1/633,-,26,10.0,+477,"6,695",0,15,1/446,-,35,1.0
2025-07-25,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-559,"4,544",0,11,1/413,-,35,4.0,"-1,316","3,676",0,5,1/735,-,87,4.0,"-1,052","1,233",0,2,1/617,-,8,-,-876,"4,601",0,10,1/460,-,68,7.0,"+1,950","6,094",0,11,1/554,-,18,10.0,-795,"3,564",0,9,1/396,-,50,15.0,"-1,180","3,511",0,8,1/439,-,59,5.0,+53,"5,943",0,19,1/313,-,61,2.0,-721,"6,836",0,16,1/427,-,83,15.0,"-1,604","1,920",0,5,1/384,-,31,12.0,-880,"3,239",0,10,1/324,-,19,1.0,"-1,780","3,380",0,8,1/423,-,54,4.0
2025-07-24,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,861","4,046",0,9,1/450,-,18,4.0,"-1,808","3,303",0,8,1/413,-,78,10.0,"+5,525","7,603",0,16,1/475,-,6,-,"-2,205","3,508",0,6,1/585,-,68,3.0,-736,"3,355",0,8,1/419,-,18,4.0,"-2,461","2,777",0,4,1/694,-,51,7.0,"+1,069","2,453",0,4,1/613,-,57,6.0,-537,967,0,3,1/322,-,44,9.0,"-2,461","3,066",0,7,1/438,-,65,8.0,"-1,850","2,187",0,5,1/437,-,23,5.0,"-1,493","1,983",0,4,1/496,-,14,8.0,"-2,021","6,037",0,16,1/377,-,35,12.0
2025-07-23,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,216","1,515",0,4,1/379,-,25,6.0,-72,"4,375",0,11,1/398,-,51,2.0,"+1,383","1,990",0,5,1/398,-,13,-,-592,"1,615",0,5,1/323,-,49,18.0,+716,"3,765",0,5,1/753,-,19,2.0,"-1,476","3,465",0,11,1/315,-,16,2.0,-809,828,0,2,1/414,-,63,5.0,"-1,191","1,489",0,2,1/745,-,31,6.0,-821,"5,784",0,14,1/413,-,58,7.0,+818,"4,780",0,11,1/435,-,17,1.0,+475,"1,076",0,1,1/1076,-,14,1.0,"+5,480","7,543",0,11,1/686,-,19,2.0
2025-07-22,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+90,"4,387",0,12,1/366,-,16,7.0,-970,909,0,3,1/303,-,55,7.0,+445,"4,925",0,12,1/410,-,20,4.0,+708,"5,889",0,13,1/453,-,48,9.0,"-1,193","2,713",0,7,1/388,-,29,1.0,+417,"1,807",0,9,1/201,-,9,-,"+1,210","5,244",0,10,1/524,-,61,6.0,"-1,704","4,623",0,10,1/462,-,27,7.0,+707,"1,154",0,3,1/385,-,32,3.0,"+1,723","3,479",0,6,1/580,-,28,1.0,-439,629,0,2,1/315,-,20,4.0,-862,"3,268",0,8,1/409,-,39,7.0
2025-07-21,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,700","4,030",0,9,1/448,-,25,1.0,-104,"2,221",0,8,1/278,-,50,7.0,"+2,143","5,193",0,13,1/399,-,19,8.0,+265,"4,299",0,10,1/430,-,55,5.0,-323,"3,497",0,8,1/437,-,24,2.0,"-1,263","2,439",0,3,1/813,-,11,-,"-3,285","5,922",0,11,1/538,-,88,33.0,+319,"4,120",0,6,1/687,-,25,1.0,-840,940,0,2,1/470,-,35,4.0,"-2,610","2,863",0,7,1/409,-,31,6.0,"+4,664","5,325",0,11,1/484,-,22,3.0,-569,"1,696",0,5,1/339,-,43,8.0
2025-07-20,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,373","6,053",0,10,1/605,-,21,1.0,"-2,327","4,530",0,11,1/412,-,32,11.0,+680,"6,280",0,18,1/349,-,20,4.0,-280,"7,414",0,17,1/436,-,86,34.0,"-1,692","5,267",0,13,1/405,-,16,5.0,"+1,002","9,143",0,18,1/508,-,11,-,"-1,028","6,781",0,20,1/339,-,91,5.0,"-1,883","4,480",0,11,1/407,-,52,8.0,"-2,159","9,602",0,24,1/400,-,40,1.0,"+3,416","8,781",0,20,1/439,-,21,1.0,"+3,837","6,062",0,10,1/606,-,39,7.0,"-2,630","6,102",0,11,1/555,-,44,4.0
2025-07-19,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,995","6,601",0,12,1/550,-,24,1.0,"-2,131","2,596",0,5,1/519,-,24,1.0,"+4,280","7,966",0,19,1/419,-,19,1.0,-752,"3,422",0,8,1/428,-,86,28.0,+801,"6,245",0,14,1/446,-,6,-,+553,"5,742",0,15,1/383,-,22,3.0,"-3,579","7,315",0,15,1/488,-,86,28.0,"-2,991","5,029",0,14,1/359,-,45,3.0,"-2,345","1,933",0,4,1/483,-,23,1.0,-172,"7,951",0,25,1/318,-,42,18.0,"+2,121","7,597",0,12,1/633,-,58,13.0,-862,"3,684",0,8,1/461,-,18,12.0
2025-07-18,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+5,395","5,705",0,12,1/475,-,16,2.0,"+3,508","6,500",0,10,1/650,-,14,8.0,"-1,444","2,422",0,6,1/404,-,33,15.0,"-2,350","4,496",0,10,1/450,-,95,9.0,"+2,499","4,338",0,13,1/334,-,6,-,"-1,194","2,957",0,7,1/422,-,35,1.0,"-1,631","1,460",0,3,1/487,-,49,7.0,"+6,966","5,291",0,11,1/481,-,34,1.0,"+1,939","8,072",0,26,1/310,-,18,2.0,-758,545,0,1,1/545,-,42,7.0,-997,"2,238",0,3,1/746,-,86,37.0,+605,"5,328",0,12,1/444,-,16,2.0
2025-07-17,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-243,"8,427",0,23,1/366,-,18,10.0,+310,"3,019",0,6,1/503,-,19,1.0,"-2,847","3,717",0,11,1/338,-,31,9.0,-761,"6,790",0,17,1/399,-,79,23.0,-793,"2,613",0,5,1/523,-,8,-,"+2,245","4,026",0,7,1/575,-,31,9.0,"-2,089","2,222",0,7,1/317,-,31,9.0,+128,"6,844",0,18,1/380,-,56,20.0,"-2,040","4,213",0,10,1/421,-,34,3.0,-228,"1,701",0,3,1/567,-,36,2.0,"-1,738","1,800",0,3,1/600,-,93,14.0,+575,"3,151",0,7,1/450,-,22,3.0
2025-07-16,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+179,"2,836",0,6,1/473,-,14,8.0,-430,602,0,3,1/201,-,38,5.0,"-1,880","5,020",0,10,1/502,-,25,4.0,-231,672,0,2,1/336,-,49,11.0,"+3,533","5,007",0,10,1/501,-,6,-,+627,"3,218",0,10,1/322,-,59,10.0,-773,873,0,2,1/437,-,19,3.0,"-2,113","1,732",0,3,1/577,-,60,1.0,"+2,427","4,949",0,15,1/330,-,16,2.0,-297,"3,566",0,8,1/446,-,33,8.0,"-1,722","1,520",0,3,1/507,-,92,32.0,"+2,143","3,163",0,7,1/452,-,21,2.0
2025-07-15,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,203","3,292",0,8,1/412,-,28,6.0,"-1,251","1,392",0,3,1/464,-,36,8.0,"+3,148","7,194",0,18,1/400,-,22,6.0,-611,"5,743",0,15,1/383,-,44,8.0,-728,"1,937",0,3,1/646,-,8,-,"+1,093","5,974",0,10,1/597,-,61,4.0,"-1,617","3,445",0,8,1/431,-,14,6.0,"-2,253","2,005",0,4,1/501,-,57,8.0,"+1,357","6,573",0,11,1/598,-,16,2.0,"+3,479","4,721",0,6,1/787,-,44,8.0,"-2,697","4,471",0,8,1/559,-,91,30.0,"-2,509","2,905",0,8,1/363,-,49,5.0
2025-07-14,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-160,"3,204",0,8,1/401,-,10,4.0,"+2,237","5,706",0,10,1/571,-,19,3.0,+169,"8,333",0,21,1/397,-,23,2.0,"-3,762","5,808",0,13,1/447,-,26,3.0,"+3,303","5,454",0,9,1/606,-,6,-,"-2,484","6,628",0,21,1/316,-,94,30.0,"+1,932","8,043",0,20,1/402,-,16,6.0,"-1,951","6,554",0,17,1/386,-,64,1.0,"-2,178","4,242",0,10,1/424,-,28,2.0,-511,"6,410",0,19,1/337,-,63,22.0,"-1,356","5,532",0,13,1/426,-,41,13.0,"-1,143","4,348",0,11,1/395,-,21,2.0
2025-07-13,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,504","5,965",0,13,1/459,-,14,5.0,"-1,643","4,881",0,11,1/444,-,21,5.0,"+5,191","7,141",0,16,1/446,-,42,20.0,"-1,265","6,371",0,11,1/579,-,8,-,+750,"6,132",0,14,1/438,-,9,1.0,"-2,677","3,224",0,7,1/461,-,76,25.0,+416,"6,808",0,17,1/400,-,16,2.0,"-1,726","3,148",0,7,1/450,-,48,6.0,+307,"6,425",0,14,1/459,-,22,1.0,-968,"8,720",0,25,1/349,-,51,3.0,"-1,085","8,622",0,29,1/297,-,22,1.0,"+2,783","6,686",0,12,1/557,-,14,5.0
2025-07-12,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-745,"5,012",0,16,1/313,-,24,2.0,"+2,951","7,803",0,17,1/459,-,21,5.0,"-1,726","5,147",0,11,1/468,-,89,16.0,+173,"5,429",0,12,1/452,-,6,-,"+2,655","6,577",0,11,1/598,-,8,2.0,-675,"6,472",0,13,1/498,-,73,27.0,"+1,330","4,639",0,11,1/422,-,16,6.0,-311,"4,934",0,10,1/493,-,22,1.0,-802,"3,899",0,10,1/390,-,40,13.0,"-1,462","5,437",0,13,1/418,-,46,6.0,-113,"5,797",0,14,1/414,-,10,2.0,"-1,246","4,968",0,11,1/452,-,27,3.0
