日付,曜日,特定日,1165番台,,,,,,,,,1166番台,,,,,,,,,1167番台,,,,,,,,,1168番台,,,,,,,,,1170番台,,,,,,,,,1171番台,,,,,,,,,1172番台,,,,,,,,,1173番台,,,,,,,,,1175番台,,,,,,,,,1176番台,,,,,,,,,1177番台,,,,,,,,,1178番台,,,,,,,,,1180番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-09-03,水,いいえ,-862,"1,871",3,5,1/234,-,3.08,35,2.0,-605,"4,547",14,9,1/198,-,2.74,23,3.0,"-1,053","2,028",4,3,1/290,-,2.67,58,15.0,-508,"3,755",11,13,1/156,-,3.88,78,20.0,+571,"8,758",34,21,1/159,-,3.51,24,1.0,-717,"1,864",4,4,1/233,-,3.01,20,4.0,+604,"8,244",35,15,1/165,-,2.97,16,3.0,-161,"2,104",5,8,1/162,-,3.73,41,2.0,-574,"2,981",6,10,1/186,-,3.41,33,9.0,-696,"2,511",8,3,1/228,-,2.70,39,4.0,-67,"3,659",14,7,1/174,-,3.12,20,4.0,+129,"6,064",22,13,1/173,-,3.05,13,-,+68,"3,557",14,8,1/162,-,3.42,43,2.0
2025-09-02,火,いいえ,"+2,008","8,001",34,25,1/136,-,4.74,27,3.0,-3,"2,852",10,6,1/178,-,3.20,14,1.0,-48,"5,788",19,17,1/161,-,3.71,49,20.0,-379,456,0,1,1/456,-,3.25,81,13.0,-961,"5,110",13,11,1/213,-,2.55,68,12.0,+553,"6,686",24,21,1/149,-,4.20,24,2.0,-785,"2,835",7,6,1/218,-,2.87,29,2.0,-322,524,1,1,1/262,-,3.31,29,2.0,-768,"2,641",7,6,1/203,-,3.04,21,7.0,-538,"3,929",10,11,1/187,-,3.20,22,1.0,+182,631,3,1,1/158,-,3.46,13,1.0,"+2,335","6,806",33,19,1/131,-,4.65,12,-,-56,531,2,0,1/266,-,3.21,56,7.0
2025-09-01,月,いいえ,-161,"4,917",17,12,1/170,-,3.30,65,8.0,+373,"1,664",6,6,1/139,-,3.87,13,-,"-1,658","6,715",14,20,1/198,-,2.93,34,12.0,-619,"2,649",7,4,1/241,-,2.66,79,14.0,-438,"1,127",3,2,1/225,-,3.18,22,2.0,"-1,033",941,1,0,1/941,-,2.71,44,10.0,"+1,774","4,874",25,13,1/128,-,4.43,14,1.0,"+1,019","5,741",27,8,1/164,-,2.94,15,1.0,-88,295,1,0,1/295,-,3.32,18,3.0,-444,711,1,2,1/237,-,3.34,19,1.0,+169,"1,759",9,1,1/176,-,3.09,20,1.0,-314,837,2,1,1/279,-,3.12,18,3.0,-536,"1,107",2,1,1/369,-,2.87,57,13.0
2025-08-31,日,はい,-701,"2,707",6,8,1/193,-,3.26,51,1.0,+903,"6,152",24,19,1/143,-,4.30,24,4.0,-493,"4,703",17,7,1/196,-,2.58,15,1.0,-522,"3,907",16,3,1/206,-,2.42,79,28.0,"-1,021","3,799",8,11,1/200,-,3.09,20,4.0,-721,"2,276",6,4,1/228,-,2.87,33,9.0,-399,"1,146",3,2,1/229,-,3.16,16,1.0,-285,"3,256",12,6,1/181,-,3.06,42,9.0,-713,442,0,0,-,-,3.05,13,-,-5,"2,340",11,2,1/180,-,2.99,14,1.0,-902,"1,408",2,2,1/352,-,2.80,48,6.0,+380,"3,846",19,5,1/160,-,3.14,20,4.0,-317,656,2,0,1/328,-,3.09,50,2.0
2025-08-30,土,はい,-751,"7,601",19,27,1/165,-,3.95,49,3.0,"-1,438","3,290",8,5,1/253,-,2.44,31,5.0,+998,"6,865",30,16,1/149,-,3.79,9,-,"-1,526","2,874",6,4,1/287,-,2.40,55,6.0,+511,"5,881",21,18,1/151,-,4.03,12,3.0,+972,"6,542",29,11,1/164,-,3.03,15,1.0,"+3,415","7,765",38,22,1/129,-,4.82,14,2.0,-793,"2,027",5,5,1/203,-,3.17,26,11.0,+624,"6,377",26,14,1/159,-,3.40,12,3.0,"+1,825","6,523",31,15,1/142,-,4.02,14,2.0,-426,"4,682",17,11,1/167,-,3.32,44,9.0,-184,"6,255",24,10,1/184,-,2.59,46,2.0,+483,"7,770",30,18,1/162,-,3.37,35,4.0
2025-08-29,金,いいえ,-309,"1,110",3,2,1/222,-,3.19,42,1.0,"+2,292","6,241",32,15,1/133,-,4.37,21,2.0,-733,"2,104",4,5,1/234,-,2.99,16,-,-654,"5,037",17,10,1/187,-,2.83,41,1.0,-555,747,1,1,1/374,-,3.09,19,3.0,-115,"2,754",13,4,1/162,-,3.24,40,14.0,-277,812,2,1,1/271,-,3.15,41,1.0,-524,"1,262",4,0,1/316,-,2.77,25,3.0,"+1,168","5,973",25,17,1/142,-,4.21,19,3.0,"+1,612","3,675",20,6,1/141,-,3.62,26,1.0,+588,"3,046",13,8,1/145,-,3.79,22,1.0,-338,901,2,0,1/451,-,2.86,25,3.0,-897,"1,091",2,0,1/546,-,2.69,65,23.0
2025-08-28,木,いいえ,-281,"2,793",7,8,1/186,-,3.30,26,1.0,-118,"7,406",26,15,1/181,-,2.74,43,2.0,+461,768,5,1,1/128,-,3.58,12,-,-441,"2,001",7,2,1/222,-,2.84,16,4.0,+179,494,3,0,1/165,-,3.38,18,2.0,+309,"3,081",15,5,1/154,-,3.38,44,1.0,"-1,422","4,216",12,5,1/248,-,2.19,41,7.0,-286,239,0,0,-,-,3.25,18,2.0,+676,"6,096",24,14,1/160,-,3.42,24,6.0,-190,849,2,3,1/170,-,3.54,34,8.0,-493,"3,623",10,8,1/201,-,2.90,24,6.0,"-1,036","1,086",1,1,1/543,-,2.78,25,1.0,-786,"3,077",8,9,1/181,-,3.36,63,19.0
2025-08-27,水,いいえ,-510,"2,317",8,3,1/211,-,2.86,17,1.0,-14,"3,439",11,10,1/164,-,3.58,41,9.0,-926,"2,306",5,6,1/210,-,3.12,16,1.0,+692,"3,077",17,3,1/154,-,3.22,15,1.0,-916,"1,112",0,3,1/371,-,3.03,19,1.0,"-1,231","4,398",10,12,1/200,-,2.98,71,15.0,-462,"1,974",7,1,1/247,-,2.67,18,1.0,+469,"2,216",12,1,1/170,-,3.02,14,-,+542,"3,137",12,10,1/143,-,3.98,26,7.0,"+3,473","5,535",35,14,1/113,-,4.98,32,2.0,+957,"6,867",26,22,1/143,-,4.41,30,4.0,+549,"8,890",37,18,1/162,-,3.18,14,-,-339,"2,782",10,6,1/174,-,3.26,56,15.0
2025-08-26,火,いいえ,+392,"5,200",19,14,1/158,-,3.66,15,1.0,-348,492,1,0,1/492,-,3.13,31,9.0,+430,"3,932",16,8,1/164,-,3.30,12,-,-195,281,0,1,1/281,-,3.43,22,1.0,"+2,359","7,313",35,18,1/138,-,4.30,14,1.0,-85,406,1,1,1/203,-,3.43,56,25.0,+804,"1,886",10,4,1/135,-,3.73,15,1.0,"+1,439","6,934",26,21,1/148,-,4.20,13,1.0,-237,402,1,0,1/402,-,3.22,62,6.0,-296,747,3,0,1/249,-,3.13,85,17.0,-819,"1,189",1,0,1/1189,-,2.51,68,6.0,+285,"7,680",30,17,1/163,-,3.27,21,6.0,-152,672,1,2,1/224,-,3.38,31,9.0
2025-08-25,月,いいえ,+605,"3,864",15,12,1/143,-,4.05,18,1.0,-504,"4,066",14,5,1/214,-,2.44,21,3.0,"+1,314","3,057",13,13,1/118,-,4.69,14,2.0,-889,"1,875",5,1,1/313,-,2.55,17,1.0,-571,"1,415",3,2,1/283,-,2.90,35,6.0,-135,"1,290",4,2,1/215,-,3.14,42,1.0,"+1,130","9,319",38,21,1/158,-,3.46,12,-,-573,689,0,1,1/689,-,3.02,16,2.0,-913,"5,054",18,9,1/187,-,2.74,56,14.0,-578,873,2,0,1/437,-,2.88,87,31.0,"-1,157","1,923",1,6,1/275,-,3.00,41,6.0,-630,"1,263",2,4,1/211,-,3.34,28,7.0,-987,948,0,1,1/948,-,2.78,29,1.0
2025-08-24,日,はい,-803,"2,754",8,4,1/230,-,2.68,43,11.0,-498,617,1,1,1/309,-,3.22,14,1.0,"+1,184","6,435",29,13,1/153,-,3.50,14,1.0,+305,"3,893",16,8,1/162,-,3.34,13,4.0,+584,"5,221",21,15,1/145,-,4.06,32,7.0,"+1,486","5,615",28,8,1/156,-,3.16,25,2.0,-379,"2,567",8,6,1/183,-,3.23,22,5.0,+397,"3,098",16,3,1/163,-,3.08,9,-,-782,"3,552",11,6,1/209,-,2.70,23,1.0,-979,"4,784",15,8,1/208,-,2.50,92,49.0,"-1,425","1,657",1,3,1/414,-,2.66,17,1.0,-355,"5,272",17,11,1/188,-,2.82,16,1.0,+994,"5,401",24,11,1/154,-,3.47,15,1.0
2025-08-23,土,はい,-735,"3,402",9,9,1/189,-,3.17,34,11.0,"+2,663","5,762",30,16,1/125,-,4.70,9,-,-358,"2,783",11,3,1/199,-,2.79,45,3.0,-512,"1,282",4,1,1/256,-,2.94,15,1.0,"-1,384","3,224",7,6,1/248,-,2.56,56,11.0,"-2,344","5,317",11,10,1/253,-,2.13,42,8.0,-816,"5,073",17,9,1/195,-,2.63,23,7.0,"-1,176","4,538",10,15,1/182,-,3.43,16,1.0,"-1,140","2,348",4,3,1/335,-,2.43,15,1.0,"-1,353","3,422",8,6,1/244,-,2.51,80,24.0,"+1,276","5,356",25,11,1/149,-,3.63,14,3.0,"+1,326","8,093",30,31,1/133,-,5.09,11,2.0,-339,"1,906",5,6,1/173,-,3.50,34,11.0
2025-08-22,金,いいえ,+555,"3,317",16,7,1/144,-,3.69,35,9.0,-446,"1,335",4,1,1/267,-,2.89,18,4.0,-405,"3,637",12,7,1/191,-,2.92,45,10.0,"+2,244","5,220",27,15,1/124,-,4.67,9,-,-373,"2,347",7,5,1/196,-,3.11,24,1.0,"-1,126","4,884",14,11,1/195,-,2.82,26,2.0,-368,"1,985",5,5,1/199,-,3.22,14,1.0,-805,830,1,1,1/415,-,3.01,10,1.0,+481,"4,953",20,13,1/150,-,3.81,13,3.0,-630,"3,011",9,6,1/201,-,2.94,69,24.0,+81,"5,260",21,11,1/164,-,3.26,22,4.0,"-1,162","3,007",5,10,1/200,-,3.26,13,3.0,-666,"1,064",1,2,1/355,-,2.99,23,1.0
2025-08-21,木,いいえ,+782,"6,246",24,20,1/142,-,4.39,32,12.0,-173,149,0,0,-,-,3.34,11,2.0,-46,"2,802",9,8,1/165,-,3.54,36,4.0,-704,"4,732",17,9,1/182,-,2.90,19,2.0,+536,"4,451",19,12,1/144,-,3.97,13,2.0,-45,"3,501",13,7,1/175,-,3.15,20,1.0,+268,"6,423",21,19,1/161,-,3.74,13,2.0,+642,"1,742",11,1,1/145,-,3.36,9,-,+55,"1,475",4,5,1/164,-,3.59,13,2.0,-592,"1,614",5,1,1/269,-,2.76,41,5.0,"-1,019","1,090",1,1,1/545,-,2.77,55,14.0,+74,"5,662",22,12,1/167,-,3.20,11,2.0,-798,621,0,0,-,-,2.88,17,4.0
2025-08-20,水,はい,-510,"6,618",21,16,1/179,-,3.02,78,40.0,"+1,826","5,274",23,17,1/132,-,4.57,6,-,+326,"7,177",27,14,1/175,-,2.84,36,5.0,+707,"6,020",22,19,1/147,-,4.20,16,2.0,-11,"3,728",15,5,1/186,-,2.79,38,2.0,"-1,021","4,561",12,13,1/182,-,3.25,12,4.0,-327,602,1,1,1/301,-,3.23,26,1.0,"+1,069","8,107",33,21,1/150,-,3.95,8,2.0,-74,"2,456",8,6,1/175,-,3.33,29,3.0,"-1,128","1,676",3,1,1/419,-,2.50,31,2.0,-516,"2,420",8,5,1/186,-,3.16,25,7.0,-606,"2,162",7,4,1/197,-,3.08,18,2.0,"+3,654","8,837",44,30,1/119,-,5.40,14,2.0
2025-08-19,火,いいえ,-425,"1,607",4,3,1/230,-,3.04,76,28.0,+128,"4,993",18,15,1/151,-,3.93,14,3.0,-285,"3,694",13,8,1/176,-,3.17,48,4.0,-146,"1,584",6,2,1/198,-,3.10,44,6.0,-263,"1,343",4,2,1/224,-,3.09,34,10.0,+818,"3,150",14,7,1/150,-,3.61,11,1.0,"+2,431","7,672",38,21,1/130,-,4.76,14,3.0,+425,"2,718",12,5,1/160,-,3.36,10,-,-161,109,0,0,-,-,3.39,23,1.0,+379,"4,125",17,8,1/165,-,3.24,22,8.0,+655,"3,717",13,13,1/143,-,4.14,24,1.0,+123,949,4,0,1/237,-,3.05,11,1.0,-637,"1,532",3,2,1/306,-,2.80,38,4.0
2025-08-18,月,いいえ,-566,"1,964",5,5,1/196,-,3.24,70,16.0,-537,"4,162",15,7,1/189,-,2.80,21,2.0,+126,"2,637",12,1,1/203,-,2.65,54,8.0,-357,"3,040",10,8,1/169,-,3.43,44,12.0,-704,"1,105",2,0,1/553,-,2.68,32,8.0,+339,"2,500",10,6,1/156,-,3.54,22,1.0,+77,"5,416",22,9,1/175,-,2.86,18,6.0,+122,"1,070",5,1,1/178,-,3.27,10,-,"+2,456","8,435",38,24,1/136,-,4.65,12,1.0,-952,797,0,1,1/797,-,2.92,46,2.0,+778,"3,555",16,9,1/142,-,3.87,24,2.0,+97,"2,719",11,3,1/194,-,2.85,11,1.0,+687,"3,206",13,6,1/169,-,3.22,19,1.0
2025-08-17,日,はい,-700,"1,181",1,3,1/295,-,3.09,49,3.0,"+1,601","6,469",24,30,1/120,-,5.37,18,2.0,-591,844,1,1,1/422,-,3.00,84,35.0,+434,"5,400",20,16,1/150,-,3.98,28,3.0,-423,810,2,1,1/270,-,3.15,25,4.0,"+1,817","6,785",33,12,1/151,-,3.44,40,10.0,-830,"2,484",6,4,1/248,-,2.69,45,5.0,+648,"4,669",17,14,1/151,-,3.92,16,1.0,-557,"4,124",13,8,1/196,-,2.80,21,3.0,+33,"4,898",18,13,1/158,-,3.63,15,3.0,-978,"3,611",10,7,1/212,-,2.73,30,2.0,-144,"4,260",15,7,1/194,-,2.72,12,-,-403,"4,657",14,10,1/194,-,2.82,46,1.0
2025-08-16,土,はい,"-1,071","1,856",5,0,1/371,-,2.40,44,5.0,+112,"4,724",18,11,1/163,-,3.40,19,3.0,-693,"1,373",3,2,1/275,-,2.94,82,13.0,+213,"3,450",14,6,1/173,-,3.12,16,1.0,"+1,560","4,757",22,16,1/125,-,4.71,24,5.0,-196,"4,033",13,12,1/161,-,3.65,69,16.0,-180,"1,804",7,2,1/200,-,3.01,39,13.0,+766,"6,951",26,17,1/162,-,3.46,16,1.0,-496,654,1,0,1/654,-,2.97,14,-,-305,"3,521",13,7,1/176,-,3.13,15,1.0,-267,"3,600",10,10,1/180,-,3.30,26,2.0,"+1,560","3,357",16,13,1/116,-,4.74,14,-,+30,"4,796",18,12,1/160,-,3.53,53,9.0
2025-08-15,金,いいえ,"+1,154","8,210",35,16,1/161,-,3.18,18,3.0,-655,"3,258",10,4,1/233,-,2.49,21,3.0,-69,"6,106",22,13,1/174,-,3.01,46,2.0,-748,"3,949",14,5,1/208,-,2.52,44,8.0,"+4,779","8,715",44,34,1/112,-,5.62,29,4.0,-663,"2,884",8,5,1/222,-,2.75,65,13.0,-243,"4,570",15,12,1/169,-,3.39,36,7.0,+252,"3,900",14,13,1/144,-,4.09,23,1.0,+814,"5,852",22,17,1/150,-,3.99,15,-,+248,"4,315",15,10,1/173,-,3.23,15,-,"-1,408","2,358",5,3,1/295,-,2.52,22,1.0,-595,"3,073",10,7,1/181,-,3.19,25,2.0,-564,"1,113",2,2,1/278,-,3.07,52,6.0
2025-08-14,木,いいえ,"-1,055","2,431",5,6,1/221,-,3.00,40,6.0,+803,"7,034",29,15,1/160,-,3.34,16,4.0,-359,"3,994",15,6,1/190,-,2.76,28,2.0,-570,"2,891",9,5,1/207,-,2.85,26,4.0,-590,"4,031",14,7,1/192,-,2.80,86,38.0,+155,"5,892",21,15,1/164,-,3.46,47,7.0,-966,"3,093",8,5,1/238,-,2.59,34,3.0,-855,"2,085",7,3,1/209,-,2.96,48,1.0,-314,"3,157",10,8,1/175,-,3.32,31,3.0,-223,"1,806",6,3,1/201,-,3.10,22,2.0,+694,"6,967",26,19,1/155,-,3.82,12,-,-969,"1,754",4,3,1/251,-,2.91,20,4.0,-822,"5,619",16,15,1/181,-,3.14,48,1.0
2025-08-13,水,いいえ,-952,"4,564",14,12,1/176,-,3.28,23,2.0,"-1,657","3,215",5,7,1/268,-,2.54,26,2.0,-806,"1,816",5,2,1/259,-,2.78,26,2.0,-491,"3,237",8,11,1/170,-,3.61,17,2.0,-728,"2,327",6,4,1/233,-,2.82,88,7.0,-809,"8,481",28,17,1/188,-,2.49,81,46.0,+241,"3,667",13,10,1/159,-,3.60,15,1.0,"-1,018","2,186",4,4,1/273,-,2.72,35,4.0,-439,"1,240",3,3,1/207,-,3.28,31,5.0,-233,"5,602",19,15,1/165,-,3.49,24,1.0,-744,"1,047",2,0,1/524,-,2.73,14,2.0,+922,"4,652",20,13,1/141,-,4.09,12,-,-219,"2,181",7,5,1/182,-,3.27,21,4.0
2025-08-12,火,いいえ,-652,"5,929",19,14,1/180,-,3.02,12,1.0,-430,"4,393",16,8,1/183,-,2.89,17,1.0,"-1,550","4,214",8,11,1/222,-,2.74,21,4.0,-642,"5,264",18,9,1/195,-,2.59,9,-,-86,"8,194",27,25,1/158,-,3.95,85,34.0,"-2,156","5,076",8,15,1/221,-,2.76,51,21.0,"+1,370","8,922",35,30,1/137,-,4.87,24,3.0,+391,"4,079",16,7,1/177,-,2.97,30,4.0,"+3,361","7,347",37,24,1/120,-,5.19,26,2.0,-583,"2,907",6,10,1/182,-,3.48,16,1.0,+414,"7,429",27,22,1/152,-,4.06,11,2.0,"+1,628","7,077",34,16,1/142,-,4.05,14,2.0,+698,"7,093",27,18,1/158,-,3.63,15,1.0
2025-08-11,月,いいえ,+790,"6,422",29,13,1/153,-,3.51,8,-,-287,"1,866",7,3,1/187,-,3.16,11,3.0,+478,"4,853",19,14,1/147,-,3.98,13,2.0,+174,"6,343",21,20,1/155,-,3.99,8,-,-464,"6,088",22,13,1/174,-,3.03,75,26.0,-590,"4,168",13,9,1/189,-,2.94,35,9.0,-242,"7,942",25,20,1/176,-,3.07,49,8.0,-723,"6,335",20,15,1/181,-,2.97,41,2.0,+74,"2,812",11,6,1/165,-,3.36,39,4.0,"+1,138","6,208",30,13,1/144,-,3.82,14,1.0,"+1,296","6,565",21,29,1/131,-,5.10,14,1.0,"+1,645","7,480",36,16,1/144,-,3.91,26,3.0,"-1,637","2,486",4,4,1/311,-,2.49,23,9.0
2025-08-10,日,はい,-703,"3,809",11,10,1/181,-,3.23,12,6.0,"+1,584","8,043",36,17,1/152,-,3.61,12,6.0,-809,"3,926",11,9,1/196,-,2.93,18,3.0,"+1,769","5,346",25,14,1/137,-,4.21,6,-,"-1,057","5,360",14,12,1/206,-,2.62,64,7.0,-756,"4,289",14,7,1/204,-,2.60,33,10.0,"-1,367","6,570",21,10,1/212,-,2.16,44,11.0,+763,"5,881",26,11,1/159,-,3.27,23,3.0,-465,"6,572",21,14,1/188,-,2.72,57,4.0,+868,"1,655",12,1,1/127,-,3.58,20,2.0,-880,"5,862",18,12,1/195,-,2.63,53,8.0,"-1,437","5,841",17,13,1/195,-,2.72,45,1.0,"-1,814","2,300",3,1,1/575,-,2.10,15,3.0
2025-08-09,土,はい,"+1,960","5,900",29,12,1/144,-,3.79,15,3.0,+234,"4,068",17,8,1/163,-,3.29,18,3.0,"+1,721","6,471",37,6,1/150,-,3.03,12,3.0,-475,"2,255",6,8,1/161,-,3.70,15,3.0,-585,"5,771",16,19,1/165,-,3.76,46,6.0,-512,851,2,0,1/426,-,2.91,15,3.0,-64,"5,711",21,12,1/173,-,3.05,29,10.0,-396,"1,124",3,2,1/225,-,3.18,40,1.0,-815,"2,609",8,3,1/237,-,2.62,39,2.0,-417,629,0,3,1/210,-,3.51,31,2.0,-113,"4,499",15,9,1/187,-,2.88,19,1.0,-357,947,1,4,1/189,-,3.53,37,6.0,"+1,522","3,223",19,4,1/140,-,3.53,9,-
2025-08-08,金,いいえ,-402,"4,203",15,9,1/175,-,3.14,35,4.0,-445,"1,745",5,5,1/175,-,3.45,18,3.0,"+1,067","7,821",30,21,1/153,-,3.87,15,1.0,"+1,294","4,907",22,12,1/144,-,3.89,11,-,"-1,515","3,586",9,5,1/256,-,2.33,31,2.0,"+1,174","6,607",28,15,1/154,-,3.61,13,2.0,-497,528,0,1,1/528,-,3.18,25,2.0,-206,"1,232",5,1,1/205,-,3.11,29,4.0,-123,"2,467",9,5,1/176,-,3.24,23,5.0,"+3,713","8,515",40,27,1/127,-,5.09,29,4.0,+320,"2,439",9,6,1/163,-,3.47,18,3.0,-363,"1,819",4,8,1/152,-,3.88,31,2.0,-395,337,0,0,-,-,3.15,14,1.0
2025-08-07,木,いいえ,+507,"7,296",27,17,1/166,-,3.27,35,5.0,"+3,466","8,877",45,19,1/139,-,4.21,14,2.0,-662,"7,829",25,21,1/170,-,3.33,23,4.0,+216,"7,372",29,18,1/157,-,3.61,17,3.0,"-1,846","6,293",15,17,1/197,-,2.85,24,1.0,-308,"7,009",23,17,1/175,-,3.09,26,2.0,"+2,119","8,128",29,32,1/133,-,5.11,24,1.0,-417,"6,363",24,11,1/182,-,2.67,23,4.0,"-2,256","6,639",17,8,1/266,-,1.72,19,2.0,"-2,755","7,227",14,13,1/268,-,1.78,56,21.0,+497,"8,913",30,26,1/159,-,3.84,30,1.0,"+3,093","8,004",43,16,1/136,-,4.21,29,3.0,"+2,027","8,010",34,22,1/143,-,4.30,12,-
2025-08-06,水,いいえ,+214,"2,153",8,6,1/154,-,3.63,53,2.0,+107,"5,705",21,10,1/184,-,2.71,34,8.0,-876,"2,152",4,5,1/239,-,2.94,18,1.0,"+1,131","2,730",17,3,1/137,-,3.56,26,3.0,-372,"2,840",9,7,1/178,-,3.29,14,6.0,"+1,675","4,876",21,18,1/125,-,4.82,15,1.0,-474,"2,169",7,5,1/181,-,3.28,53,2.0,-348,985,1,4,1/197,-,3.49,17,1.0,-152,985,4,0,1/246,-,3.02,8,-,+248,"3,311",14,4,1/184,-,2.85,23,5.0,-410,894,2,2,1/224,-,3.28,51,17.0,-301,"1,250",5,0,1/250,-,2.89,74,21.0,+337,"5,635",20,17,1/152,-,3.96,16,1.0
2025-08-05,火,いいえ,+607,"4,851",21,8,1/167,-,3.05,50,6.0,"-1,111","2,529",5,4,1/281,-,2.56,58,5.0,+167,"3,768",15,10,1/151,-,3.74,11,2.0,"+1,188","5,234",23,10,1/159,-,3.32,34,19.0,"+2,808","5,680",31,18,1/116,-,5.07,9,-,-621,"2,810",9,4,1/216,-,2.74,44,3.0,-595,"2,083",5,4,1/231,-,2.92,52,2.0,-313,"1,067",3,2,1/213,-,3.23,11,2.0,"+1,488","6,027",29,14,1/140,-,4.05,9,-,-449,734,1,1,1/367,-,3.10,53,1.0,-467,"6,384",20,16,1/177,-,3.11,41,7.0,-795,"1,243",2,2,1/311,-,2.94,81,23.0,+0,"2,631",10,5,1/175,-,3.20,15,4.0
2025-08-03,日,はい,-828,"5,036",15,11,1/194,-,2.80,85,10.0,-844,"1,714",3,2,1/343,-,2.65,36,19.0,-620,"1,618",6,0,1/270,-,2.68,15,5.0,"-1,440","3,525",7,7,1/252,-,2.50,75,20.0,-329,"5,730",18,13,1/185,-,2.90,17,1.0,-387,"1,476",6,0,1/246,-,2.80,38,1.0,-304,"5,816",22,11,1/176,-,2.89,45,6.0,"+1,863","6,242",33,9,1/149,-,3.36,10,-,+132,"6,055",20,16,1/168,-,3.39,16,1.0,-666,"2,764",10,2,1/230,-,2.53,36,19.0,"-1,174","2,922",7,6,1/225,-,2.80,37,1.0,-862,"2,890",7,7,1/206,-,3.01,55,10.0,-135,"1,419",5,2,1/203,-,3.14,39,1.0
2025-08-02,土,はい,"-2,069","4,643",9,10,1/244,-,2.37,76,3.0,-840,"4,002",10,11,1/191,-,3.13,32,8.0,"+1,883","7,436",32,23,1/135,-,4.69,12,-,-251,"6,410",23,15,1/169,-,3.23,73,22.0,"+1,562","5,237",22,18,1/131,-,4.65,15,2.0,+516,"5,560",23,14,1/150,-,3.80,13,1.0,+116,"6,157",25,10,1/176,-,2.75,45,8.0,+850,"4,341",21,8,1/150,-,3.51,12,-,+585,"5,532",22,13,1/158,-,3.51,24,1.0,-299,"1,299",4,3,1/186,-,3.34,16,1.0,"+1,188","6,308",26,20,1/137,-,4.53,23,7.0,-441,"1,431",4,1,1/286,-,2.81,51,6.0,-583,"2,488",8,2,1/249,-,2.54,37,5.0
2025-08-01,金,いいえ,-556,"2,861",8,7,1/191,-,3.15,29,1.0,+925,"7,133",29,18,1/152,-,3.82,16,1.0,-179,"1,105",4,1,1/221,-,3.11,28,12.0,-16,"3,015",11,5,1/188,-,2.97,53,11.0,+79,"1,226",6,0,1/204,-,3.03,31,2.0,-596,"2,237",5,8,1/172,-,3.60,29,1.0,-279,"2,987",12,3,1/199,-,2.73,58,5.0,+523,"3,614",13,11,1/151,-,3.85,15,3.0,+503,"3,609",16,6,1/164,-,3.20,41,7.0,-503,"1,184",3,1,1/296,-,2.92,12,-,-614,"2,153",6,4,1/215,-,2.97,53,11.0,-722,968,2,0,1/484,-,2.80,42,1.0,-128,374,1,0,1/374,-,3.24,34,3.0
2025-07-31,木,いいえ,-490,900,2,1,1/300,-,3.06,19,12.0,-25,"4,866",20,10,1/162,-,3.30,24,1.0,+307,"1,645",8,3,1/150,-,3.50,28,3.0,-429,"1,269",4,0,1/317,-,2.76,49,3.0,-214,948,3,0,1/316,-,2.93,43,11.0,-402,684,2,0,1/342,-,3.06,23,4.0,"-1,092","1,169",1,1,1/585,-,2.70,58,9.0,-264,"1,164",4,2,1/194,-,3.26,25,1.0,"+1,579","3,595",17,14,1/116,-,4.80,32,4.0,+92,"4,362",17,10,1/162,-,3.42,7,-,-309,"2,147",7,4,1/195,-,3.10,46,3.0,-121,"5,389",21,10,1/174,-,2.96,25,1.0,-425,"1,005",2,1,1/335,-,2.96,28,3.0
2025-07-30,水,はい,"-1,126","3,061",9,6,1/204,-,2.89,12,5.0,-8,"1,359",6,0,1/227,-,2.91,24,1.0,-392,"4,447",15,10,1/178,-,3.11,29,3.0,-420,"2,140",7,3,1/214,-,2.91,35,6.0,-804,"1,351",2,2,1/338,-,2.85,43,8.0,+174,"6,978",27,15,1/166,-,3.18,22,3.0,+30,"4,553",17,11,1/163,-,3.44,51,8.0,"+1,015","6,257",26,17,1/146,-,4.07,23,1.0,"-1,215","2,194",5,3,1/274,-,2.64,78,27.0,+391,"4,774",20,12,1/149,-,3.78,7,-,-275,"4,924",18,8,1/189,-,2.67,35,6.0,-313,608,2,0,1/304,-,3.14,19,7.0,+851,"6,104",23,20,1/142,-,4.40,26,2.0
