日付,曜日,特定日,1118番台,,,,,,,,1120番台,,,,,,,,1121番台,,,,,,,,1122番台,,,,,,,,1123番台,,,,,,,,1125番台,,,,,,,,1126番台,,,,,,,,1127番台,,,,,,,,1128番台,,,,,,,,1130番台,,,,,,,,1131番台,,,,,,,,1132番台,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差
2025-07-05,土,はい,"-1,551","4,746",15,10,1/190,-,65,4.0,"+1,227","5,821",26,16,1/139,-,6,-,"-3,143","3,774",6,7,1/290,-,28,7.0,-79,"6,173",26,12,1/162,-,18,6.0,+61,"1,423",5,4,1/158,-,12,1.0,+407,"5,962",24,16,1/149,-,6,-,-273,"3,111",13,5,1/173,-,7,1.0,"+1,977","6,008",31,10,1/147,-,11,4.0,"-2,230","5,866",17,10,1/217,-,68,3.0,-231,"4,689",19,9,1/167,-,21,3.0,"+1,372","3,937",23,4,1/146,-,61,33.0,-299,"7,710",30,18,1/161,-,21,3.0
2025-07-04,金,いいえ,-534,"2,354",10,2,1/196,-,32,5.0,"-1,727","3,300",9,6,1/220,-,8,2.0,-27,"3,907",17,6,1/170,-,12,1.0,-249,820,3,4,1/117,-,18,2.0,"+2,222","6,188",32,14,1/135,-,16,2.0,"-1,031","1,365",3,1,1/341,-,14,2.0,"+1,379","3,235",15,13,1/116,-,6,-,"+3,889","1,940",20,6,1/75,-,19,1.0,"-1,108","2,016",5,4,1/224,-,27,8.0,-40,"3,928",15,11,1/151,-,16,2.0,"-1,879","4,620",16,5,1/220,-,87,55.0,"-1,472","3,944",15,3,1/219,-,11,3.0
2025-07-03,木,いいえ,"-3,289","3,793",8,3,1/345,-,28,8.0,+590,"2,116",9,8,1/124,-,9,3.0,+442,826,4,3,1/118,-,17,3.0,-928,"2,103",5,6,1/191,-,10,1.0,"-1,023","3,262",11,5,1/204,-,20,2.0,"+3,480","2,000",19,5,1/83,-,6,-,"-1,716","4,062",12,7,1/214,-,11,1.0,"+1,291","1,943",13,3,1/121,-,42,14.0,+361,"4,806",24,4,1/172,-,18,1.0,-332,"2,678",10,7,1/158,-,12,1.0,-555,"3,431",14,4,1/191,-,86,44.0,+747,"4,644",22,8,1/155,-,14,2.0
2025-07-02,水,いいえ,"+3,151","2,772",22,4,1/107,-,18,1.0,+238,"2,243",10,4,1/160,-,11,3.0,+407,867,6,0,1/145,-,17,2.0,"+4,561","4,088",31,8,1/105,-,8,1.0,"+1,309","1,053",7,5,1/88,-,12,1.0,-316,"2,434",9,4,1/187,-,7,1.0,"+1,577","3,845",20,11,1/124,-,6,-,+694,"2,622",14,4,1/146,-,52,24.0,-524,"1,733",6,3,1/193,-,28,10.0,+549,817,4,4,1/102,-,14,2.0,"-1,899","4,757",16,3,1/250,-,87,35.0,"-1,339","3,318",8,10,1/184,-,15,1.0
2025-07-01,火,いいえ,-927,"2,706",9,4,1/208,-,25,4.0,+243,"2,080",7,8,1/139,-,11,3.0,"+6,404","3,500",31,15,1/76,-,16,2.0,"+1,188","2,098",12,6,1/117,-,14,1.0,"-1,900","6,295",23,7,1/210,-,40,15.0,"+2,196","2,730",19,2,1/130,-,13,1.0,+77,"4,596",20,10,1/153,-,12,1.0,"-2,015","4,673",12,13,1/187,-,61,21.0,"-1,444","3,038",8,5,1/234,-,21,5.0,"+2,335","2,457",18,4,1/112,-,14,1.0,"-2,232","4,558",13,8,1/217,-,88,27.0,"+2,192","4,381",26,5,1/141,-,8,-
2025-06-30,月,はい,"-3,700","5,470",12,9,1/260,-,21,2.0,"+3,479","6,829",35,23,1/118,-,16,2.0,"-3,945","3,528",5,1,1/588,-,19,1.0,+598,"3,816",14,16,1/127,-,31,10.0,-27,"3,481",14,8,1/158,-,21,2.0,"+3,619","6,992",41,15,1/125,-,18,2.0,+203,"4,174",18,9,1/155,-,21,2.0,"-1,357","5,082",15,13,1/182,-,32,1.0,"-3,458","6,811",22,4,1/262,-,14,6.0,"+1,303","6,463",30,14,1/147,-,19,1.0,"-3,904","9,202",29,12,1/224,-,94,62.0,"+2,919","2,925",20,8,1/104,-,8,-
2025-06-29,日,はい,"+2,104","4,172",26,5,1/135,-,6,-,+40,"2,890",11,6,1/170,-,41,9.0,"+1,450","7,239",36,14,1/145,-,11,5.0,+665,"3,100",17,2,1/163,-,44,3.0,"+1,930","5,057",27,12,1/130,-,16,5.0,"+2,825","2,549",19,7,1/98,-,18,2.0,"+7,684","4,799",40,19,1/81,-,32,2.0,"+3,332","5,241",32,11,1/122,-,30,11.0,+830,"2,763",14,7,1/132,-,6,-,-873,"3,533",14,3,1/208,-,19,1.0,"-1,721","2,509",6,3,1/279,-,76,32.0,+681,"3,167",15,7,1/144,-,16,5.0
2025-06-28,土,はい,"+1,708","6,417",30,18,1/134,-,6,-,"+1,086","3,210",15,9,1/134,-,57,1.0,"+1,669","5,582",29,10,1/143,-,11,5.0,"-1,141","5,512",21,9,1/184,-,61,4.0,-940,"5,497",19,13,1/172,-,39,19.0,"-1,006","4,483",17,4,1/213,-,20,1.0,"+1,538","5,490",30,7,1/148,-,45,1.0,"-4,771","6,280",13,7,1/314,-,44,5.0,"+3,972","7,417",41,23,1/116,-,13,2.0,"+1,242","4,003",21,9,1/133,-,14,1.0,-696,"4,856",18,10,1/173,-,56,11.0,+249,"4,877",20,13,1/148,-,19,5.0
2025-06-27,金,いいえ,-394,"3,634",12,10,1/165,-,7,-,"-2,844","4,478",12,4,1/280,-,72,6.0,"-3,352","4,960",10,9,1/261,-,14,7.0,"+1,873","7,660",34,25,1/130,-,60,26.0,+390,558,4,0,1/140,-,29,7.0,"+2,642","4,903",31,5,1/136,-,18,4.0,-811,"8,029",31,16,1/171,-,72,6.0,"-2,516","4,492",11,8,1/236,-,29,7.0,"+2,641","3,647",23,9,1/114,-,18,4.0,-961,"4,509",18,5,1/196,-,22,4.0,"-1,233","2,500",6,5,1/227,-,66,6.0,"-2,818","4,599",11,8,1/242,-,34,5.0
2025-06-26,木,いいえ,+168,685,3,2,1/137,-,6,-,-204,"2,519",10,4,1/180,-,61,13.0,"+2,214","2,662",19,4,1/116,-,8,2.0,"-1,054","2,952",11,0,1/268,-,92,31.0,"+1,684","2,885",18,6,1/120,-,19,8.0,+836,"1,979",12,1,1/152,-,19,8.0,"-1,022","3,186",8,10,1/177,-,40,16.0,-758,"2,508",8,5,1/193,-,23,4.0,+948,"3,536",18,9,1/131,-,40,16.0,"-1,645","3,996",10,11,1/190,-,11,3.0,"-2,880","4,524",8,12,1/226,-,48,8.0,+334,396,3,0,1/132,-,24,1.0
2025-06-25,水,いいえ,"+3,326","5,836",33,16,1/119,-,6,-,+337,"7,300",33,13,1/159,-,60,1.0,"+1,934","2,536",18,3,1/121,-,9,3.0,"-1,057","3,850",14,5,1/203,-,82,22.0,"-3,285","3,715",6,6,1/310,-,32,4.0,"-3,641","4,479",8,7,1/299,-,27,6.0,-934,"7,036",26,17,1/164,-,28,1.0,"+2,171","4,312",26,5,1/139,-,21,5.0,+91,"4,944",19,14,1/150,-,60,1.0,+924,"1,112",7,3,1/111,-,6,-,-675,"6,744",26,17,1/157,-,16,7.0,-170,"5,078",23,5,1/181,-,59,27.0
2025-06-24,火,いいえ,"-1,055",817,0,2,1/409,-,8,1.0,"-1,877","4,717",13,10,1/205,-,90,26.0,+392,663,4,1,1/133,-,9,1.0,"-2,077","3,514",9,5,1/251,-,49,18.0,-454,"1,357",4,3,1/194,-,17,3.0,"-1,323","3,088",8,6,1/221,-,14,5.0,"-2,239","4,145",10,9,1/218,-,22,5.0,"+1,558","1,730",11,7,1/96,-,22,5.0,-325,"2,776",10,7,1/163,-,64,15.0,-491,"4,243",14,13,1/157,-,7,-,+984,"2,086",13,2,1/139,-,24,2.0,"+1,099",847,7,1,1/106,-,31,7.0
2025-06-23,月,いいえ,"+1,448","2,165",15,2,1/127,-,6,-,"-1,035","9,705",38,18,1/173,-,84,38.0,+609,"5,417",25,5,1/181,-,11,5.0,-657,"5,575",19,16,1/159,-,32,13.0,"+1,345","4,133",20,11,1/133,-,18,7.0,"+1,772","6,741",36,11,1/143,-,6,-,"-2,127","3,716",11,2,1/286,-,19,1.0,"-1,168","5,418",19,11,1/181,-,44,1.0,+688,"5,942",25,16,1/145,-,46,2.0,"+1,768","3,578",19,10,1/123,-,6,-,"+1,867","2,324",16,5,1/111,-,43,11.0,-325,"5,387",25,5,1/180,-,32,13.0
2025-06-22,日,はい,"+2,195","4,949",27,12,1/127,-,6,-,-466,"9,912",34,29,1/157,-,62,16.0,"+1,802","3,624",21,7,1/129,-,11,5.0,"-2,994","6,557",18,14,1/205,-,25,4.0,"-3,028","5,200",14,8,1/236,-,21,8.0,"+1,143","3,540",18,7,1/142,-,6,-,"+1,757","4,159",23,10,1/126,-,13,2.0,"+1,769","6,461",31,14,1/144,-,46,21.0,"-4,114","7,320",18,14,1/229,-,88,9.0,"+1,008","3,815",18,8,1/147,-,6,-,-214,"6,780",29,11,1/170,-,79,17.0,+251,"5,267",21,12,1/160,-,21,8.0
2025-06-21,土,はい,+110,"5,343",23,11,1/157,-,6,-,"-5,151","8,366",20,12,1/261,-,58,29.0,"+1,014","2,478",14,5,1/130,-,18,5.0,"-1,757","4,254",13,7,1/213,-,18,5.0,"+1,177","2,643",14,7,1/126,-,8,2.0,-124,"2,625",11,3,1/188,-,8,2.0,"+1,930","5,100",25,15,1/128,-,13,5.0,-802,"4,525",18,6,1/189,-,82,6.0,-912,"4,679",16,11,1/173,-,76,8.0,"+1,202","2,923",16,5,1/139,-,6,-,"-1,526","3,167",8,9,1/186,-,68,10.0,-938,"5,947",21,15,1/165,-,29,11.0
2025-06-20,金,はい,+68,"4,477",17,13,1/149,-,6,-,+666,"4,624",20,11,1/149,-,45,9.0,"-2,670","6,887",23,8,1/222,-,36,13.0,"+1,429","4,418",23,9,1/138,-,16,2.0,"+4,269","7,483",42,21,1/119,-,8,2.0,"+1,243","3,472",19,6,1/139,-,6,-,"+2,495","3,809",24,8,1/119,-,13,5.0,"-3,194","4,888",8,12,1/244,-,70,9.0,-127,"4,639",18,11,1/160,-,78,8.0,"+4,448","5,087",34,13,1/108,-,14,1.0,-239,"5,206",23,7,1/174,-,61,16.0,"-1,984","5,035",15,10,1/201,-,23,7.0
2025-06-19,木,いいえ,+731,"3,015",13,10,1/131,-,6,-,-109,"2,413",10,4,1/172,-,50,5.0,+0,"6,604",28,10,1/174,-,19,3.0,"+1,936","2,481",18,2,1/124,-,16,2.0,-874,"4,936",18,11,1/170,-,10,4.0,+945,"5,538",28,10,1/146,-,6,-,"+1,893","3,848",23,7,1/128,-,14,4.0,-22,"1,776",7,4,1/161,-,45,13.0,"-3,150","3,158",3,6,1/351,-,67,12.0,+995,"1,728",10,6,1/108,-,32,13.0,"+1,625","2,171",13,6,1/114,-,55,5.0,"-3,547","3,626",4,8,1/302,-,14,4.0
2025-06-18,水,いいえ,"+2,423","1,600",13,6,1/84,-,8,2.0,"-4,967","6,503",12,11,1/283,-,31,8.0,"+2,375","2,793",20,3,1/121,-,23,4.0,"+1,644","4,423",22,13,1/126,-,19,6.0,+904,"3,181",15,8,1/138,-,6,-,"-1,503","2,106",4,4,1/263,-,13,5.0,"+1,650","3,278",17,11,1/117,-,13,5.0,"+1,454","4,153",23,7,1/138,-,52,8.0,-156,"2,032",6,9,1/135,-,59,7.0,-488,"2,348",7,8,1/157,-,44,13.0,"-4,020","4,692",8,7,1/313,-,82,23.0,"+2,850","3,674",23,8,1/119,-,6,-
2025-06-17,火,いいえ,"+6,178","7,092",46,18,1/111,-,19,3.0,-615,"3,564",13,5,1/198,-,14,5.0,-681,"2,273",8,2,1/227,-,57,9.0,-29,"3,103",14,4,1/172,-,34,15.0,"-1,131","5,480",18,13,1/177,-,8,-,"+1,286","3,091",17,6,1/134,-,16,2.0,"-4,078","4,938",9,8,1/290,-,16,2.0,-874,"6,579",23,14,1/178,-,85,27.0,"+2,884","3,350",22,8,1/112,-,58,1.0,+398,"1,456",8,2,1/146,-,46,12.0,-635,"3,338",12,6,1/185,-,48,2.0,+803,"5,317",26,8,1/156,-,9,1.0
2025-06-16,月,いいえ,"+2,021","2,792",18,5,1/121,-,19,10.0,"+2,367","2,599",20,2,1/118,-,9,1.0,"+2,050","5,566",30,12,1/133,-,35,3.0,"+3,398","2,112",18,9,1/78,-,32,3.0,"+1,383","6,789",30,19,1/139,-,6,-,"+1,698","2,342",17,2,1/123,-,19,10.0,"+1,857","3,128",19,7,1/120,-,6,-,"-2,602","6,756",22,11,1/205,-,81,39.0,-291,"7,368",30,14,1/167,-,86,5.0,"-1,054","3,515",11,8,1/185,-,42,7.0,-934,"3,522",11,9,1/176,-,29,10.0,"+2,279","4,859",27,11,1/128,-,8,2.0
2025-06-15,日,はい,+935,"5,417",27,10,1/146,-,34,9.0,-343,"4,835",19,10,1/167,-,16,2.0,"-2,553","7,672",23,16,1/197,-,64,5.0,"-2,676","4,420",11,6,1/260,-,64,5.0,"+1,827","4,627",21,17,1/122,-,14,6.0,+109,"4,387",19,7,1/169,-,21,5.0,-556,"6,753",27,13,1/169,-,8,-,"-2,964","5,198",14,6,1/260,-,59,25.0,"-2,956","6,043",17,9,1/232,-,88,24.0,"+2,949","2,262",21,0,1/108,-,22,1.0,"-3,778","6,258",15,12,1/232,-,25,3.0,+675,"3,193",15,7,1/145,-,14,6.0
2025-06-14,土,はい,-454,"6,284",24,14,1/165,-,53,5.0,-428,"4,282",18,6,1/178,-,7,1.0,"-2,402","6,926",23,10,1/210,-,58,2.0,"-1,547","6,128",21,13,1/180,-,48,13.0,+134,"3,335",16,4,1/167,-,35,2.0,"+4,445","2,698",24,9,1/82,-,19,1.0,+457,"4,382",22,4,1/169,-,6,-,"-2,411","5,786",15,16,1/187,-,33,14.0,"-4,052","6,847",18,9,1/254,-,88,30.0,"-1,581","3,008",7,7,1/215,-,56,3.0,"-3,360","4,204",8,6,1/300,-,18,2.0,"+2,515","4,779",27,10,1/129,-,16,9.0
2025-06-13,金,いいえ,"+1,546","2,646",13,11,1/110,-,33,4.0,"+2,022","1,821",14,3,1/107,-,6,-,"+1,697","4,481",25,5,1/149,-,52,6.0,"+3,772","6,053",39,11,1/121,-,45,12.0,"+2,352","1,659",14,5,1/87,-,46,1.0,+814,"3,884",17,11,1/139,-,29,6.0,+77,"3,062",12,9,1/146,-,6,-,"+3,391","5,580",34,14,1/116,-,23,5.0,"-1,030",859,1,1,1/430,-,87,13.0,"-3,229","4,966",11,7,1/276,-,74,22.0,"+2,056","3,793",21,10,1/122,-,8,2.0,-422,"4,106",17,6,1/179,-,18,10.0
2025-06-12,木,いいえ,"-2,502","5,335",16,8,1/222,-,40,6.0,"+3,508","3,747",30,1,1/121,-,13,-,-797,"5,315",20,10,1/177,-,67,3.0,-633,"3,256",13,5,1/181,-,88,14.0,+25,"3,585",15,8,1/156,-,64,7.0,"-2,240","5,192",15,7,1/236,-,48,8.0,"+2,951","4,840",27,13,1/121,-,13,-,"-4,512","6,606",16,8,1/275,-,74,7.0,"-2,028","2,923",6,5,1/266,-,88,14.0,-324,"2,878",11,6,1/169,-,57,9.0,"+2,620","2,973",20,7,1/110,-,14,1.0,+193,"3,150",13,7,1/158,-,34,20.0
2025-06-11,水,いいえ,"-3,260","4,654",10,8,1/259,-,33,19.0,-280,"4,751",18,11,1/164,-,14,1.0,"-4,833","7,448",15,16,1/240,-,62,8.0,"-2,757","6,444",18,15,1/195,-,88,2.0,-81,"3,890",15,10,1/156,-,86,24.0,"-4,172","4,478",9,1,1/448,-,44,11.0,"+1,581","5,230",28,8,1/145,-,13,-,"-1,845","3,692",11,3,1/264,-,52,3.0,"-2,211","4,261",14,15,1/147,-,95,7.0,"-1,300","3,196",11,3,1/228,-,54,2.0,"+1,186","6,929",31,18,1/141,-,14,1.0,"-2,413","3,207",7,3,1/321,-,49,5.0
2025-06-10,火,はい,"+2,173","5,540",30,12,1/132,-,22,3.0,+392,"3,180",13,10,1/138,-,18,3.0,"+2,106","7,869",42,10,1/151,-,59,4.0,-252,"5,295",22,10,1/165,-,72,13.0,"-1,277","3,716",12,6,1/206,-,94,19.0,-522,"3,291",14,0,1/235,-,19,1.0,+61,"5,359",25,6,1/173,-,15,-,"-2,672","3,600",6,8,1/257,-,55,9.0,-489,"4,922",22,5,1/182,-,75,3.0,"+2,497","4,536",24,15,1/116,-,30,8.0,"+2,653","6,587",35,14,1/134,-,19,1.0,"+2,778","4,374",26,12,1/115,-,46,16.0
2025-06-09,月,いいえ,"-1,630","2,362",4,6,1/236,-,31,9.0,+467,"1,207",6,4,1/121,-,22,3.0,-705,"5,405",20,10,1/180,-,86,20.0,"-1,502","1,906",3,4,1/272,-,66,1.0,"-2,267","3,660",6,11,1/215,-,94,8.0,"+1,438","1,690",12,2,1/121,-,14,-,"+2,067","3,525",19,11,1/118,-,15,1.0,"+5,083","6,049",38,15,1/114,-,52,3.0,-167,778,5,0,1/156,-,49,16.0,"+3,461","6,889",37,19,1/123,-,33,2.0,+577,409,4,0,1/102,-,19,4.0,-515,"2,198",7,5,1/183,-,65,13.0
2025-06-08,日,はい,"-1,876","6,453",19,18,1/174,-,18,3.0,"+1,663","4,121",23,9,1/129,-,42,12.0,"-2,886","5,523",16,7,1/240,-,89,5.0,-437,"3,538",14,6,1/177,-,59,14.0,"-2,802","4,084",8,8,1/255,-,92,3.0,+322,"2,715",14,2,1/170,-,18,3.0,"+1,192","3,294",19,4,1/143,-,15,-,+144,"4,781",21,7,1/171,-,45,3.0,"-2,680","3,091",5,4,1/343,-,25,7.0,"-2,008","6,249",22,8,1/208,-,84,25.0,"-2,418","4,944",12,15,1/183,-,30,5.0,-231,"4,780",19,8,1/177,-,59,14.0
2025-06-07,土,はい,"+1,734","5,480",31,7,1/144,-,8,-,"+3,155","9,578",51,19,1/137,-,55,7.0,"-1,355","5,694",18,17,1/163,-,88,6.0,"-1,945","4,554",12,10,1/207,-,35,5.0,-39,"3,682",14,9,1/160,-,82,10.0,"+1,507","7,675",35,17,1/148,-,30,4.0,"+4,684","3,886",31,10,1/95,-,15,7.0,-217,"8,602",33,22,1/156,-,72,17.0,-930,"5,852",23,8,1/189,-,19,4.0,"-6,132","5,749",9,3,1/479,-,43,8.0,-3,"5,361",20,17,1/145,-,26,7.0,"+1,174","5,972",28,15,1/139,-,48,5.0
2025-06-06,金,いいえ,"+2,373","2,222",18,2,1/111,-,18,1.0,"-3,816","6,293",15,11,1/242,-,62,12.0,-582,"4,629",18,9,1/171,-,85,5.0,"+2,213","3,963",22,12,1/117,-,19,1.0,"-1,014","3,010",10,5,1/201,-,72,10.0,-544,"3,327",12,7,1/175,-,50,22.0,"-4,109","5,936",13,10,1/258,-,25,2.0,"-3,028","5,577",14,10,1/232,-,80,8.0,-144,"4,762",20,7,1/176,-,17,-,"-1,562","5,061",16,11,1/187,-,28,3.0,"-1,015","4,436",17,5,1/202,-,23,4.0,"-3,986","6,483",17,9,1/249,-,80,8.0
2025-06-05,木,いいえ,"-1,870","3,130",9,3,1/261,-,26,4.0,+580,"1,762",8,5,1/136,-,60,4.0,"-4,293","5,143",9,10,1/271,-,64,4.0,-756,"2,963",11,4,1/198,-,35,9.0,-101,"3,019",12,7,1/159,-,60,4.0,"-2,028","2,994",5,8,1/230,-,51,7.0,"+2,855","1,834",16,5,1/87,-,19,2.0,"-2,114","3,182",7,6,1/245,-,44,9.0,+495,"2,306",15,2,1/136,-,16,-,"-1,407","3,690",10,9,1/194,-,17,1.0,"+1,486","2,670",15,9,1/111,-,22,3.0,"-1,347","2,130",6,1,1/304,-,56,5.0
2025-06-04,水,いいえ,-680,"1,909",6,4,1/191,-,18,5.0,"-3,077","7,346",21,15,1/204,-,91,32.0,"-1,833","2,259",3,5,1/282,-,29,1.0,-670,"3,943",15,7,1/179,-,29,1.0,+28,"5,128",24,7,1/165,-,59,16.0,-669,"3,550",11,10,1/169,-,26,1.0,"-1,267","3,995",12,9,1/190,-,27,1.0,"-3,701","5,344",11,11,1/243,-,28,1.0,+645,"3,442",18,2,1/172,-,20,2.0,"+2,812","3,478",22,12,1/102,-,13,-,"-1,373","1,367",2,1,1/456,-,25,5.0,"-2,558","3,126",7,2,1/347,-,43,14.0
2025-06-03,火,いいえ,"+1,715","3,194",19,4,1/139,-,16,1.0,-405,"7,256",30,12,1/173,-,82,50.0,"-2,961","6,952",20,12,1/217,-,19,2.0,-505,"6,112",21,19,1/153,-,24,3.0,"-2,263","5,875",17,12,1/203,-,92,10.0,+32,"6,642",28,15,1/154,-,21,1.0,+516,"3,671",16,11,1/136,-,32,1.0,"-1,996","4,942",14,12,1/190,-,17,1.0,+58,"5,530",24,11,1/158,-,20,1.0,"+1,185","6,609",30,18,1/138,-,15,-,"+4,064","3,436",26,9,1/98,-,16,1.0,"+1,086","9,029",42,15,1/158,-,31,7.0
