日付,曜日,特定日,716番台,,,,,,,,,717番台,,,,,,,,,731番台,,,,,,,,,732番台,,,,,,,,,733番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2026-02-18,水,いいえ,+178,"3,663",11,17,1/131,-,4.18,1,-,-403,"1,469",5,3,1/184,-,3.16,38,37.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-17,火,いいえ,+864,"3,951",17,13,1/132,-,3.75,1,-,+433,"4,653",17,13,1/155,-,3.14,42,41.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-16,月,いいえ,+636,"2,723",10,11,1/130,-,3.88,4,-,+254,"2,033",8,4,1/169,-,3.10,37,33.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-15,日,はい,"-1,321","2,173",4,5,1/241,-,2.82,9,-,-927,"4,225",13,12,1/169,-,3.00,55,46.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-14,土,はい,"+3,766","8,034",39,30,1/116,-,4.80,0,-,-191,"1,023",4,1,1/205,-,3.11,44,44.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-13,金,いいえ,"+1,333","6,442",26,14,1/161,-,2.60,5,-,-769,"2,348",7,3,1/235,-,2.61,27,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-12,木,いいえ,"+1,554","3,734",20,8,1/133,-,3.33,9,-,-501,"2,069",6,3,1/230,-,2.74,21,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-11,水,いいえ,"+1,298","6,259",29,18,1/133,-,3.62,9,-,"-1,509","4,258",10,8,1/237,-,2.20,14,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-10,火,はい,"-1,322","5,541",19,11,1/185,-,2.33,18,15.0,"+1,021","7,622",26,31,1/134,-,4.37,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-09,月,いいえ,-182,"1,869",5,7,1/156,-,3.51,10,1.0,+240,"1,129",6,0,1/188,-,3.02,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-08,日,はい,"+1,505","5,109",23,20,1/119,-,4.41,11,1.0,-232,"2,741",11,8,1/144,-,3.43,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-07,土,はい,-348,"4,447",15,15,1/148,-,3.49,30,18.0,+608,"5,719",19,22,1/139,-,3.93,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-06,金,いいえ,-829,"3,325",8,11,1/175,-,3.18,25,6.0,-528,"4,135",12,12,1/172,-,3.00,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-05,木,いいえ,"+2,026","6,121",33,11,1/139,-,2.92,28,21.0,-240,596,1,2,1/199,-,3.41,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-04,水,いいえ,"+2,308","7,172",31,26,1/126,-,4.33,52,44.0,"+2,283","5,649",24,27,1/111,-,5.02,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-03,火,いいえ,"-1,178","5,160",15,14,1/178,-,2.73,82,66.0,"-1,596","3,368",6,11,1/198,-,2.98,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-01,日,はい,"-1,074","4,803",13,10,1/209,-,2.29,82,71.0,"+2,739","7,493",32,30,1/121,-,4.73,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-31,土,はい,-620,"5,508",16,13,1/190,-,2.41,82,68.0,-850,"1,688",3,3,1/281,-,2.81,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-30,金,はい,-596,"5,634",20,13,1/171,-,2.60,82,71.0,"+3,800","7,974",41,27,1/117,-,4.58,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-29,木,いいえ,"-1,867","2,875",3,7,1/288,-,2.51,82,41.0,"+1,104","3,273",15,11,1/126,-,3.83,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-28,水,いいえ,"-2,037","4,387",8,12,1/219,-,2.50,83,5.0,-985,"3,225",8,7,1/215,-,2.62,78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-27,火,いいえ,"-1,495","6,993",18,19,1/189,-,2.36,75,17.0,"-1,087","3,904",12,5,1/230,-,2.17,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-26,月,いいえ,-217,"4,379",14,11,1/175,-,2.80,42,-,-304,"2,781",8,7,1/185,-,2.97,58,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-25,日,はい,-179,"3,921",12,13,1/157,-,3.35,26,-,+115,"6,149",22,16,1/162,-,2.81,42,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-24,土,はい,"-1,372","3,829",10,7,1/225,-,2.34,19,-,-806,"7,753",23,17,1/194,-,1.99,46,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-23,金,いいえ,-750,"4,408",12,14,1/170,-,3.10,10,-,"-1,070","5,449",15,14,1/188,-,2.52,31,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-22,木,いいえ,-61,"4,844",17,16,1/147,-,3.49,4,-,"-1,424","4,222",10,10,1/211,-,2.47,17,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-21,水,いいえ,"+1,007","5,205",23,12,1/149,-,3.01,2,-,-288,"5,406",18,18,1/150,-,3.43,11,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-20,火,はい,+430,"6,839",24,22,1/149,-,3.38,3,-,"-1,233","4,872",11,18,1/168,-,3.30,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-19,月,いいえ,"+1,155","6,502",25,21,1/141,-,3.59,8,8.0,"+1,343","3,244",17,13,1/108,-,4.34,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-18,日,はい,+274,"5,952",20,18,1/157,-,3.13,16,15.0,"+1,579","7,168",32,21,1/135,-,3.60,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-17,土,はい,+303,"6,890",25,19,1/157,-,2.93,12,12.0,"+3,270","8,155",36,33,1/118,-,4.91,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-16,金,いいえ,-899,"3,953",12,6,1/220,-,2.26,22,20.0,+839,"4,494",20,6,1/173,-,2.43,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-15,木,いいえ,+486,"5,598",25,14,1/144,-,3.18,18,16.0,-152,"2,067",6,8,1/148,-,3.59,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-14,水,いいえ,-790,"3,262",9,8,1/192,-,2.82,25,24.0,"+1,099","6,594",28,16,1/150,-,2.93,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-13,火,いいえ,-732,"5,490",16,16,1/172,-,2.86,11,10.0,+320,"7,284",24,26,1/146,-,3.68,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-12,月,いいえ,+138,"4,008",16,9,1/160,-,2.94,12,11.0,+548,"5,797",22,19,1/141,-,3.60,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-11,日,はい,+509,"4,104",16,12,1/147,-,3.36,6,6.0,"+2,237","8,310",34,36,1/119,-,5.05,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-10,土,はい,-633,"4,565",15,13,1/163,-,3.05,17,15.0,+602,"5,759",23,15,1/152,-,3.04,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-09,金,いいえ,-438,"6,617",20,17,1/179,-,2.47,5,4.0,"+1,695","5,962",26,19,1/132,-,3.79,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-08,木,いいえ,+396,"5,530",21,14,1/158,-,2.91,7,5.0,+227,"4,265",16,10,1/164,-,2.89,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-07,水,いいえ,+172,"4,749",17,12,1/164,-,2.90,7,6.0,"+1,528","3,047",19,6,1/122,-,3.50,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-06,火,いいえ,-997,"6,602",22,16,1/174,-,2.48,8,3.0,"+1,472","6,773",29,21,1/135,-,3.69,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-04,日,はい,"+2,002","6,728",30,22,1/129,-,3.98,4,-,+372,"5,901",17,26,1/137,-,4.27,25,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-03,土,はい,-561,"3,158",9,8,1/186,-,2.90,9,-,+887,"4,740",19,15,1/139,-,3.58,13,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-02,金,いいえ,"+1,605","6,773",29,21,1/135,-,3.69,4,-,-685,"2,159",5,7,1/180,-,3.25,36,32.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-01,木,いいえ,-603,"3,095",9,8,1/182,-,2.95,6,-,+61,"4,809",16,15,1/155,-,3.26,16,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-31,水,いいえ,+690,"3,685",18,7,1/147,-,3.04,4,-,-74,"3,277",13,10,1/142,-,3.48,44,40.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-30,火,はい,"+1,403","7,144",28,24,1/137,-,3.80,4,-,"-1,164","3,118",8,5,1/240,-,2.41,26,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-29,月,いいえ,-26,"6,983",25,21,1/152,-,3.18,14,3.0,"-1,425","4,684",11,12,1/204,-,2.50,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-28,日,はい,-299,"5,276",17,15,1/165,-,2.95,5,5.0,"+1,511","7,094",27,29,1/127,-,4.54,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-27,土,はい,+390,"7,744",24,29,1/146,-,3.79,1,-,"-1,109","4,781",14,14,1/171,-,2.95,4,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-26,金,いいえ,"+2,361","5,372",25,23,1/112,-,4.78,3,-,+625,"4,865",18,18,1/135,-,3.90,4,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-25,木,いいえ,-253,"5,258",17,14,1/170,-,2.81,11,3.0,-570,"2,034",6,3,1/226,-,2.77,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-24,水,いいえ,+550,"4,643",19,9,1/166,-,2.67,5,-,+339,"4,632",17,15,1/145,-,3.50,6,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-23,火,いいえ,-538,"4,759",16,13,1/164,-,2.97,6,-,"+2,524","6,266",31,19,1/125,-,3.95,12,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-21,日,はい,+680,"5,518",20,18,1/145,-,3.50,7,-,+251,"5,574",19,18,1/151,-,3.37,29,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-20,土,はい,+870,"5,986",24,19,1/139,-,3.61,12,-,+909,"5,825",23,17,1/146,-,3.32,29,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-19,金,いいえ,-598,"5,097",16,14,1/170,-,2.86,35,-,"-2,304","5,200",10,15,1/208,-,2.49,42,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-18,木,いいえ,-382,"4,445",13,13,1/171,-,2.98,14,-,-16,"4,565",14,15,1/157,-,3.30,15,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-17,水,いいえ,"+1,657","8,582",32,36,1/126,-,4.79,12,2.0,-445,"3,556",10,8,1/198,-,2.67,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-16,火,いいえ,"+1,081","6,820",26,23,1/139,-,3.74,28,19.0,"-1,194","3,463",11,10,1/165,-,3.14,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-15,月,いいえ,"-1,728","3,257",4,13,1/192,-,3.24,65,61.0,+27,"3,068",11,11,1/139,-,3.66,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-14,日,はい,-357,"4,704",15,13,1/168,-,2.93,32,28.0,+414,"8,804",30,30,1/147,-,3.56,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-13,土,はい,"-1,126","4,097",9,15,1/171,-,3.28,12,9.0,"+1,201","5,364",20,23,1/125,-,4.45,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-12,金,いいえ,+504,"6,360",26,18,1/145,-,3.29,5,1.0,"+1,210","3,612",16,12,1/129,-,3.79,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-11,木,いいえ,-123,"4,778",16,13,1/165,-,2.96,14,10.0,+905,"6,938",24,29,1/131,-,4.45,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-10,水,はい,-174,"7,870",26,22,1/164,-,2.71,12,5.0,"-2,112","4,231",7,13,1/212,-,2.68,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-09,火,いいえ,-419,"5,066",18,10,1/181,-,2.45,3,2.0,"+1,701","6,670",30,21,1/131,-,3.86,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-07,日,はい,+692,"3,685",17,5,1/168,-,2.65,2,-,+849,"6,554",25,20,1/146,-,3.37,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-06,土,はい,+324,"3,887",14,12,1/150,-,3.38,2,-,+349,"6,383",23,17,1/160,-,2.86,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-05,金,いいえ,"+1,581","4,630",21,20,1/113,-,4.62,4,2.0,-192,"1,350",5,3,1/169,-,3.26,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-04,木,いいえ,"+1,069","6,422",28,13,1/157,-,2.61,9,8.0,"+1,050","4,787",22,12,1/141,-,3.28,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-03,水,いいえ,-41,"6,136",26,14,1/153,-,2.82,28,26.0,+324,"5,267",21,9,1/176,-,2.38,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-02,火,いいえ,+892,"6,838",27,19,1/149,-,3.13,14,10.0,+546,"4,783",18,15,1/145,-,3.45,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-01,月,いいえ,+249,"2,480",12,3,1/165,-,2.89,15,9.0,"+1,820","8,290",32,28,1/138,-,3.82,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-30,日,はい,-808,"3,670",12,6,1/204,-,2.44,69,46.0,"+1,888","5,303",24,17,1/129,-,3.85,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-29,土,はい,-698,"5,595",17,17,1/165,-,3.02,24,-,+360,"3,621",15,10,1/145,-,3.35,48,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-28,金,いいえ,-191,"3,196",12,7,1/168,-,2.95,22,-,+273,"2,530",10,7,1/149,-,3.35,57,35.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-27,木,いいえ,-868,"2,558",7,3,1/256,-,2.46,21,-,-168,"4,658",17,11,1/166,-,2.81,79,58.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-26,水,いいえ,+525,"7,339",27,17,1/167,-,2.46,29,-,"-2,019","2,800",4,6,1/280,-,2.49,83,54.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-25,火,いいえ,+835,"6,874",32,13,1/153,-,2.58,42,-,-6,"4,699",16,17,1/142,-,3.70,72,30.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-24,月,いいえ,"-2,418","6,302",16,16,1/197,-,2.29,44,-,"-2,485","4,778",7,11,1/265,-,2.07,75,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-23,日,はい,"+2,617","6,886",32,28,1/115,-,4.86,-,-,-912,"4,358",12,13,1/174,-,2.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-22,土,はい,-577,"6,208",16,25,1/151,-,3.77,-,-,-37,"7,253",27,16,1/169,-,2.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-21,金,いいえ,"-1,923","2,901",4,7,1/264,-,2.56,-,-,-233,"2,954",11,8,1/155,-,3.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-20,木,はい,"-2,089","7,152",21,16,1/193,-,2.09,-,-,"-1,037","6,243",20,15,1/178,-,2.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-19,水,いいえ,-876,"5,823",19,14,1/176,-,2.54,-,-,"+1,594","6,583",30,19,1/134,-,3.60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-18,火,いいえ,+413,"4,428",19,10,1/153,-,3.00,-,-,-731,"2,305",6,4,1/231,-,2.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-16,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,680","5,318",27,13,1/133,-,3.41,4,-,-488,"4,493",16,8,1/187,-,2.43,11,7.0
2025-11-15,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+272,"4,782",19,11,1/159,-,2.87,5,-,"+2,287","8,188",37,25,1/132,-,3.82,6,1.0
2025-11-14,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-277,"6,277",22,13,1/179,-,2.31,5,-,"+1,086","3,926",18,13,1/127,-,3.86,16,11.0
2025-11-13,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+478,"6,756",22,25,1/144,-,3.80,1,-,"-1,374","3,468",8,8,1/217,-,2.59,67,66.0
2025-11-12,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,801","4,260",25,13,1/112,-,4.14,5,-,-310,572,1,0,1/572,-,3.08,49,44.0
2025-11-11,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-370,"3,859",13,10,1/168,-,2.98,14,-,-386,"6,787",26,10,1/189,-,1.93,29,15.0
2025-11-10,月,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-470,"1,202",3,4,1/172,-,3.40,2,-,+698,"6,191",24,18,1/147,-,3.26,15,13.0
2025-11-09,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+490,"7,804",28,25,1/147,-,3.40,4,-,+410,"4,191",17,11,1/150,-,3.20,14,10.0
2025-11-08,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,183","5,562",26,10,1/155,-,2.66,9,-,"-1,549","3,850",8,6,1/275,-,2.09,44,35.0
2025-11-07,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,937","8,699",36,26,1/140,-,3.48,12,-,"-1,581","7,402",22,21,1/172,-,2.62,19,7.0
2025-11-06,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,424","3,977",10,6,1/249,-,2.13,15,10.0,-510,"4,582",18,7,1/183,-,2.37,5,-
2025-11-05,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+886,"5,088",21,12,1/154,-,2.95,11,5.0,+513,"3,130",12,11,1/136,-,3.70,6,-
2025-11-03,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,279","8,570",32,28,1/143,-,3.59,9,-,+232,"4,918",20,8,1/176,-,2.41,9,-
2025-11-02,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,421","3,725",8,9,1/219,-,2.54,24,13.0,"+1,250","7,161",28,20,1/149,-,3.11,11,-
2025-11-01,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-175,"3,859",14,10,1/161,-,3.06,11,-,"-2,254","3,803",6,8,1/272,-,2.23,15,4.0
2025-10-31,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-227,"1,337",5,0,1/267,-,2.77,6,-,"+2,549","6,025",30,22,1/116,-,4.52,6,-
2025-10-30,木,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,577","7,463",36,12,1/155,-,2.33,8,-,+217,"5,136",20,13,1/156,-,2.99,41,33.0
2025-10-29,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,173","4,717",11,14,1/189,-,2.77,35,-,-827,"5,296",16,11,1/196,-,2.30,68,33.0
2025-10-28,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+167,"4,980",20,8,1/178,-,2.37,29,-,-190,"5,442",17,20,1/147,-,3.66,45,16.0
2025-10-27,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+32,"1,600",6,4,1/160,-,3.30,38,-,-540,"3,761",11,10,1/179,-,2.90,40,2.0
2025-10-26,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+139,"3,668",14,10,1/153,-,3.22,26,-,+147,"3,838",17,7,1/160,-,2.83,42,16.0
2025-10-25,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-203,"7,532",25,20,1/167,-,2.60,42,-,-117,"2,793",10,7,1/164,-,3.12,47,5.0
2025-10-24,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-932,"3,024",8,7,1/202,-,2.77,28,-,"-1,532","5,329",15,14,1/184,-,2.61,34,6.0
