日付,曜日,特定日,716番台,,,,,,,,,717番台,,,,,,,,,731番台,,,,,,,,,732番台,,,,,,,,,733番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-06-30,月,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+154,"3,431",15,7,1/156,-,3.00,6,-,"+1,420","7,078",31,13,1/161,-,2.38,21,15.0,-205,"5,439",18,12,1/181,-,2.46,51,30.0
2025-06-29,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-29,"3,584",15,8,1/156,-,3.04,9,-,-476,"4,682",15,12,1/173,-,2.79,38,29.0,-350,"2,479",7,8,1/165,-,3.31,42,4.0
2025-06-28,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+623,"6,362",25,16,1/155,-,2.88,6,-,"-1,036","2,411",6,3,1/268,-,2.49,38,32.0,+751,"6,589",27,19,1/143,-,3.34,41,3.0
2025-06-27,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,064","7,113",29,22,1/139,-,3.57,4,-,-234,"5,633",20,12,1/176,-,2.47,30,26.0,-733,"5,561",16,18,1/164,-,3.13,72,42.0
2025-06-26,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+244,"4,506",16,14,1/150,-,3.35,5,-,-419,"1,917",8,1,1/213,-,2.71,28,23.0,"-1,900","5,561",13,13,1/214,-,2.19,69,41.0
2025-06-25,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-382,"3,143",10,5,1/210,-,2.53,17,-,-43,"1,192",4,4,1/149,-,3.49,22,5.0,-265,"3,614",14,4,1/201,-,2.35,56,34.0
2025-06-24,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-478,"1,244",4,0,1/311,-,2.77,15,4.0,"+1,401","2,907",17,8,1/116,-,3.80,11,-,-321,613,1,2,1/204,-,3.39,42,27.0
2025-06-23,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-67,"3,351",11,8,1/176,-,2.91,6,-,"+1,134","7,637",28,22,1/153,-,3.05,11,5.0,-53,"5,921",18,24,1/141,-,4.01,35,24.0
2025-06-22,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+907,"6,847",29,16,1/152,-,2.81,8,-,-572,"3,899",10,13,1/170,-,3.20,41,17.0,-460,"3,244",10,10,1/162,-,3.25,24,16.0
2025-06-21,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,895","7,225",32,23,1/131,-,3.89,6,-,"-1,223","2,428",5,5,1/243,-,2.69,36,22.0,-336,"4,787",17,11,1/171,-,2.71,14,8.0
2025-06-20,金,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,362","7,813",34,21,1/142,-,3.23,16,5.0,-378,"3,374",9,9,1/187,-,2.89,17,1.0,-77,"4,184",14,11,1/167,-,2.95,11,-
2025-06-19,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2,"3,111",11,7,1/173,-,2.94,54,48.0,-431,"5,877",19,19,1/155,-,3.28,6,1.0,-437,"4,081",14,7,1/194,-,2.44,5,-
2025-06-18,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,121","3,693",11,9,1/185,-,2.79,51,47.0,+489,"3,915",17,8,1/157,-,2.93,4,-,+862,"2,165",12,5,1/127,-,3.50,4,-
2025-06-17,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+292,"5,734",21,16,1/155,-,3.06,35,29.0,+920,"3,609",17,11,1/129,-,3.70,1,-,"+1,121","5,063",19,19,1/133,-,3.98,6,5.0
2025-06-16,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-910,"1,700",2,4,1/283,-,2.88,46,27.0,-190,"2,581",9,7,1/161,-,3.22,8,-,+311,"5,003",19,14,1/152,-,3.18,19,11.0
2025-06-15,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+128,"5,122",21,14,1/146,-,3.25,42,24.0,-445,"4,287",16,10,1/165,-,2.87,2,-,"+2,034","6,473",29,23,1/124,-,4.26,18,16.0
2025-06-14,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,420","3,181",6,9,1/212,-,2.80,66,65.0,+774,"7,159",28,22,1/143,-,3.45,1,-,-39,"3,800",12,13,1/152,-,3.45,73,7.0
2025-06-13,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,164","4,715",12,16,1/168,-,3.17,30,29.0,"+1,028","4,700",20,10,1/157,-,2.86,1,-,-700,"2,327",7,4,1/212,-,2.77,75,45.0
2025-06-12,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-690,"1,571",3,2,1/314,-,2.74,21,19.0,+683,"7,677",28,19,1/163,-,2.57,2,-,-745,"2,523",8,4,1/210,-,2.70,78,57.0
2025-06-11,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+270,"3,689",16,3,1/194,-,2.31,8,8.0,"+2,866","7,944",36,27,1/126,-,4.26,0,-,-425,"1,643",5,4,1/183,-,3.18,64,56.0
2025-06-10,火,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-208,"2,767",11,2,1/213,-,2.45,26,25.0,"+1,342","6,002",27,15,1/143,-,3.17,1,-,-908,"2,224",5,2,1/318,-,2.41,50,24.0
2025-06-09,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-98,"3,219",11,6,1/189,-,2.70,14,12.0,+796,"4,852",20,12,1/152,-,3.06,2,-,+63,"6,334",22,17,1/162,-,2.82,56,42.0
2025-06-08,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-102,"3,563",13,9,1/162,-,3.06,8,1.0,+533,"4,527",18,14,1/141,-,3.50,7,-,"-1,038","6,275",20,14,1/185,-,2.31,86,78.0
2025-06-07,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,232","7,036",32,18,1/141,-,3.22,4,-,-271,"2,760",9,6,1/184,-,2.90,14,10.0,-226,"3,942",16,6,1/179,-,2.53,79,65.0
2025-06-06,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-845,"3,178",8,7,1/212,-,2.65,14,8.0,"+1,865","7,268",32,20,1/140,-,3.35,6,-,"-2,257","4,624",8,12,1/231,-,2.34,65,51.0
2025-06-05,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,085","5,534",29,18,1/118,-,4.22,5,-,-838,"2,207",6,2,1/276,-,2.49,10,5.0,-706,"4,657",13,16,1/161,-,3.31,46,36.0
2025-06-04,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-356,"3,299",10,8,1/183,-,2.87,11,3.0,+374,"4,715",18,15,1/143,-,3.51,8,-,+121,"4,058",15,8,1/176,-,2.67,45,34.0
