日付,曜日,特定日,1026番台,,,,,,,,,1027番台,,,,,,,,,1028番台,,,,,,,,,1030番台,,,,,,,,,1031番台,,,,,,,,,1032番台,,,,,,,,,1033番台,,,,,,,,,1035番台,,,,,,,,,1036番台,,,,,,,,,1037番台,,,,,,,,,1038番台,,,,,,,,,1050番台,,,,,,,,,1051番台,,,,,,,,,1057番台,,,,,,,,,1058番台,,,,,,,,,1060番台,,,,,,,,,1061番台,,,,,,,,,1062番台,,,,,,,,,1063番台,,,,,,,,,1065番台,,,,,,,,,1066番台,,,,,,,,,1067番台,,,,,,,,,1068番台,,,,,,,,,1070番台,,,,,,,,,1071番台,,,,,,,,,1072番台,,,,,,,,,1073番台,,,,,,,,,1075番台,,,,,,,,,1076番台,,,,,,,,,1077番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-09-01,月,いいえ,"+3,150","8,135",42,23,1/125,1/5.68,3.46,17,1.0,"-2,234","5,702",14,11,1/228,1/5.84,1.82,29,1.0,-896,"3,350",12,5,1/197,1/6.33,2.07,35,1.0,+409,"6,260",25,19,1/142,1/5.94,3.21,20,1.0,+601,"7,392",30,24,1/137,1/6.03,3.58,46,8.0,"-2,722","6,617",17,11,1/236,1/5.94,1.63,49,2.0,"-1,968","5,829",12,16,1/208,1/5.56,2.29,34,2.0,"-1,384","6,934",19,21,1/173,1/5.77,2.68,28,1.0,"-2,297","3,699",6,8,1/264,1/6.07,2.11,54,5.0,"-1,745","7,784",23,22,1/173,1/6.02,2.44,71,17.0,-509,"6,759",27,12,1/173,1/6.01,1.79,47,1.0,+432,"6,689",28,17,1/149,1/5.93,2.55,18,1.0,"+1,422","7,493",30,29,1/127,1/5.77,4.52,27,5.0,+269,"8,980",37,18,1/163,1/5.78,1.79,9,-,-886,"4,313",12,11,1/188,1/5.65,2.44,49,2.0,"+1,802","7,151",30,27,1/125,1/5.66,4.47,9,-,+851,"6,889",30,18,1/144,1/5.88,2.69,35,1.0,"+1,048","8,607",32,35,1/128,1/5.84,4.70,19,1.0,-855,"1,566",4,1,1/313,1/6.08,2.25,17,1.0,+413,"7,131",30,17,1/152,1/5.91,2.32,16,1.0,+391,"4,627",19,12,1/149,1/5.79,2.78,13,2.0,"+2,333","6,775",40,9,1/138,1/6.00,1.76,11,2.0,-761,"6,670",26,9,1/191,1/5.90,1.60,27,5.0,"-1,335","2,761",5,7,1/230,1/5.83,2.53,32,3.0,"+3,476","8,725",40,39,1/110,1/5.72,5.42,14,1.0,-220,"7,750",26,28,1/144,1/5.92,3.82,38,2.0,"+2,667","7,742",39,28,1/116,1/6.07,4.71,14,1.0,"-1,445","3,458",10,5,1/231,1/6.23,1.96,15,1.0,"-1,231","8,371",26,25,1/164,1/5.91,2.68,22,2.0,"-1,545","7,055",21,18,1/181,1/5.90,2.20,36,1.0
2025-08-31,日,はい,-541,"6,041",21,17,1/159,1/5.97,2.71,42,5.0,"-1,270","4,536",15,7,1/206,1/6.09,1.85,21,1.0,-348,"5,577",20,12,1/174,1/5.70,2.11,28,2.0,"+1,031","9,173",32,36,1/135,1/5.60,4.42,19,1.0,-453,"5,945",18,18,1/165,1/5.56,2.83,63,2.0,+638,"7,205",27,27,1/133,1/5.88,4.21,33,3.0,-678,"5,078",18,11,1/175,1/5.96,2.18,22,1.0,-895,"4,440",16,6,1/202,1/5.98,1.81,21,1.0,"+1,856","8,859",39,26,1/136,1/5.70,3.20,24,2.0,"-2,464","5,813",15,10,1/233,1/6.03,1.72,66,3.0,-384,"6,895",26,16,1/164,1/5.92,2.16,26,1.0,-4,"7,411",29,20,1/151,1/6.00,2.61,30,2.0,-291,"7,733",28,25,1/146,1/6.09,3.33,61,4.0,+395,"7,153",29,20,1/146,1/5.94,2.83,8,-,"-2,305","4,582",10,10,1/229,1/6.16,2.05,25,1.0,-190,"5,621",20,15,1/161,1/5.76,2.59,13,4.0,-788,"8,953",28,31,1/152,1/5.88,3.47,57,15.0,-253,"6,257",20,25,1/139,1/5.97,4.22,30,2.0,"+1,770","6,749",33,18,1/132,1/5.86,3.03,9,1.0,-625,"7,083",22,25,1/151,1/5.89,3.55,25,1.0,-784,"6,633",23,19,1/158,1/6.12,2.73,20,1.0,-383,"5,331",21,11,1/167,1/6.07,2.14,13,4.0,"+1,170","8,565",35,23,1/148,1/5.59,2.60,18,1.0,"+1,084","7,458",30,27,1/131,1/5.87,4.18,26,1.0,"+1,664","6,067",31,12,1/141,1/5.75,2.22,15,2.0,-575,"8,076",24,24,1/168,1/5.47,2.62,37,2.0,"-1,385","5,689",15,18,1/172,1/5.91,2.88,17,1.0,+185,"6,070",24,14,1/160,1/5.74,2.27,8,-,+148,"8,140",29,31,1/136,1/6.03,4.25,16,1.0,+0,"6,812",28,13,1/166,1/5.86,1.89,35,2.0
2025-08-30,土,はい,"-1,339","7,644",23,23,1/166,1/5.94,2.71,28,1.0,"+2,027","7,560",36,23,1/128,1/5.86,3.62,12,3.0,"+4,408","8,601",49,30,1/109,1/5.97,4.92,26,2.0,-840,"6,334",20,18,1/167,1/5.84,2.62,34,2.0,-666,"7,301",27,13,1/183,1/5.78,1.72,44,2.0,"-1,991","6,436",18,14,1/201,1/5.95,1.92,52,1.0,"+1,442","8,592",40,18,1/148,1/5.78,1.99,26,2.0,-700,"7,348",25,22,1/156,1/6.00,2.85,12,3.0,"-2,136","7,261",19,19,1/191,1/5.88,2.17,81,29.0,"+1,149","8,829",31,37,1/130,1/5.65,4.76,41,7.0,"-1,022","7,315",22,22,1/166,1/5.78,2.72,26,2.0,"-2,370","5,290",12,10,1/240,1/5.88,1.82,42,1.0,-674,"7,341",24,25,1/150,1/6.02,3.44,47,3.0,"+1,578","8,237",35,29,1/129,1/5.87,4.19,6,-,"+1,767","6,672",31,19,1/133,1/5.68,3.21,19,1.0,+181,"6,965",30,12,1/166,1/5.88,1.78,18,2.0,-4,"6,433",25,15,1/161,1/5.81,2.24,51,4.0,-855,"7,128",21,25,1/155,1/5.85,3.44,15,1.0,"+3,266","8,670",41,35,1/114,1/5.78,5.11,16,1.0,+477,"7,861",28,29,1/138,1/5.79,4.05,24,1.0,"-1,056","5,736",19,10,1/198,1/5.76,1.80,12,3.0,+940,"7,563",32,22,1/140,1/5.88,3.08,16,1.0,+627,"6,684",30,16,1/145,1/6.06,2.46,34,2.0,-652,"5,700",22,10,1/178,1/6.04,1.87,29,1.0,+514,"7,658",33,16,1/156,1/5.85,1.99,19,1.0,"-1,618","4,407",12,6,1/245,1/5.78,1.75,32,3.0,"+1,304","8,592",38,25,1/136,1/5.96,3.17,14,2.0,"+2,382","8,234",41,26,1/123,1/6.06,4.00,9,3.0,+91,"7,854",28,25,1/148,1/5.79,3.21,23,4.0,"-1,261","7,968",23,26,1/163,1/5.85,3.02,27,1.0
2025-08-29,金,いいえ,-182,"4,687",15,17,1/146,1/5.81,3.68,13,4.0,"+1,978","8,073",38,23,1/132,1/5.82,3.22,15,1.0,-685,"2,208",6,4,1/221,1/5.72,2.43,71,13.0,-502,"8,575",32,19,1/168,1/5.85,1.93,28,2.0,+775,"5,958",26,17,1/139,1/5.97,3.11,20,2.0,-950,"4,209",13,9,1/191,1/5.87,2.21,24,4.0,-966,"6,062",19,14,1/184,1/5.71,2.10,54,3.0,+644,"4,068",18,15,1/123,1/6.29,4.16,6,-,-324,"4,268",16,8,1/178,1/5.80,2.13,55,1.0,"-1,387","6,856",21,21,1/163,1/6.15,2.84,58,3.0,-876,"1,038",2,0,1/519,1/6.51,2.38,14,1.0,"-1,691","4,092",10,6,1/256,1/5.74,1.82,18,2.0,"-1,174","6,881",21,20,1/168,1/5.92,2.63,28,2.0,+998,"5,185",24,15,1/133,1/5.99,3.31,8,2.0,"+2,072","8,381",41,20,1/137,1/5.81,2.46,34,2.0,+754,"5,467",27,11,1/144,1/6.19,2.29,16,1.0,"+1,008","6,517",25,26,1/128,1/5.79,4.52,29,1.0,+591,"8,358",36,23,1/142,1/6.13,2.82,9,1.0,"+3,593","7,889",40,28,1/116,1/5.60,4.65,31,2.0,-825,"5,760",22,8,1/192,1/5.96,1.69,51,11.0,+943,"7,181",28,29,1/126,1/5.98,4.66,6,-,-44,"7,500",27,19,1/163,1/5.63,2.29,32,1.0,-752,"1,407",3,2,1/281,1/5.92,2.55,24,4.0,"+3,537","8,611",39,39,1/110,1/5.64,5.44,26,1.0,-574,"3,763",15,5,1/188,1/6.16,1.95,20,2.0,+738,"7,440",33,21,1/138,1/6.17,3.04,18,2.0,"-1,457","7,379",21,26,1/157,1/6.09,3.42,34,2.0,"+1,927","7,199",34,25,1/122,1/6.01,4.31,18,2.0,-860,"3,297",10,7,1/194,1/5.96,2.36,40,6.0,+610,"7,643",29,28,1/134,1/5.94,4.13,25,1.0
2025-08-28,木,いいえ,+848,"6,155",25,18,1/143,1/5.66,3.08,15,1.0,"-1,214","2,380",6,4,1/238,1/6.36,2.30,24,1.0,"-1,528","6,385",17,17,1/188,1/5.71,2.29,51,1.0,"-1,925","4,213",8,12,1/211,1/5.94,2.51,26,2.0,"-1,585","6,823",22,17,1/175,1/6.21,2.21,37,1.0,-585,"2,142",6,5,1/195,1/5.87,2.73,18,2.0,+520,"8,428",32,26,1/145,1/5.77,3.15,31,5.0,"+2,333","4,662",25,18,1/108,1/5.83,4.75,9,-,-32,"8,148",28,33,1/134,1/6.09,4.52,41,4.0,-484,"6,408",18,28,1/139,1/5.88,4.51,46,5.0,"+1,133","7,903",35,23,1/136,1/6.00,3.18,14,5.0,+709,"6,857",25,22,1/146,1/5.51,3.31,9,-,-569,"7,322",27,16,1/170,1/5.87,1.99,18,2.0,-68,"4,470",17,9,1/172,1/5.66,2.20,14,5.0,-910,"4,363",14,10,1/182,1/5.99,2.32,50,1.0,"+1,367","8,084",37,24,1/133,1/6.08,3.38,18,2.0,-30,"6,249",24,20,1/142,1/6.17,3.39,49,3.0,"-1,268","2,983",8,6,1/213,1/6.29,2.31,16,1.0,"-1,213","7,978",25,23,1/166,1/5.91,2.56,84,23.0,-978,"3,036",10,4,1/217,1/6.17,2.04,23,1.0,-981,"6,487",22,17,1/166,1/6.08,2.42,9,-,"-1,283","4,051",10,8,1/225,1/5.57,2.05,36,5.0,"+1,749","8,917",38,26,1/139,1/5.61,3.08,22,1.0,"-2,018","5,439",12,15,1/201,1/5.84,2.36,61,10.0,"+1,869","7,593",37,25,1/122,1/6.20,4.14,19,1.0,"+5,157","8,744",52,30,1/107,1/5.87,4.97,26,2.0,+28,"5,367",22,13,1/153,1/6.05,2.50,31,5.0,"-1,128","4,511",13,9,1/205,1/5.71,2.04,21,2.0,"-1,812","2,872",6,3,1/319,1/6.14,1.88,18,2.0,+975,"8,366",34,24,1/144,1/5.72,2.90,46,5.0
2025-08-27,水,いいえ,"+2,660","7,440",39,24,1/118,1/6.06,4.23,19,3.0,-187,"6,264",24,15,1/161,1/5.91,2.31,11,1.0,-140,"7,282",29,13,1/173,1/5.76,1.75,36,4.0,-12,"6,753",23,24,1/144,1/5.84,3.73,11,1.0,-598,"3,646",14,5,1/192,1/6.07,1.98,28,4.0,"+1,808","8,042",35,26,1/132,1/5.71,3.74,29,1.0,-793,"5,635",18,14,1/176,1/5.76,2.31,22,3.0,"+1,679","8,422",38,25,1/134,1/5.87,3.34,15,1.0,"-1,533","3,576",9,11,1/179,1/6.64,2.92,37,1.0,"-1,301","5,826",18,13,1/188,1/5.90,2.06,42,1.0,+496,"7,317",29,27,1/131,1/6.19,4.24,12,1.0,+792,"6,539",30,16,1/142,1/6.07,2.57,15,1.0,"-1,018","2,018",4,4,1/252,1/5.87,2.49,12,1.0,+149,"4,925",20,9,1/170,1/5.66,2.04,14,2.0,"-1,020","4,290",13,10,1/187,1/5.95,2.32,29,1.0,-661,"3,724",14,6,1/186,1/6.15,2.08,41,3.0,"-1,181","8,608",27,26,1/162,1/5.91,2.73,38,1.0,+793,"6,400",28,12,1/160,1/5.60,1.95,10,4.0,-477,"7,129",25,18,1/166,1/5.78,2.29,51,3.0,+743,"5,825",29,10,1/149,1/6.14,1.99,14,2.0,"+1,368","7,575",35,23,1/131,1/6.10,3.53,6,-,+750,"6,729",27,26,1/127,1/6.12,4.46,16,1.0,-938,"6,763",22,20,1/161,1/6.02,2.77,32,3.0,-254,"7,356",29,16,1/163,1/5.95,2.02,44,2.0,"-2,014","4,291",9,9,1/238,1/5.88,2.04,29,1.0,-205,"7,843",28,25,1/148,1/5.96,3.22,48,4.0,-465,"1,546",4,4,1/193,1/5.87,2.99,24,2.0,+322,"8,800",34,25,1/149,1/5.84,2.75,11,1.0,+924,"5,751",27,10,1/155,1/5.71,1.97,14,2.0,"-1,070","7,075",24,18,1/168,1/6.04,2.28,66,15.0
2025-08-26,火,いいえ,"-1,055","4,958",14,15,1/171,1/5.92,2.83,29,1.0,"+4,876","8,094",48,25,1/111,1/5.66,4.45,11,2.0,"+1,026","7,735",34,20,1/143,1/5.87,2.61,34,5.0,"+1,079","5,359",23,19,1/128,1/5.88,4.07,14,2.0,-758,"7,695",27,22,1/157,1/6.07,2.68,20,1.0,-127,"3,930",14,12,1/151,1/5.92,3.16,46,3.0,+804,"7,995",34,21,1/145,1/5.88,2.60,25,3.0,"-1,017","4,462",13,12,1/178,1/5.93,2.57,22,1.0,+0,"8,492",33,20,1/160,1/5.82,2.10,18,3.0,-118,"7,378",26,25,1/145,1/5.95,3.54,22,1.0,-30,"8,290",29,29,1/143,1/5.92,3.72,18,3.0,"+2,217","9,535",39,36,1/127,1/5.64,4.55,19,1.0,"+1,981","6,799",31,26,1/119,1/5.88,4.67,9,3.0,"-1,102","6,222",23,9,1/194,1/6.01,1.66,15,1.0,"-1,125","2,456",7,3,1/246,1/6.27,2.12,22,1.0,"-1,040","5,655",17,16,1/171,1/5.90,2.61,41,5.0,"-1,772","5,822",14,15,1/201,1/5.69,2.21,28,3.0,-661,"5,490",20,12,1/172,1/6.02,2.16,11,2.0,-5,"8,377",32,25,1/147,1/6.02,2.99,48,2.0,+887,"8,560",34,25,1/145,1/5.70,2.95,21,1.0,"+2,652","8,739",44,27,1/123,1/6.02,3.92,6,-,+567,"6,813",25,25,1/136,1/5.79,4.03,20,1.0,"-2,560","4,541",9,8,1/267,1/6.03,1.83,21,1.0,-356,"6,465",24,16,1/162,1/5.93,2.34,36,2.0,"-1,023","4,480",13,11,1/187,1/5.82,2.37,15,1.0,"-1,715","7,397",17,30,1/157,1/5.89,3.93,43,2.0,"+3,267","8,797",44,30,1/119,1/5.82,4.47,18,3.0,-274,"7,612",30,20,1/152,1/6.16,2.51,12,1.0,"+1,078","7,318",33,17,1/146,1/5.82,2.32,25,3.0,-557,"6,287",22,15,1/170,1/5.81,2.22,53,5.0
2025-08-25,月,いいえ,"-1,640","5,068",17,6,1/220,1/6.19,1.65,18,1.0,-759,"4,441",17,7,1/185,1/6.18,1.94,20,1.0,-493,"6,825",22,20,1/163,1/5.69,2.72,56,4.0,+287,"6,911",27,19,1/150,1/5.83,2.71,21,1.0,-997,"2,954",7,6,1/227,1/5.58,2.29,14,1.0,-623,"2,785",9,6,1/186,1/6.03,2.53,32,2.0,-603,"8,053",28,27,1/146,1/6.15,3.46,51,14.0,+946,"5,581",27,13,1/140,1/6.07,2.60,14,1.0,+725,"7,560",29,26,1/137,1/5.81,3.79,24,3.0,"-1,053","6,196",18,19,1/167,1/5.83,2.82,15,1.0,+957,"7,430",31,24,1/135,1/5.93,3.62,18,1.0,-327,"4,623",18,10,1/165,1/6.06,2.31,57,1.0,-347,"4,898",19,12,1/158,1/6.17,2.53,11,1.0,+828,"7,867",32,24,1/140,1/5.85,3.24,15,1.0,"+2,238","6,683",34,19,1/126,1/5.83,3.44,14,1.0,+925,"4,383",21,10,1/141,1/5.82,2.67,19,1.0,-497,"3,020",11,7,1/168,1/6.29,2.66,17,2.0,+472,"5,866",22,19,1/143,1/5.71,3.41,11,1.0,"+1,187","8,341",32,27,1/141,1/5.55,3.45,52,1.0,-739,"5,988",21,14,1/171,1/5.95,2.21,30,6.0,+103,"1,030",5,2,1/147,1/6.25,3.15,13,2.0,"+1,345","6,713",34,17,1/132,1/6.28,2.89,20,1.0,+372,"2,705",12,6,1/150,1/5.74,2.81,10,1.0,-4,"1,330",7,1,1/166,1/6.70,2.65,17,2.0,"+2,100","7,999",39,23,1/129,1/5.94,3.38,9,1.0,-350,"1,038",3,2,1/208,1/6.07,2.96,34,2.0,+485,"8,793",28,35,1/140,1/5.56,4.32,34,2.0,+622,"5,953",26,13,1/153,1/5.80,2.26,8,-,-431,"4,411",15,11,1/170,1/5.80,2.51,37,3.0,"-1,371","7,977",26,18,1/181,1/5.87,1.92,52,1.0
2025-08-24,日,はい,+934,"7,763",32,24,1/139,1/5.86,3.35,7,1.0,+766,"6,357",30,16,1/138,1/6.26,2.74,13,1.0,-620,"6,901",25,20,1/153,1/6.18,2.82,56,5.0,"+4,422","9,120",48,30,1/117,1/5.57,4.45,19,1.0,"+1,272","6,702",26,25,1/131,1/5.59,4.22,6,-,+194,"6,891",28,17,1/153,1/5.93,2.40,14,1.0,"-2,182","5,146",12,11,1/224,1/5.94,1.97,51,6.0,-208,"6,644",24,17,1/162,1/5.76,2.39,37,1.0,"-1,231","5,858",19,13,1/183,1/6.00,2.07,42,5.0,+597,"4,091",17,14,1/132,1/5.92,3.77,15,1.0,-718,"6,883",23,19,1/164,1/5.87,2.53,42,5.0,"-1,834","6,826",17,16,1/207,1/5.54,1.96,26,2.0,+604,"7,197",35,11,1/156,1/6.13,1.71,8,1.0,"+1,581","8,244",36,25,1/135,1/5.78,3.38,21,2.0,"-1,102","4,128",13,5,1/229,1/5.73,1.77,32,1.0,"-1,707","4,384",11,12,1/191,1/6.25,2.53,24,2.0,"-1,088","2,782",6,6,1/232,1/5.64,2.37,15,1.0,"+1,422","7,589",32,25,1/133,1/5.76,3.76,14,1.0,"-1,709","5,186",13,10,1/225,1/5.64,1.88,68,12.0,-925,"5,581",17,17,1/164,1/5.95,2.88,22,1.0,"+1,962","8,356",39,24,1/133,1/5.84,3.24,12,4.0,"-1,705","5,659",14,17,1/183,1/5.93,2.65,31,5.0,"-1,373","3,352",11,2,1/258,1/6.25,1.72,18,1.0,"+1,660","8,752",39,24,1/139,1/5.76,2.86,19,1.0,-66,"7,159",28,16,1/163,1/5.83,2.09,26,2.0,-784,"2,384",6,6,1/199,1/5.89,2.72,17,2.0,"-1,761","6,819",19,23,1/162,1/6.24,3.17,45,3.0,-544,"7,011",28,11,1/180,1/5.94,1.67,19,1.0,-473,"6,167",21,21,1/147,1/6.10,3.50,36,4.0,"+1,084","7,873",32,24,1/141,1/5.71,3.24,21,2.0
2025-08-23,土,はい,"+2,382","8,997",42,30,1/125,1/5.91,4.16,11,2.0,-298,"6,526",22,26,1/136,1/6.19,4.30,12,1.0,"-1,091","5,350",17,12,1/184,1/5.92,2.14,28,1.0,-910,"6,898",25,14,1/177,1/5.98,1.90,48,2.0,"+1,233","8,128",36,18,1/151,1/5.67,2.10,15,1.0,+445,"8,159",34,24,1/141,1/6.14,3.09,12,1.0,-787,"5,219",20,11,1/168,1/6.34,2.17,22,1.0,+237,"8,374",28,30,1/144,1/5.66,3.78,23,1.0,-542,"5,815",23,11,1/171,1/6.11,1.96,27,1.0,"+1,660","7,311",33,28,1/120,1/6.13,4.70,14,2.0,+743,"7,690",33,16,1/157,1/5.71,1.98,46,13.0,+643,"8,291",29,36,1/128,1/5.92,4.90,12,1.0,"+2,310","7,694",36,27,1/122,1/5.84,4.38,9,-,+521,"6,948",25,28,1/131,1/5.91,4.50,21,3.0,"-1,551","6,170",19,15,1/181,1/6.11,2.18,16,1.0,"+1,542","8,456",33,32,1/130,1/5.66,4.41,12,1.0,"+2,767","8,015",40,24,1/125,1/5.75,3.68,9,-,"+1,441","8,620",38,28,1/131,1/6.03,3.82,14,2.0,"-1,808","7,260",21,20,1/177,1/6.03,2.37,31,3.0,-620,"4,776",17,10,1/177,1/5.93,2.17,14,2.0,"+1,372","7,452",33,18,1/146,1/5.62,2.40,18,2.0,"-1,604","5,826",17,19,1/162,1/6.43,3.09,25,2.0,"+3,396","8,591",46,27,1/118,1/5.98,4.23,14,2.0,-784,"8,568",27,29,1/153,1/5.89,3.34,67,19.0,"+1,113","7,698",35,21,1/137,1/6.04,2.92,16,1.0,"+3,920","9,554",49,29,1/122,1/5.64,3.91,9,-,"-2,319","5,711",14,11,1/228,1/5.90,1.81,28,1.0,"-1,156","4,723",15,9,1/197,1/5.95,2.00,14,2.0,-88,"5,972",23,12,1/171,1/5.70,2.01,26,1.0,"-1,056","6,998",25,13,1/184,1/5.93,1.77,33,2.0
2025-08-22,金,いいえ,-422,"5,117",17,14,1/165,1/5.75,2.65,29,2.0,"+4,039","7,288",44,19,1/116,1/5.77,3.56,9,-,+239,"7,300",31,17,1/152,1/6.04,2.25,11,1.0,-732,"2,993",9,6,1/200,1/5.82,2.35,47,5.0,"+1,092","7,822",36,18,1/145,1/5.94,2.28,15,2.0,"-1,179","3,531",9,9,1/196,1/5.95,2.52,20,2.0,"+1,011","6,574",30,16,1/143,1/5.89,2.55,15,2.0,-732,"1,560",4,2,1/260,1/6.03,2.46,29,2.0,+342,"9,189",35,27,1/148,1/5.82,2.88,12,1.0,-698,"4,717",16,9,1/189,1/5.76,2.03,29,2.0,"-1,494","2,534",5,5,1/253,1/6.24,2.32,39,1.0,+954,"5,115",23,12,1/146,1/5.65,2.57,18,1.0,+571,"7,544",27,25,1/145,1/5.59,3.44,10,1.0,"-1,002","4,226",12,11,1/184,1/5.86,2.51,42,3.0,"+1,154","8,341",32,34,1/126,1/5.90,4.75,15,2.0,-210,"5,690",23,10,1/172,1/5.89,1.90,34,5.0,+790,"5,332",24,15,1/137,1/6.02,3.14,12,1.0,-300,"4,546",15,14,1/157,1/5.80,3.07,21,1.0,"-1,233","1,560",1,5,1/260,1/6.24,3.01,17,1.0,+677,"7,384",33,19,1/142,1/6.13,2.65,13,1.0,-136,"4,822",18,9,1/179,1/5.59,2.04,37,3.0,-853,"4,991",17,10,1/185,1/5.91,2.05,12,1.0,-945,"2,787",7,6,1/214,1/5.77,2.42,16,1.0,-888,"5,395",20,7,1/200,1/5.90,1.68,38,1.0,"-1,125","3,602",11,9,1/180,1/6.41,2.57,26,5.0,-517,"7,942",25,29,1/147,1/5.88,3.77,27,1.0,"-1,264","6,009",17,18,1/172,1/5.90,2.72,15,2.0,"+1,956","7,673",36,24,1/128,1/5.89,3.74,12,1.0,"+4,527","9,031",48,36,1/108,1/5.83,5.29,26,5.0,"-1,036","6,752",20,23,1/157,1/5.97,3.29,16,1.0
2025-08-21,木,いいえ,"-1,372","3,216",8,6,1/230,1/6.01,2.16,21,1.0,"+1,536","7,617",32,25,1/134,1/5.68,3.73,12,1.0,-873,"5,623",19,12,1/181,1/5.87,2.06,18,1.0,+979,"8,426",32,30,1/136,1/5.74,4.00,21,1.0,-608,"1,092",2,1,1/364,1/5.52,2.55,16,1.0,"-2,656","3,491",4,8,1/291,1/6.25,2.16,17,1.0,"+2,827","9,436",41,37,1/121,1/5.67,4.86,16,1.0,-414,"2,169",8,3,1/197,1/6.04,2.37,20,2.0,-315,"6,468",24,17,1/158,1/5.96,2.52,11,2.0,-785,"2,407",5,6,1/219,1/5.44,2.64,26,1.0,"+2,144","8,133",37,26,1/129,1/5.73,3.80,29,3.0,"-1,563","3,551",6,10,1/222,1/5.64,2.54,42,9.0,-58,"5,258",24,8,1/164,1/6.24,1.88,18,1.0,-556,"3,041",11,6,1/179,1/6.19,2.42,33,4.0,"+1,029","7,033",29,21,1/141,1/5.71,3.17,25,2.0,-645,"6,771",22,25,1/144,1/6.15,3.86,44,2.0,+530,"6,868",27,21,1/143,1/5.83,3.20,23,2.0,+251,"5,542",26,8,1/163,1/6.08,1.81,14,2.0,"+1,096","7,401",29,28,1/130,1/5.82,4.36,14,2.0,"+2,919","8,998",43,32,1/120,1/5.86,4.58,11,2.0,"-1,391","2,106",3,3,1/351,1/5.73,2.18,23,2.0,"+2,685","6,670",35,23,1/115,1/5.96,4.50,9,-,+469,"5,660",23,18,1/138,1/6.00,3.46,12,1.0,-912,"2,458",6,6,1/205,1/5.96,2.65,16,1.0,+324,"6,482",28,13,1/158,1/5.90,2.03,14,2.0,"-1,296","4,644",13,11,1/194,1/5.90,2.26,21,1.0,"+1,256","5,578",25,18,1/130,1/5.84,3.73,15,1.0,+737,"6,346",29,12,1/155,1/5.83,2.00,18,1.0,-838,"7,275",24,19,1/169,1/5.81,2.32,74,30.0,+928,"7,182",26,28,1/133,1/5.65,4.35,14,2.0
