日付,曜日,特定日,852番台,,,,,,,,,853番台,,,,,,,,,855番台,,,,,,,,,856番台,,,,,,,,,857番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-10-02,木,いいえ,-684,"5,963",17,22,1/153,1/5.95,4.22,28,2.0,-339,"6,270",19,24,1/146,1/5.94,4.45,23,-,-496,"2,911",11,1,1/243,1/5.81,1.70,44,12.0,"+2,772","8,472",35,40,1/113,1/5.87,5.36,26,3.0,-81,"1,548",7,1,1/194,1/6.26,2.41,32,4.0
2025-10-01,水,いいえ,-824,"5,179",18,11,1/179,1/6.19,2.23,18,-,-379,"4,653",17,13,1/155,1/6.35,3.11,25,7.0,"-1,392","4,388",12,14,1/169,1/6.57,3.48,32,7.0,-842,"3,023",8,10,1/168,1/6.31,3.58,51,19.0,+185,"7,622",29,25,1/141,1/6.24,3.87,18,-
2025-09-30,火,はい,+398,"4,462",21,6,1/165,1/6.13,1.85,8,-,"+1,012","8,082",30,35,1/124,1/6.13,5.14,23,15.0,-597,"4,910",15,15,1/164,1/5.94,3.35,23,15.0,-272,"3,283",12,9,1/156,1/6.33,3.16,29,6.0,"+2,057","8,853",36,32,1/130,1/5.75,4.54,30,1.0
2025-09-29,月,いいえ,+483,"5,545",23,14,1/150,1/6.01,2.76,8,-,-687,"3,969",10,13,1/173,1/5.68,3.55,43,23.0,-34,"3,117",11,11,1/142,1/6.19,3.89,20,2.0,"+1,845","8,168",38,25,1/130,1/6.20,3.69,18,10.0,"-1,247","3,142",6,11,1/185,1/6.07,3.68,74,31.0
2025-09-28,日,はい,-692,"6,012",22,10,1/188,1/6.00,1.75,9,-,"+1,102","7,268",28,26,1/135,1/5.85,4.34,16,2.0,-210,"5,102",18,15,1/155,1/6.07,3.26,14,5.0,"-1,311","7,132",20,28,1/149,1/6.33,4.60,34,18.0,"-1,914","4,743",10,11,1/226,1/5.82,2.33,46,12.0
2025-09-27,土,はい,+745,"8,057",34,23,1/141,1/6.22,3.18,7,-,"-1,333","3,776",11,4,1/252,1/5.96,1.73,21,5.0,"+1,524","6,742",34,12,1/147,1/6.08,1.88,16,9.0,-88,"5,361",21,9,1/179,1/5.85,1.87,25,4.0,-97,"5,044",20,9,1/174,1/5.96,2.00,38,13.0
2025-09-26,金,いいえ,-512,"5,927",20,19,1/152,1/6.22,3.62,11,-,+938,"7,425",27,32,1/126,1/6.03,5.08,15,4.0,+525,"4,647",19,16,1/133,1/6.24,4.02,25,4.0,-798,"3,554",11,7,1/197,1/5.98,2.35,20,5.0,-89,"2,720",10,7,1/160,1/6.04,3.07,21,1.0
2025-09-25,木,いいえ,+22,"4,900",17,15,1/153,1/5.85,3.43,12,2.0,"-1,741","3,964",9,8,1/233,1/6.03,2.22,35,11.0,"+1,577","7,090",27,31,1/122,1/5.83,5.11,24,3.0,"-1,174","3,871",11,6,1/228,1/5.87,1.96,10,-,"+4,166","7,458",42,24,1/113,1/5.88,4.18,21,9.0
2025-09-24,水,いいえ,"+3,153","7,744",42,23,1/119,1/6.22,3.71,12,3.0,-480,"4,640",17,12,1/160,1/6.37,2.85,29,17.0,-892,"3,953",13,9,1/180,1/6.36,2.56,59,11.0,"+1,276","6,273",29,16,1/139,1/6.04,2.82,9,-,"-2,108","6,102",12,22,1/179,1/5.95,3.95,48,19.0
2025-09-23,火,いいえ,+907,"7,637",32,23,1/139,1/6.13,3.48,18,3.0,-339,"3,377",12,7,1/178,1/5.99,2.51,14,-,-223,"6,524",24,19,1/152,1/6.20,3.20,41,21.0,"+1,325","5,324",26,12,1/140,1/6.00,2.54,15,1.0,"-1,943","5,099",9,17,1/196,1/5.77,3.50,20,2.0
2025-09-22,月,いいえ,"+1,581","7,826",35,21,1/140,1/5.93,2.92,29,14.0,"+2,637","5,683",32,13,1/126,1/5.90,2.67,10,-,-343,"6,190",24,13,1/167,1/6.17,2.12,38,9.0,"+2,568","7,718",39,20,1/131,1/5.97,2.90,15,4.0,+631,"4,661",19,12,1/150,1/5.75,2.90,11,1.0
2025-09-21,日,はい,-275,"7,468",27,19,1/162,1/5.98,2.53,39,4.0,"+3,975","8,730",41,40,1/108,1/5.88,5.37,12,-,-775,"7,443",21,32,1/140,1/6.14,4.98,35,18.0,-805,"5,131",16,14,1/171,1/6.03,2.90,17,5.0,-640,"1,158",3,1,1/290,1/6.43,2.64,17,5.0
2025-09-20,土,はい,-440,"6,272",23,17,1/157,1/6.27,2.88,27,11.0,-272,"6,115",24,10,1/180,1/5.97,1.74,33,6.0,-564,"6,084",21,19,1/152,1/6.31,3.51,35,2.0,"+1,647","6,824",26,30,1/122,1/5.76,5.10,14,-,"+2,743","8,262",40,30,1/118,1/6.19,4.67,16,2.0
2025-09-19,金,いいえ,"-1,549","4,353",10,13,1/189,1/6.11,3.16,22,1.0,-29,"2,834",11,7,1/157,1/6.13,2.99,21,-,"+1,697","6,143",26,23,1/125,1/5.79,4.53,41,3.0,+911,"6,632",29,18,1/141,1/6.13,3.01,25,3.0,-615,"3,634",11,9,1/182,1/5.88,2.77,38,13.0
2025-09-18,木,いいえ,"+3,479","7,750",38,31,1/112,1/5.89,5.02,16,1.0,-204,"2,052",8,2,1/205,1/5.90,2.27,15,-,"-1,055","3,542",10,6,1/221,1/5.88,2.13,52,24.0,"-1,437","5,030",13,13,1/193,1/5.94,2.64,28,8.0,-513,"3,352",10,7,1/197,1/5.61,2.48,20,4.0
2025-09-17,水,いいえ,-861,"3,341",9,10,1/176,1/6.12,3.28,56,31.0,"+1,048","5,641",24,18,1/134,1/5.98,3.77,15,3.0,+772,"4,456",19,13,1/139,1/5.93,3.38,25,6.0,"-1,491","2,384",1,9,1/238,1/5.56,3.71,19,4.0,+316,"4,441",18,14,1/139,1/6.26,3.64,12,-
2025-09-16,火,いいえ,"-1,351","3,559",9,9,1/198,1/6.29,2.78,35,18.0,"+1,647","5,579",25,19,1/127,1/5.84,4.11,15,4.0,-675,"7,003",23,18,1/171,1/5.88,2.54,47,12.0,+777,"4,103",21,5,1/158,1/6.09,1.87,11,-,"+2,173","6,605",32,23,1/120,1/6.13,4.35,17,2.0
2025-09-15,月,いいえ,+544,"6,706",26,25,1/131,1/6.27,4.51,22,13.0,-571,"3,875",12,10,1/176,1/5.90,2.85,24,2.0,-298,"8,535",31,25,1/152,1/6.16,3.16,41,13.0,"+1,421","7,461",32,23,1/136,1/5.95,3.63,9,-,-849,"5,127",18,11,1/177,1/6.28,2.26,28,4.0
2025-09-14,日,はい,"+1,011","7,561",30,23,1/143,1/5.83,3.48,22,4.0,-678,"4,287",14,12,1/165,1/6.24,3.08,17,-,"-1,809","3,966",8,12,1/198,1/6.27,3.19,26,3.0,"-1,071","5,921",19,15,1/174,1/6.16,2.58,18,1.0,"-1,075","4,218",12,8,1/211,1/5.81,2.13,23,1.0
2025-09-13,土,はい,-415,"6,692",24,18,1/159,1/6.12,2.81,28,13.0,"+1,749","7,838",34,29,1/124,1/6.13,4.64,9,-,"-1,505","3,174",6,10,1/198,1/6.26,3.35,15,3.0,-661,"3,650",11,9,1/183,1/5.91,2.76,12,1.0,-735,"2,523",9,3,1/210,1/6.52,2.17,11,2.0
2025-09-12,金,いいえ,"-1,174","3,529",9,9,1/196,1/6.10,2.81,39,21.0,-491,"7,030",21,28,1/143,1/6.03,4.68,18,7.0,+743,"4,948",19,14,1/150,1/5.55,3.17,11,2.0,"+2,526","4,177",26,10,1/116,1/5.99,3.05,6,-,+661,"4,842",20,15,1/138,1/6.02,3.59,9,3.0
2025-09-11,木,いいえ,"-1,499","4,694",14,6,1/235,1/5.98,1.67,21,5.0,-736,"1,465",4,1,1/293,1/6.27,2.39,14,5.0,"+1,384","7,384",33,20,1/139,1/6.01,2.99,16,1.0,-220,"1,525",5,5,1/153,1/6.42,3.57,9,-,+645,"5,924",25,16,1/144,1/6.08,3.00,15,1.0
2025-09-10,水,はい,+291,"7,571",26,28,1/140,1/5.93,4.45,18,3.0,+250,"4,899",17,16,1/148,1/5.74,3.70,12,3.0,+34,"7,654",27,26,1/144,1/6.06,4.01,15,3.0,"+1,230","5,345",26,12,1/141,1/6.06,2.53,9,-,"-1,298","4,642",12,12,1/193,1/5.92,2.69,20,2.0
2025-09-09,火,いいえ,-548,"6,890",22,25,1/147,1/6.16,4.26,22,4.0,+681,"7,380",32,19,1/145,1/6.24,2.73,18,3.0,-864,"4,590",14,10,1/191,1/5.86,2.33,30,8.0,+432,"7,859",34,20,1/146,1/6.40,2.64,9,-,"+3,123","6,397",35,16,1/125,1/5.72,2.90,15,6.0
2025-09-07,日,はい,+760,"6,729",28,22,1/135,1/6.24,3.91,26,7.0,-656,"5,324",19,12,1/172,1/6.19,2.36,19,4.0,"+1,507","6,870",31,23,1/127,1/6.19,4.11,15,-,+700,"6,738",28,18,1/146,1/6.01,2.89,15,-,"+1,662","7,317",30,29,1/124,1/5.95,4.85,29,3.0
2025-09-06,土,はい,"+1,860","7,279",31,29,1/121,1/6.02,4.89,45,11.0,"+1,260","6,854",28,25,1/129,1/5.99,4.45,11,-,-399,"5,917",20,16,1/164,1/5.92,2.85,25,1.0,-842,"2,730",7,8,1/182,1/6.18,3.25,24,13.0,"+1,634","8,311",41,17,1/143,1/6.21,1.99,34,9.0
2025-09-05,金,いいえ,"-2,303","6,101",14,16,1/203,1/6.04,2.53,66,13.0,+184,"7,076",25,22,1/151,1/5.85,3.50,25,5.0,-558,"3,008",10,6,1/188,1/6.08,2.52,20,5.0,"+1,015","8,030",36,19,1/146,1/6.15,2.37,15,-,"-1,005","4,541",12,13,1/182,1/5.84,3.05,53,28.0
2025-09-04,木,いいえ,+968,"6,638",24,24,1/138,1/5.64,4.31,48,12.0,-586,"4,647",15,13,1/166,1/6.05,3.05,52,4.0,"-1,074","2,830",9,2,1/257,1/6.24,1.83,15,-,+661,"6,467",25,24,1/132,1/6.14,4.47,18,3.0,-901,"3,197",10,9,1/168,1/6.72,3.17,36,18.0
2025-09-03,水,いいえ,"-1,445","5,631",14,20,1/166,1/6.12,3.95,81,27.0,-524,"6,240",22,21,1/145,1/6.48,3.91,54,13.0,"+1,613","7,157",28,29,1/126,1/5.79,4.89,16,-,-203,"5,768",20,17,1/156,1/5.97,3.24,41,17.0,-383,"6,140",22,15,1/166,1/6.01,2.49,24,8.0
2025-09-02,火,いいえ,-191,"6,181",22,20,1/147,1/6.19,3.71,84,32.0,-453,"6,021",19,22,1/147,1/6.11,4.23,52,20.0,-793,"3,251",9,9,1/181,1/6.04,3.08,32,9.0,+799,"6,055",21,29,1/121,1/6.02,5.20,23,8.0,-479,"3,530",11,10,1/168,1/5.98,3.16,15,-
2025-09-01,月,いいえ,"-1,406","6,545",21,10,1/211,1/5.88,1.59,51,15.0,+174,"3,692",15,10,1/148,1/6.18,3.14,36,7.0,+119,"3,056",12,9,1/146,1/6.17,3.40,25,14.0,"-1,602","3,657",7,10,1/215,1/5.93,2.89,29,4.0,"-1,405","2,318",4,4,1/290,1/6.04,2.42,11,-
2025-08-31,日,はい,-997,"6,519",23,15,1/172,1/6.31,2.26,45,4.0,"+1,099","6,901",31,19,1/138,1/6.19,3.09,52,7.0,"+2,854","8,420",40,32,1/117,1/6.12,4.86,41,24.0,"-1,304","3,000",9,5,1/214,1/6.78,2.26,17,9.0,"+1,241","6,528",29,19,1/136,1/6.05,3.36,8,-
2025-08-30,土,はい,"-2,393","6,195",14,14,1/221,1/5.89,2.10,41,30.0,"-1,816","4,187",10,7,1/246,1/5.99,1.94,81,29.0,+460,"7,920",25,32,1/139,1/5.69,4.83,52,11.0,"+2,192","6,615",31,22,1/125,1/5.87,4.10,11,3.0,"+1,084","5,774",25,18,1/134,1/6.02,3.67,8,-
2025-08-29,金,いいえ,"+1,299","6,935",32,12,1/158,1/5.76,1.78,18,10.0,-443,"5,158",18,11,1/178,1/5.88,2.24,69,31.0,-734,"5,128",16,14,1/171,1/5.97,2.90,91,22.0,-802,"5,810",19,14,1/176,1/5.98,2.44,38,20.0,+221,"3,184",13,4,1/187,1/5.51,2.04,8,-
2025-08-28,木,いいえ,+709,"8,348",33,24,1/146,1/5.95,3.14,32,3.0,"-1,315","5,431",16,12,1/194,1/5.99,2.22,29,10.0,"-2,655","5,376",10,15,1/215,1/6.15,2.76,75,43.0,"-1,251","4,192",11,14,1/168,1/6.40,3.64,19,4.0,"+1,400","3,816",20,9,1/132,1/5.93,2.91,15,-
2025-08-27,水,いいえ,"-2,847","7,079",13,26,1/182,1/6.09,4.06,52,21.0,"-2,202","3,973",6,11,1/234,1/6.01,2.84,18,6.0,"-1,586","6,013",16,14,1/200,1/5.82,2.24,31,13.0,+159,"3,491",14,11,1/140,1/6.33,3.61,12,-,+801,"3,431",17,7,1/143,1/6.06,2.62,18,6.0
2025-08-26,火,いいえ,"+1,099","6,942",28,24,1/134,1/5.97,4.19,46,16.0,"+1,078","5,938",27,15,1/141,1/6.04,2.79,10,-,-429,"1,327",4,1,1/265,1/5.81,2.51,24,8.0,"+2,589","7,981",38,26,1/125,1/5.96,4.07,16,6.0,+338,"5,399",21,17,1/142,1/6.10,3.63,30,6.0
2025-08-25,月,いいえ,-239,"5,846",15,26,1/143,1/5.65,4.92,58,21.0,-769,"4,736",14,16,1/158,1/6.16,3.76,11,-,-838,"1,167",2,2,1/292,1/6.57,2.89,19,1.0,+177,"6,627",26,17,1/154,1/6.05,2.68,18,7.0,-711,"2,659",8,6,1/190,1/6.21,2.77,37,18.0
2025-08-24,日,はい,-874,"4,307",12,11,1/187,1/5.79,2.73,62,33.0,+546,"7,463",32,18,1/149,1/6.19,2.45,8,-,"+1,012","7,760",32,26,1/134,1/6.15,4.08,16,8.0,-489,"5,336",19,13,1/167,1/6.12,2.57,29,8.0,-215,"5,974",21,17,1/157,1/5.99,3.08,21,5.0
2025-08-23,土,はい,+148,"7,295",27,26,1/138,1/6.27,4.30,32,4.0,-335,"4,491",14,16,1/150,1/6.02,3.99,13,-,-674,"5,915",18,20,1/156,1/6.03,3.82,28,7.0,"-2,581","4,236",8,7,1/282,1/6.21,1.89,21,7.0,"+4,098","8,943",47,33,1/112,1/6.11,4.86,14,1.0
2025-08-22,金,いいえ,-267,"8,067",32,19,1/158,1/6.29,2.26,68,24.0,"+2,571","6,113",35,14,1/125,1/6.21,2.65,17,3.0,"+1,360","6,808",27,25,1/131,1/5.80,4.46,14,-,+799,"4,530",21,8,1/156,1/5.84,2.13,18,1.0,"-2,090","5,645",14,15,1/195,1/6.25,2.65,44,26.0
2025-08-21,木,いいえ,"-1,035","7,116",19,29,1/148,1/6.05,4.74,29,3.0,"+1,130","5,429",22,21,1/126,1/5.94,4.56,35,6.0,+761,"7,350",24,34,1/127,1/5.85,5.21,26,2.0,"+3,621","7,030",40,17,1/123,1/5.80,2.77,24,-,-5,"2,326",9,7,1/145,1/6.33,3.46,29,3.0
2025-08-20,水,はい,"-2,092","5,919",15,14,1/204,1/6.10,2.27,35,18.0,-29,"5,295",19,14,1/160,1/5.85,2.85,52,5.0,-67,"7,900",29,28,1/139,1/6.36,4.29,47,3.0,"-1,702","5,890",17,15,1/184,1/6.30,2.55,44,9.0,"-1,761","6,851",18,23,1/167,1/6.20,3.72,17,-
2025-08-19,火,いいえ,+72,"6,715",25,19,1/153,1/6.01,3.06,21,13.0,+281,"3,006",12,10,1/137,1/6.16,3.75,32,10.0,"-1,217","5,432",15,15,1/181,1/5.94,2.86,45,13.0,+851,"2,892",14,10,1/121,1/6.29,3.95,22,1.0,"+1,085","5,613",27,8,1/160,1/5.82,1.73,8,-
2025-08-18,月,いいえ,"-1,621","3,233",8,3,1/294,1/6.07,1.78,38,24.0,"+1,508","5,621",28,14,1/134,1/6.13,2.85,44,4.0,-337,"3,897",16,7,1/169,1/6.47,2.23,40,2.0,-569,"2,467",7,5,1/206,1/5.75,2.64,38,24.0,+44,"2,700",11,5,1/169,1/5.96,2.56,14,-
2025-08-17,日,はい,"+1,820","7,819",34,29,1/124,1/6.10,4.65,32,1.0,"-1,779","5,802",16,13,1/200,1/6.09,2.18,87,55.0,-473,"6,289",22,17,1/161,1/6.09,2.84,31,10.0,"+3,833","6,837",38,25,1/109,1/5.98,4.70,21,5.0,+782,"7,917",31,25,1/141,1/5.97,3.68,16,-
2025-08-16,土,はい,-861,"5,506",16,16,1/172,1/5.87,3.08,32,4.0,"-2,326","5,128",10,17,1/190,1/6.31,3.51,81,40.0,"+4,528","8,380",44,30,1/113,1/5.70,4.69,28,-,"-2,205","5,605",13,16,1/193,1/6.25,2.90,82,1.0,-649,"7,127",23,21,1/162,1/5.95,3.14,41,9.0
2025-08-15,金,いいえ,"+2,852","8,625",37,36,1/118,1/5.80,5.14,34,13.0,"-2,117","7,058",20,12,1/221,1/5.91,1.61,39,5.0,"-1,570","6,574",17,27,1/149,1/6.42,4.71,49,10.0,"-1,760","5,898",17,14,1/190,1/6.26,2.33,69,20.0,-599,"6,114",24,8,1/191,1/6.07,1.56,21,-
2025-08-14,木,いいえ,"-2,373","5,427",12,11,1/236,1/5.96,1.98,85,42.0,-532,"3,878",14,6,1/194,1/5.99,2.01,29,4.0,-383,"6,229",23,16,1/160,1/6.19,2.68,25,13.0,-723,"6,163",23,6,1/213,1/5.79,1.42,43,14.0,"+1,613","5,898",28,17,1/131,1/6.01,3.39,12,-
2025-08-13,水,いいえ,-70,"6,626",25,21,1/144,1/6.32,3.65,44,12.0,"+2,050","6,700",34,20,1/124,1/6.29,3.63,15,-,"-1,037","3,131",10,4,1/224,1/6.29,2.01,29,11.0,+238,"5,813",24,13,1/157,1/6.08,2.35,18,3.0,+852,"7,206",33,16,1/147,1/6.24,2.25,32,3.0
2025-08-12,火,いいえ,"-1,546","6,181",19,14,1/187,1/6.21,2.20,34,2.0,-202,"7,593",26,25,1/149,1/6.04,3.80,25,1.0,"-1,139","6,020",22,13,1/172,1/6.59,2.18,24,2.0,-758,"6,977",24,21,1/155,1/6.32,3.30,22,-,"-1,280","6,403",21,16,1/173,1/6.33,2.49,32,7.0
2025-08-11,月,いいえ,-858,"6,865",21,21,1/163,1/5.96,3.31,22,2.0,-771,"4,852",17,12,1/167,1/6.39,2.66,20,5.0,"+1,607","6,492",30,20,1/130,1/6.07,3.69,15,-,+701,"6,653",26,20,1/145,1/5.87,3.41,20,5.0,-470,"4,888",15,20,1/140,1/6.31,4.58,22,2.0
2025-08-10,日,はい,"+2,917","8,495",41,31,1/118,1/6.12,4.71,14,-,"-1,351","3,893",10,10,1/195,1/6.20,2.77,18,4.0,-220,"8,706",29,33,1/140,1/6.14,4.63,34,12.0,"-2,022","5,520",11,19,1/184,1/6.00,3.70,42,8.0,"-1,225","5,900",20,11,1/190,1/6.20,1.89,22,4.0
2025-08-09,土,はい,"-2,254","6,093",15,14,1/210,1/6.06,2.17,38,9.0,"+2,008","6,977",36,15,1/137,1/6.10,2.28,9,-,+781,"6,845",26,30,1/122,1/6.32,5.09,16,7.0,"-1,530","3,389",6,8,1/242,1/5.68,2.58,29,10.0,+780,"7,971",32,25,1/140,1/6.08,3.67,19,3.0
2025-08-08,金,いいえ,-872,"6,263",20,18,1/165,1/6.10,3.05,25,2.0,-556,"3,558",13,7,1/178,1/6.32,2.40,23,1.0,"+1,414","7,146",33,21,1/132,1/6.24,3.45,22,4.0,+378,"2,564",12,4,1/160,1/5.93,2.45,16,-,+115,"6,528",23,24,1/139,1/6.12,4.37,18,2.0
2025-08-07,木,いいえ,+711,"8,574",31,29,1/143,1/5.80,4.04,20,6.0,+214,"5,733",19,26,1/127,1/6.17,5.03,21,1.0,"-1,720","3,538",9,5,1/253,1/6.30,1.94,51,22.0,"+3,797","8,386",43,33,1/110,1/6.10,5.04,14,-,-839,"3,834",10,14,1/160,1/6.13,3.96,29,8.0
2025-08-06,水,いいえ,+131,"6,776",27,18,1/151,1/6.20,2.83,22,7.0,+553,"6,142",25,19,1/140,1/6.16,3.59,31,9.0,"-1,403","4,121",11,9,1/206,1/6.11,2.37,22,7.0,-612,"6,224",19,21,1/156,1/5.97,3.82,48,17.0,"+1,527","7,336",34,23,1/129,1/6.30,3.81,15,-
2025-08-05,火,いいえ,-625,"3,552",10,11,1/169,1/5.93,3.40,23,4.0,+869,"7,343",30,22,1/141,1/6.01,3.42,35,7.0,+281,"4,981",22,7,1/172,1/5.97,1.78,19,-,-700,"5,484",19,13,1/171,1/6.14,2.46,28,5.0,-380,"5,782",18,19,1/156,1/5.86,3.69,41,6.0
2025-08-03,日,はい,"+1,911","7,321",33,25,1/126,1/6.02,4.24,21,1.0,"-1,809","4,283",9,14,1/186,1/6.32,3.48,36,5.0,"-1,808","4,532",9,15,1/189,1/6.09,3.51,31,10.0,-507,"5,517",19,15,1/162,1/6.11,2.91,20,-,-916,"4,850",18,7,1/194,1/6.31,1.78,42,6.0
2025-08-02,土,はい,"-1,194","7,311",24,23,1/156,1/6.46,3.51,73,47.0,+161,"6,944",26,20,1/151,1/6.00,3.15,14,-,"+3,392","8,240",42,31,1/113,1/6.17,4.86,26,5.0,-561,"2,221",6,4,1/222,1/5.61,2.56,16,2.0,-929,"6,486",20,18,1/171,1/5.95,2.86,21,5.0
2025-08-01,金,いいえ,"-1,759","6,124",18,13,1/198,1/6.16,2.04,29,11.0,-966,"5,717",15,20,1/163,1/5.86,3.90,31,2.0,-981,"2,700",8,6,1/193,1/6.62,2.73,54,23.0,"+2,503","6,212",35,12,1/132,1/6.02,2.17,9,-,"+1,431","5,447",22,27,1/111,1/6.16,5.24,18,9.0
2025-07-31,木,いいえ,-204,"4,789",19,6,1/192,1/5.84,1.70,21,12.0,-634,"1,484",4,3,1/212,1/6.50,2.94,28,7.0,-309,"3,961",14,10,1/165,1/6.06,2.84,48,7.0,+518,"5,810",23,19,1/138,1/6.11,3.83,9,-,-358,"1,142",3,4,1/163,1/6.56,3.61,41,13.0
2025-07-30,水,はい,+469,"7,682",30,23,1/145,1/6.06,3.37,15,1.0,-371,"4,870",18,12,1/162,1/6.22,2.68,14,-,"+2,124","9,158",33,41,1/124,1/5.62,5.27,39,22.0,"-1,642","4,511",13,9,1/205,1/6.40,2.16,17,2.0,"+1,580","7,102",32,21,1/134,1/6.00,3.45,40,1.0
2025-07-29,火,いいえ,+250,"4,859",18,20,1/128,1/6.38,4.67,22,11.0,+217,"7,200",26,25,1/141,1/6.07,4.13,9,-,-445,"5,582",19,18,1/151,1/6.23,3.65,91,52.0,+796,"5,149",25,12,1/139,1/6.46,2.66,11,2.0,"-1,514","2,772",5,8,1/213,1/6.38,3.13,39,17.0
2025-07-28,月,いいえ,-650,"4,872",14,15,1/168,1/5.80,3.35,41,13.0,+605,"5,827",23,19,1/139,1/6.03,3.82,10,-,-472,"5,053",19,9,1/180,1/6.06,1.98,48,7.0,+133,"3,574",13,14,1/132,1/6.27,4.30,12,2.0,"-1,005","5,746",21,10,1/185,1/6.31,1.84,28,16.0
2025-07-27,日,はい,"-1,070","4,451",12,14,1/171,1/6.11,3.42,34,9.0,+573,"7,033",28,19,1/150,1/5.93,2.89,8,-,"-1,075","6,848",23,18,1/167,1/6.27,2.66,46,12.0,-952,"4,521",15,7,1/206,1/5.99,1.87,15,7.0,+354,"7,319",28,18,1/159,1/5.80,2.45,25,10.0
2025-07-26,土,はい,"+1,943","7,217",30,31,1/118,1/5.97,5.10,34,16.0,-661,"5,917",23,12,1/169,1/6.43,2.08,18,9.0,"-2,297","5,392",15,8,1/234,1/6.34,1.67,41,6.0,"+1,148","7,868",31,26,1/138,1/5.85,3.96,9,-,-932,"4,236",13,9,1/193,1/6.00,2.34,35,1.0
2025-07-25,金,いいえ,"-1,387","4,660",12,12,1/194,1/5.98,2.68,50,16.0,-644,"3,978",13,8,1/189,1/5.91,2.31,14,5.0,-830,"1,577",4,2,1/263,1/6.43,2.55,31,17.0,"+3,097","8,827",41,36,1/115,1/6.07,5.12,9,-,-221,969,3,2,1/194,1/6.04,3.15,34,3.0
2025-07-24,木,いいえ,"+1,791","8,907",33,38,1/125,1/5.76,5.15,21,14.0,+356,"5,995",23,17,1/150,1/5.92,3.13,7,-,+923,"3,946",20,7,1/146,1/6.07,2.29,21,14.0,-573,"1,525",5,0,1/305,1/6.01,2.14,28,7.0,-429,"1,078",3,1,1/270,1/5.95,2.72,28,7.0
2025-07-23,水,いいえ,"-1,885","5,542",16,8,1/231,1/6.04,1.63,52,27.0,+592,"5,532",26,12,1/146,1/6.43,2.39,13,-,"-1,193","2,774",6,8,1/198,1/6.25,3.17,22,7.0,-228,"4,545",19,6,1/182,1/6.15,1.79,25,3.0,"+2,731","5,873",32,17,1/120,1/5.95,3.55,15,2.0
2025-07-22,火,いいえ,-73,"4,205",14,14,1/150,1/5.90,3.74,32,11.0,+79,"6,270",26,15,1/153,1/6.31,2.50,18,2.0,"+4,414","7,190",39,33,1/100,1/5.99,5.33,16,-,-42,924,4,1,1/185,1/6.20,2.91,21,3.0,-408,857,2,2,1/214,1/6.43,3.24,34,2.0
2025-07-21,月,いいえ,-330,"6,865",23,16,1/176,1/5.65,2.24,19,3.0,"+2,827","6,422",33,24,1/113,1/6.08,4.69,16,-,"-1,332","4,980",15,9,1/208,1/6.01,1.94,45,16.0,"+1,509","7,622",31,33,1/119,1/6.22,5.15,16,-,-254,"3,786",15,8,1/165,1/6.34,2.51,29,10.0
2025-07-20,日,はい,"-1,673","5,139",15,8,1/223,1/6.06,1.75,15,-,-541,"6,112",25,8,1/185,1/6.22,1.57,26,7.0,-38,"7,565",30,15,1/168,1/5.99,1.87,39,10.0,"+2,337","7,944",38,29,1/119,1/6.31,4.66,19,4.0,"+2,073","8,317",38,30,1/122,1/6.24,4.59,29,3.0
2025-07-19,土,はい,+31,"6,614",27,15,1/157,1/6.21,2.29,11,-,"-1,287","3,398",8,8,1/212,1/6.00,2.63,23,12.0,"-1,476","4,493",10,15,1/180,1/6.05,3.58,36,13.0,+392,"6,752",25,22,1/144,1/5.96,3.79,47,11.0,"-1,710","4,287",8,16,1/179,1/6.13,3.98,49,2.0
2025-07-18,金,いいえ,+375,"6,008",25,18,1/140,1/6.37,3.45,13,-,+532,"7,560",28,28,1/135,1/6.10,4.51,24,6.0,+940,"2,750",16,5,1/131,1/6.50,2.67,18,5.0,"-2,603","6,094",12,20,1/190,1/6.19,3.46,76,42.0,-594,"2,309",6,8,1/165,1/6.22,3.68,34,10.0
2025-07-17,木,いいえ,+700,"4,877",25,6,1/157,1/6.33,1.75,14,-,-569,"1,619",3,6,1/180,1/5.89,3.70,31,17.0,"+2,598","6,106",34,12,1/133,1/5.87,2.21,32,1.0,-371,"2,013",7,5,1/168,1/6.49,3.10,36,4.0,"+1,487","8,608",36,26,1/139,1/5.88,3.49,32,1.0
2025-07-16,水,いいえ,-644,"6,520",24,16,1/163,1/6.31,2.49,15,-,-818,"1,322",3,2,1/264,1/6.69,2.76,19,1.0,-537,"5,084",18,12,1/169,1/6.12,2.51,75,38.0,"-1,157","2,191",5,1,1/365,1/5.77,1.92,18,3.0,-43,"4,019",16,9,1/161,1/6.14,2.59,37,18.0
2025-07-15,火,いいえ,"+2,268","7,940",33,33,1/120,1/5.84,5.07,14,1.0,"+2,449","8,226",40,27,1/123,1/6.21,4.15,16,2.0,"-1,655","4,039",9,9,1/224,1/5.94,2.38,73,25.0,"+1,026","6,684",29,18,1/142,1/6.01,2.97,13,-,"-1,320","3,285",8,7,1/219,1/6.10,2.47,48,32.0
