日付,曜日,特定日,1151番台,,,,,,,,,1152番台,,,,,,,,,1153番台,,,,,,,,,1155番台,,,,,,,,,1156番台,,,,,,,,,1157番台,,,,,,,,,1158番台,,,,,,,,,1160番台,,,,,,,,,1161番台,,,,,,,,,1162番台,,,,,,,,,1163番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2026-02-06,金,いいえ,-226,"2,383",9,3,1/199,-,2.69,8,-,-669,"1,618",4,1,1/324,-,2.50,9,1.0,+926,"5,208",22,12,1/153,-,3.23,20,1.0,-951,"1,172",2,1,1/391,-,2.59,15,1.0,+245,804,4,1,1/161,-,2.97,16,1.0,+589,"8,992",32,20,1/173,-,2.84,14,2.0,-315,"1,566",5,3,1/196,-,2.86,51,28.0,-866,"2,397",6,4,1/240,-,2.59,23,3.0,+628,"2,552",11,6,1/150,-,3.15,12,1.0,+383,"3,248",14,7,1/155,-,3.10,11,2.0,-667,"3,990",10,12,1/181,-,3.02,19,3.0
2026-02-05,木,いいえ,"+1,843","2,825",14,9,1/123,-,3.64,6,-,+107,"1,831",7,2,1/203,-,2.72,8,2.0,-476,336,0,0,-,-,2.79,27,1.0,+855,"1,634",7,8,1/109,-,3.68,13,2.0,"+4,581","8,942",44,26,1/128,-,4.34,14,1.0,-340,"1,395",4,3,1/199,-,2.88,26,9.0,"-1,172","1,729",4,1,1/346,-,2.44,51,24.0,-117,361,1,1,1/181,-,3.00,16,1.0,"+2,973","8,792",38,25,1/140,-,4.00,11,3.0,+147,849,4,1,1/170,-,2.94,17,1.0,"+1,220","2,732",15,2,1/161,-,2.81,15,1.0
2026-02-04,水,いいえ,+43,"1,609",7,1,1/201,-,2.72,8,-,+267,"3,558",14,7,1/169,-,2.91,11,3.0,-684,"1,702",5,2,1/243,-,2.64,22,1.0,+30,"1,411",6,1,1/202,-,2.76,21,5.0,-602,"2,719",7,7,1/194,-,2.87,44,10.0,"-1,003","7,473",27,10,1/202,-,2.17,21,5.0,"-1,056","1,847",4,2,1/308,-,2.50,29,1.0,+407,"5,107",19,13,1/160,-,3.19,15,4.0,-562,"5,646",17,15,1/176,-,2.98,28,6.0,-629,"4,037",11,10,1/192,-,2.80,34,5.0,-955,"1,513",2,4,1/252,-,2.79,16,1.0
2026-02-03,火,いいえ,"+1,703","4,771",22,11,1/145,-,3.36,12,2.0,+86,"1,343",4,5,1/149,-,3.19,10,-,"+4,349","8,200",39,26,1/126,-,4.38,14,2.0,+116,"2,800",10,6,1/175,-,2.92,35,10.0,-360,"1,865",6,2,1/233,-,2.63,41,6.0,+767,"4,089",13,17,1/136,-,3.85,12,2.0,-192,"8,232",27,23,1/165,-,3.29,25,3.0,"+2,636","7,356",33,16,1/150,-,3.34,15,1.0,-66,"4,518",16,9,1/181,-,2.77,22,7.0,-169,"1,456",6,1,1/208,-,2.73,15,1.0,"+3,677","7,741",38,22,1/129,-,4.18,14,2.0
2026-02-01,日,はい,"+2,973","6,300",31,16,1/134,-,3.80,12,-,-344,932,3,0,1/311,-,2.67,14,2.0,+786,"6,651",22,21,1/155,-,3.57,21,1.0,+166,"5,555",20,11,1/179,-,2.74,45,6.0,-997,981,1,1,1/491,-,2.63,39,5.0,+368,"4,706",19,6,1/188,-,2.52,12,-,"-1,622","2,019",3,3,1/337,-,2.46,21,1.0,"-1,305","5,718",15,13,1/204,-,2.55,34,13.0,"-1,653","4,397",13,6,1/231,-,2.29,20,6.0,+286,"2,799",12,4,1/175,-,2.80,14,2.0,"+1,081","4,435",19,11,1/148,-,3.33,14,2.0
2026-01-31,土,はい,"-1,194","1,926",4,2,1/321,-,2.46,23,1.0,"+1,649","6,149",26,16,1/146,-,3.52,15,1.0,"-1,755","2,582",4,4,1/323,-,2.36,32,1.0,"-1,707","3,553",8,5,1/273,-,2.27,32,1.0,-148,"1,431",5,2,1/204,-,2.80,31,3.0,+944,"7,265",25,21,1/158,-,3.44,17,2.0,"+1,980","6,842",28,21,1/140,-,3.89,15,1.0,-8,"5,837",19,17,1/162,-,3.29,14,3.0,+377,"5,189",20,10,1/173,-,2.82,11,-,"-1,039","1,824",3,5,1/228,-,2.82,28,5.0,-855,"5,797",20,8,1/207,-,2.28,22,5.0
2026-01-30,金,はい,"+1,748","7,029",29,19,1/146,-,3.62,12,1.0,"+2,689","7,511",33,21,1/139,-,3.88,26,1.0,"-1,651","1,100",0,0,-,-,2.38,15,2.0,+791,"4,184",17,11,1/149,-,3.32,25,8.0,"+2,621","2,797",18,6,1/117,-,3.57,33,7.0,-652,"1,109",2,2,1/277,-,2.76,42,8.0,"+1,012","5,832",25,12,1/158,-,3.09,34,1.0,+663,"6,078",23,12,1/174,-,2.80,11,-,"+1,616","4,647",22,12,1/137,-,3.57,12,1.0,"+1,631","5,321",23,11,1/157,-,3.11,13,1.0,"-1,282","1,789",3,1,1/447,-,2.35,17,2.0
2026-01-29,木,いいえ,-544,"4,736",14,11,1/189,-,2.76,21,7.0,-446,"1,306",4,1,1/261,-,2.66,48,6.0,"+1,526","3,307",16,8,1/138,-,3.37,6,-,-380,"1,463",5,2,1/209,-,2.78,41,2.0,"+3,991","8,267",40,19,1/140,-,3.73,35,2.0,-344,"2,055",6,5,1/187,-,2.91,39,4.0,-578,"2,351",8,2,1/235,-,2.51,33,12.0,-609,770,1,1,1/385,-,2.75,21,7.0,"+2,026","5,910",27,13,1/148,-,3.34,12,6.0,-319,"2,932",9,8,1/172,-,3.03,42,1.0,"+2,479","4,296",22,14,1/119,-,4.01,14,2.0
2026-01-28,水,いいえ,+68,"5,293",20,11,1/171,-,2.89,19,4.0,-143,"2,608",9,5,1/186,-,2.82,44,2.0,-398,"1,397",4,2,1/233,-,2.74,11,-,-755,"1,768",3,5,1/221,-,2.85,37,1.0,"-1,092","9,103",29,22,1/178,-,2.82,82,38.0,-125,"3,021",11,7,1/168,-,3.00,32,8.0,+443,"5,822",23,11,1/171,-,2.81,32,8.0,-372,274,0,0,-,-,2.83,15,4.0,-840,"7,925",28,14,1/189,-,2.43,36,4.0,-70,"1,473",6,2,1/184,-,2.85,42,5.0,+779,"7,062",28,16,1/161,-,3.13,24,5.0
2026-01-27,火,いいえ,-858,"2,665",7,6,1/205,-,2.76,20,10.0,"+2,834","8,837",36,26,1/143,-,3.96,44,9.0,"+1,296","5,818",21,22,1/135,-,4.06,9,-,-364,"1,520",4,4,1/190,-,2.94,34,6.0,"-2,752","8,340",18,25,1/194,-,2.82,81,33.0,"+1,201","3,263",15,9,1/136,-,3.45,34,6.0,"-1,361","3,905",11,4,1/260,-,2.19,48,4.0,"+1,561","6,181",26,14,1/155,-,3.23,10,1.0,-304,729,1,4,1/146,-,3.19,35,1.0,+942,"5,353",23,11,1/157,-,3.09,20,10.0,"-1,268","1,527",3,0,1/509,-,2.36,28,8.0
2026-01-26,月,いいえ,+904,"4,747",19,12,1/153,-,3.27,21,4.0,"-1,017","3,501",9,8,1/206,-,2.70,56,15.0,-386,"1,875",7,1,1/234,-,2.57,16,5.0,-696,"3,582",11,7,1/199,-,2.67,17,1.0,-462,"1,476",4,2,1/246,-,2.70,65,9.0,+195,"6,169",23,16,1/158,-,3.27,27,4.0,-205,378,1,0,1/378,-,2.85,35,3.0,-313,"5,327",17,15,1/166,-,3.17,11,-,-440,968,3,0,1/323,-,2.65,32,5.0,-150,"7,315",26,17,1/170,-,2.96,41,6.0,"+2,859","8,451",38,22,1/141,-,3.84,23,2.0
2026-01-25,日,はい,"-1,178","1,976",4,3,1/282,-,2.55,38,5.0,-943,"4,320",12,12,1/180,-,2.98,53,4.0,+21,602,3,0,1/201,-,2.87,18,2.0,"+2,053","5,157",21,20,1/126,-,4.16,16,3.0,-505,"1,736",4,5,1/193,-,2.95,53,4.0,-961,"5,385",16,13,1/186,-,2.80,45,7.0,-186,362,1,0,1/362,-,2.86,33,6.0,+312,"1,660",8,1,1/184,-,2.76,13,-,"+1,696","6,267",24,22,1/136,-,4.03,27,9.0,"-1,303","2,839",7,2,1/315,-,2.22,49,4.0,+242,"3,144",13,4,1/185,-,2.68,55,2.0
2026-01-24,土,はい,"+1,680","4,428",23,7,1/148,-,3.10,30,1.0,"-1,374","6,538",19,15,1/192,-,2.63,54,6.0,"+2,972","7,940",38,19,1/139,-,3.77,17,1.0,-592,785,1,2,1/262,-,2.87,29,1.0,"-2,019","3,089",6,5,1/281,-,2.36,28,10.0,-842,"2,898",10,1,1/263,-,2.26,44,9.0,-895,"3,126",10,3,1/240,-,2.37,18,1.0,+449,"4,599",18,9,1/170,-,2.88,16,-,-328,"1,652",5,4,1/184,-,2.94,35,5.0,+460,"6,703",25,14,1/172,-,2.85,48,4.0,"-1,090","4,086",13,4,1/240,-,2.22,69,15.0
2026-01-23,金,いいえ,-888,"3,034",7,8,1/202,-,2.81,56,10.0,-944,"5,018",16,7,1/218,-,2.29,46,2.0,"+1,684","3,918",19,12,1/126,-,3.77,29,2.0,"+2,917","6,748",33,15,1/141,-,3.57,27,6.0,"+1,363","3,251",18,4,1/148,-,3.01,21,6.0,-676,"1,327",3,1,1/332,-,2.58,44,5.0,"+1,508","3,864",20,7,1/143,-,3.21,10,-,-597,"1,368",3,3,1/228,-,2.82,35,6.0,+742,"3,945",16,9,1/158,-,3.11,15,5.0,"-1,458","5,180",13,12,1/207,-,2.57,62,6.0,-647,"1,889",5,5,1/189,-,2.93,39,4.0
2026-01-22,木,いいえ,-133,"6,768",21,20,1/165,-,3.29,49,1.0,-590,"2,364",6,6,1/197,-,2.86,42,1.0,-362,"6,787",24,14,1/179,-,2.73,78,29.0,-774,664,0,1,1/664,-,2.73,39,17.0,+645,"7,515",29,18,1/160,-,3.21,43,1.0,-265,455,1,0,1/455,-,2.80,41,2.0,-744,"2,310",7,2,1/257,-,2.46,12,-,-490,"1,763",3,7,1/176,-,3.13,16,4.0,-857,"4,664",14,10,1/194,-,2.67,44,1.0,-573,"4,840",16,12,1/173,-,2.98,48,4.0,"-2,062","3,180",6,6,1/265,-,2.42,22,6.0
2026-01-21,水,いいえ,"+1,576","4,595",23,7,1/153,-,3.00,59,12.0,-874,"3,120",9,5,1/223,-,2.53,38,5.0,-679,"8,186",26,17,1/190,-,2.50,72,13.0,-810,"1,218",2,2,1/305,-,2.69,33,2.0,"-1,073","3,278",7,10,1/193,-,2.94,72,13.0,-404,"1,667",5,3,1/208,-,2.80,31,13.0,+375,"4,864",20,9,1/168,-,2.88,11,3.0,+250,"1,319",4,5,1/147,-,3.21,18,7.0,"-1,215","5,459",15,14,1/188,-,2.81,38,5.0,"+1,118","8,378",27,35,1/135,-,4.44,47,9.0,+37,"3,642",15,3,1/202,-,2.44,8,-
2026-01-20,火,はい,"-2,602","7,152",16,18,1/210,-,2.48,89,11.0,"+4,208","6,721",35,18,1/127,-,4.07,32,7.0,-628,"5,875",20,8,1/210,-,2.25,60,16.0,+386,"4,347",19,6,1/174,-,2.71,19,4.0,"-1,121","1,736",3,3,1/289,-,2.61,44,9.0,"+3,473","7,504",37,17,1/139,-,3.69,20,1.0,-387,"1,491",5,2,1/213,-,2.77,25,5.0,"+2,421","8,765",36,21,1/154,-,3.40,32,7.0,-686,"3,563",11,7,1/198,-,2.68,35,3.0,-52,"5,311",18,10,1/190,-,2.61,78,18.0,-753,"3,024",8,9,1/178,-,3.03,15,-
2026-01-19,月,いいえ,-226,"4,306",17,4,1/205,-,2.36,87,2.0,-331,"1,817",6,3,1/202,-,2.78,85,10.0,"-1,462","1,326",2,0,1/663,-,2.39,32,6.0,"-1,387","1,902",4,2,1/317,-,2.47,42,10.0,-604,436,0,0,-,-,2.73,19,2.0,+486,"8,014",32,13,1/178,-,2.52,51,9.0,-379,264,0,0,-,-,2.84,17,8.0,"-1,227","5,843",16,14,1/195,-,2.67,75,12.0,-10,"1,437",5,3,1/180,-,2.93,26,7.0,"-1,525","2,356",4,5,1/262,-,2.59,63,12.0,-709,"2,526",8,3,1/230,-,2.54,9,-
2026-01-18,日,はい,-304,"5,546",21,6,1/205,-,2.25,94,14.0,"-1,127","3,478",9,9,1/193,-,2.84,53,1.0,+851,"8,402",33,18,1/165,-,2.99,29,4.0,-117,"4,039",14,11,1/162,-,3.17,22,10.0,+937,"3,578",18,4,1/163,-,2.81,12,6.0,"-1,675","6,184",15,16,1/199,-,2.66,80,27.0,+989,"5,116",22,12,1/150,-,3.29,12,6.0,-684,"1,138",2,2,1/285,-,2.74,43,14.0,+978,"6,795",24,20,1/154,-,3.51,25,3.0,"-1,102","1,768",3,3,1/295,-,2.59,52,9.0,"+1,511","8,323",31,26,1/146,-,3.89,6,-
2026-01-17,土,はい,-572,"5,971",17,20,1/161,-,3.45,93,21.0,"-1,946","5,347",13,11,1/223,-,2.38,64,14.0,-487,"6,124",21,12,1/186,-,2.63,44,14.0,-880,"3,950",10,12,1/180,-,3.04,17,9.0,"-1,164","5,484",15,14,1/189,-,2.79,30,6.0,"-2,419","7,131",20,11,1/230,-,2.05,72,8.0,"+1,677","7,618",31,19,1/152,-,3.43,17,9.0,-536,"6,384",21,15,1/177,-,2.86,22,5.0,"+3,745","8,568",41,19,1/143,-,3.63,24,2.0,-522,"7,320",22,19,1/179,-,2.92,50,6.0,+126,"5,968",22,11,1/181,-,2.66,8,-
2026-01-16,金,いいえ,"-1,140","4,104",11,9,1/205,-,2.64,88,22.0,-241,"2,367",8,5,1/182,-,2.88,46,3.0,-403,"1,266",4,0,1/317,-,2.56,66,18.0,"+1,650","6,555",26,21,1/139,-,3.91,29,1.0,-429,340,0,0,-,-,2.79,19,7.0,-349,"3,047",11,5,1/190,-,2.72,26,7.0,+643,"2,011",9,3,1/168,-,2.90,28,2.0,+401,"5,111",18,15,1/155,-,3.38,26,7.0,-909,"5,589",19,11,1/186,-,2.65,48,2.0,-221,577,2,0,1/289,-,2.80,43,14.0,+416,"6,040",23,14,1/163,-,3.08,12,-
2026-01-15,木,いいえ,"-2,344","4,274",9,6,1/285,-,2.12,62,6.0,-982,"2,535",7,4,1/230,-,2.58,40,2.0,-427,"3,751",11,11,1/171,-,3.10,52,1.0,-791,842,1,0,1/842,-,2.58,56,4.0,-211,"2,509",10,2,1/209,-,2.56,15,-,-69,"1,960",8,2,1/196,-,2.72,26,9.0,-721,"7,229",24,16,1/181,-,2.74,38,4.0,-817,"2,138",7,2,1/238,-,2.55,34,8.0,-407,"5,119",15,15,1/171,-,3.14,45,5.0,-616,642,1,0,1/642,-,2.69,51,6.0,"+1,240","4,395",19,10,1/152,-,3.22,17,2.0
2026-01-14,水,いいえ,"-3,816","5,130",8,9,1/302,-,2.02,38,3.0,-246,849,3,0,1/283,-,2.72,25,1.0,-969,627,0,0,-,-,2.62,26,1.0,+358,"6,158",21,17,1/162,-,3.26,20,3.0,+820,"4,272",16,14,1/142,-,3.59,11,-,+474,"4,088",16,9,1/164,-,3.02,34,8.0,"-1,740","1,583",1,1,1/792,-,2.32,24,4.0,-924,"2,827",7,8,1/188,-,2.94,20,3.0,"-1,173","5,163",14,14,1/184,-,2.90,35,1.0,-877,750,0,1,1/750,-,2.68,45,7.0,"+1,367","6,407",29,12,1/156,-,3.06,17,6.0
2026-01-13,火,いいえ,-715,"2,810",7,7,1/201,-,2.81,14,-,-289,281,0,1,1/281,-,2.96,21,5.0,"+1,868","6,811",31,11,1/162,-,2.85,23,2.0,-263,165,0,0,-,-,2.90,21,5.0,"+1,290","1,914",11,4,1/128,-,3.27,14,-,-363,"4,582",14,13,1/170,-,3.11,16,2.0,-108,500,2,0,1/250,-,2.85,14,-,-211,"1,084",4,1,1/217,-,2.79,16,2.0,-231,307,1,0,1/307,-,2.89,29,3.0,"+2,173","8,787",37,21,1/152,-,3.47,26,3.0,"+2,598","5,333",23,18,1/130,-,3.99,31,2.0
2026-01-12,月,いいえ,+66,"3,343",14,3,1/197,-,2.52,10,-,"+3,855","7,608",35,26,1/125,-,4.40,19,5.0,"-1,036","2,526",7,2,1/281,-,2.36,43,18.0,+397,"3,248",11,11,1/148,-,3.42,22,3.0,"+1,131","9,044",39,20,1/153,-,3.34,25,3.0,+92,"2,794",11,7,1/155,-,3.14,22,3.0,"+2,174","7,388",33,16,1/151,-,3.33,12,2.0,+810,"6,697",26,18,1/152,-,3.46,12,2.0,-145,972,3,2,1/194,-,2.92,14,2.0,-523,"1,499",4,2,1/250,-,2.68,51,3.0,-523,"5,491",20,8,1/196,-,2.42,48,5.0
2026-01-11,日,はい,"-1,876","4,630",10,11,1/220,-,2.53,-,-,"-2,698","3,469",4,9,1/267,-,2.49,-,-,+978,"6,002",23,16,1/154,-,3.37,-,-,-292,"5,023",17,12,1/173,-,2.95,-,-,"-1,322","4,370",12,10,1/199,-,2.69,-,-,"-1,109","4,433",11,11,1/202,-,2.71,-,-,-562,"6,966",19,22,1/170,-,3.28,-,-,+468,"5,837",20,19,1/150,-,3.63,-,-,"+3,972","8,304",38,24,1/134,-,4.12,-,-,"-1,197","1,869",4,2,1/312,-,2.48,-,-,-591,"5,110",17,9,1/197,-,2.53,-,-
2026-01-10,土,はい,+591,"7,854",30,17,1/167,-,2.95,-,-,+21,"6,467",25,10,1/185,-,2.49,-,-,"-3,203","7,497",16,14,1/250,-,1.99,-,-,"-3,087","5,473",9,13,1/249,-,2.30,-,-,+195,"5,271",20,7,1/195,-,2.42,-,-,+412,"7,161",25,18,1/167,-,3.10,-,-,-278,"4,798",18,8,1/185,-,2.64,-,-,"-1,614","2,040",3,4,1/291,-,2.57,-,-,-154,"7,255",27,16,1/169,-,2.94,-,-,-563,"4,673",16,6,1/212,-,2.34,-,-,"-1,002","6,956",21,17,1/183,-,2.79,-,-
2026-01-09,金,いいえ,+167,"6,391",23,15,1/168,-,3.01,-,-,-645,"2,693",9,4,1/207,-,2.64,-,-,-749,"4,659",14,11,1/186,-,2.80,-,-,"-1,143","2,032",4,4,1/254,-,2.64,-,-,"-1,093","9,000",29,19,1/188,-,2.52,-,-,"-1,074","4,148",11,11,1/189,-,2.87,-,-,+526,"7,298",26,18,1/166,-,3.10,-,-,+972,"5,052",19,12,1/163,-,3.09,-,-,"-1,104","2,066",3,4,1/295,-,2.55,-,-,-939,"3,680",11,8,1/194,-,2.75,-,-,"-1,579","3,723",8,8,1/233,-,2.51,-,-
2026-01-08,木,いいえ,"+3,296","7,677",36,22,1/132,-,4.09,-,-,"+3,245","7,514",35,21,1/134,-,4.01,-,-,"+1,939","7,468",31,18,1/152,-,3.39,-,-,"+4,342","8,706",43,21,1/136,-,3.93,-,-,+883,"8,825",33,24,1/155,-,3.53,-,-,-432,"1,851",6,2,1/231,-,2.63,-,-,+93,"3,662",15,6,1/174,-,2.80,-,-,"+2,413","8,814",34,29,1/140,-,4.15,-,-,"+1,666","7,345",27,25,1/141,-,4.01,-,-,-455,"2,181",5,8,1/168,-,3.17,-,-,+714,"7,922",31,16,1/169,-,2.86,-,-
2026-01-07,水,いいえ,-266,"5,711",20,11,1/184,-,2.66,-,-,-473,"3,544",11,8,1/187,-,2.82,-,-,-712,"4,346",16,5,1/207,-,2.39,-,-,"+1,916","5,563",25,14,1/143,-,3.53,-,-,-288,"1,853",6,3,1/206,-,2.76,-,-,"+4,837","8,781",47,19,1/133,-,3.94,-,-,-379,"3,621",13,7,1/181,-,2.80,-,-,"-2,161","3,288",5,5,1/329,-,2.21,-,-,-103,"2,070",6,6,1/173,-,3.04,-,-,"+4,907","7,872",39,25,1/123,-,4.41,-,-,-658,"3,418",11,4,1/228,-,2.40,-,-
2026-01-06,火,いいえ,"+2,927","8,445",33,29,1/136,-,4.25,-,-,-943,"5,391",18,7,1/216,-,2.25,-,-,-44,"6,132",21,13,1/180,-,2.75,-,-,-666,"7,141",21,17,1/188,-,2.69,-,-,"-1,445","6,034",20,7,1/223,-,2.10,-,-,"-2,639","9,223",24,24,1/192,-,2.65,-,-,-32,"5,344",20,10,1/178,-,2.73,-,-,+465,"7,260",28,16,1/165,-,3.01,-,-,"+3,362","8,523",42,15,1/150,-,3.22,-,-,"-1,193","8,223",24,18,1/196,-,2.47,-,-,"+2,597","8,693",37,18,1/158,-,3.13,-,-
