日付,曜日,特定日,1158番台,,,,,,,,,1160番台,,,,,,,,,1161番台,,,,,,,,,1162番台,,,,,,,,,1163番台,,,,,,,,,1175番台,,,,,,,,,1176番台,,,,,,,,,1177番台,,,,,,,,,1178番台,,,,,,,,,1180番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-08-21,木,いいえ,-889,"4,591",15,10,1/184,-,3.06,31,3.0,-127,"3,585",14,9,1/156,-,3.72,49,10.0,-464,"1,941",6,4,1/194,-,3.19,28,10.0,-523,"2,755",10,3,1/212,-,2.65,39,8.0,+950,"4,219",22,8,1/141,-,3.84,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-20,水,はい,"-1,015","6,256",23,10,1/190,-,2.51,22,3.0,-717,"1,227",3,1,1/307,-,2.81,67,37.0,-398,"3,134",10,5,1/209,-,2.74,19,-,-639,"6,128",24,9,1/186,-,2.52,30,2.0,-905,"1,585",4,2,1/264,-,2.82,28,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-19,火,いいえ,+22,"1,132",4,4,1/142,-,3.82,13,-,"-1,212","2,141",5,5,1/214,-,3.09,46,21.0,-556,"3,159",10,9,1/166,-,3.65,14,1.0,-15,"3,976",16,6,1/181,-,2.86,24,10.0,-674,"1,574",5,3,1/197,-,3.20,25,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-18,月,いいえ,+837,"2,941",16,3,1/155,-,3.18,13,5.0,-160,"1,294",5,2,1/185,-,3.25,31,7.0,-490,470,1,0,1/470,-,3.10,8,-,"+1,280","3,544",21,5,1/136,-,3.70,24,5.0,-170,"1,334",4,3,1/191,-,3.33,19,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-17,日,はい,"-1,068","4,773",16,9,1/191,-,2.80,34,15.0,"+2,214","5,136",31,9,1/128,-,4.25,17,9.0,+26,"2,049",9,1,1/205,-,2.74,8,-,-96,"3,007",11,6,1/177,-,3.21,39,5.0,"+1,560","7,413",36,16,1/143,-,4.14,19,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-16,土,はい,+994,"6,019",28,15,1/140,-,4.33,18,8.0,-574,"2,096",6,6,1/175,-,3.53,73,31.0,+802,"3,134",17,6,1/136,-,3.86,10,-,-303,313,0,0,-,-,3.14,34,16.0,"+2,079","6,615",35,14,1/135,-,4.35,42,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-15,金,いいえ,-189,"4,609",20,7,1/171,-,2.96,44,16.0,"-1,122","4,009",12,7,1/211,-,2.62,47,3.0,"+2,808","7,726",42,21,1/123,-,5.20,14,-,-309,989,4,0,1/247,-,2.94,28,14.0,"-1,267","3,316",10,7,1/195,-,3.01,65,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-14,木,いいえ,-572,"2,215",7,2,1/246,-,2.59,39,13.0,"-1,598","4,513",13,12,1/181,-,3.35,19,-,"+1,153","2,764",16,4,1/138,-,3.63,26,7.0,"+3,651","7,078",40,16,1/126,-,4.82,26,7.0,+126,"8,639",33,22,1/157,-,3.93,52,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-13,水,いいえ,+361,"2,843",13,5,1/158,-,3.39,13,-,+205,"3,020",15,2,1/178,-,2.75,15,2.0,"+1,136","4,604",24,11,1/132,-,4.37,24,9.0,-503,"2,809",11,3,1/201,-,2.71,37,13.0,"-1,530","1,685",3,2,1/337,-,2.61,94,57.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-12,火,いいえ,+72,"5,981",25,14,1/153,-,3.81,21,6.0,-148,"4,267",19,5,1/178,-,2.72,15,-,-109,"5,706",25,9,1/168,-,2.95,50,15.0,"-1,316","2,852",7,6,1/219,-,2.87,35,14.0,-917,"3,400",11,6,1/200,-,2.82,56,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-11,月,いいえ,"-2,159","3,058",6,3,1/340,-,2.09,21,7.0,+712,"5,682",27,12,1/146,-,3.89,14,-,"-1,158","3,938",13,7,1/197,-,2.78,53,10.0,-763,811,1,1,1/406,-,2.98,26,5.0,-944,"4,114",14,7,1/196,-,2.74,43,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-10,日,はい,+126,"6,445",28,16,1/146,-,4.14,12,-,"-1,671","3,183",7,7,1/227,-,2.79,15,3.0,-443,"4,238",15,11,1/163,-,3.64,42,16.0,+749,"7,763",32,21,1/146,-,4.38,24,9.0,"-1,143","4,875",18,5,1/212,-,2.20,26,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-09,土,はい,-478,"3,663",15,6,1/174,-,3.04,31,17.0,+618,"2,331",13,1,1/167,-,2.95,14,-,-586,508,0,1,1/508,-,3.18,34,3.0,-228,"4,053",17,8,1/162,-,3.37,31,17.0,-182,"3,413",16,2,1/190,-,2.52,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-08,金,いいえ,-166,546,2,0,1/273,-,3.15,25,3.0,"+1,281","3,499",18,11,1/121,-,4.71,22,10.0,-334,371,1,0,1/371,-,3.21,28,3.0,-196,384,1,0,1/384,-,3.19,28,3.0,+174,"5,258",23,10,1/159,-,3.37,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-07,木,いいえ,"+2,008","8,984",42,30,1/125,-,5.44,24,6.0,-367,"8,790",36,17,1/166,-,3.11,41,17.0,"+2,478","8,836",45,20,1/136,-,4.60,16,-,"+3,421","7,093",40,19,1/120,-,5.19,16,-,"-1,872","7,289",25,12,1/197,-,2.33,18,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-06,水,いいえ,-572,739,1,1,1/370,-,3.06,26,14.0,+32,"2,037",9,3,1/170,-,3.23,41,4.0,-853,"1,437",4,3,1/205,-,3.21,37,11.0,-508,773,2,0,1/387,-,2.91,37,11.0,"+2,662","5,703",35,13,1/119,-,4.91,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-05,火,いいえ,"+2,508","8,143",44,18,1/131,-,4.70,12,-,-382,236,0,0,-,-,3.22,41,7.0,-808,"4,480",16,8,1/187,-,2.84,23,11.0,-469,503,0,1,1/503,-,3.19,34,11.0,-301,"3,310",13,6,1/174,-,3.15,47,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-03,日,はい,-314,"1,318",4,1,1/264,-,2.85,41,1.0,"+1,642","7,462",38,12,1/149,-,3.47,40,23.0,-655,"1,943",7,3,1/194,-,3.07,11,-,-944,"2,249",7,1,1/281,-,2.37,17,6.0,+307,"4,277",22,6,1/153,-,3.29,51,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-02,土,はい,-733,"6,479",25,12,1/175,-,2.91,40,25.0,"-1,315","4,320",12,10,1/196,-,2.97,91,46.0,"+2,239","4,956",27,17,1/113,-,5.28,11,-,"+1,543","5,056",28,7,1/144,-,3.49,15,4.0,+248,"5,119",24,8,1/160,-,3.17,45,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-01,金,いいえ,-254,"1,417",5,2,1/202,-,3.11,22,5.0,"-1,974","2,883",4,8,1/240,-,2.94,49,20.0,-724,"1,810",6,2,1/226,-,2.84,17,-,"-1,302","2,873",5,8,1/221,-,3.07,29,7.0,-364,"2,441",10,2,1/203,-,2.71,78,29.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-31,木,いいえ,-302,547,1,1,1/274,-,3.27,19,4.0,-144,"1,271",6,0,1/212,-,2.90,34,8.0,+969,"1,702",11,2,1/131,-,3.62,15,-,"+3,505","6,590",40,14,1/122,-,4.86,26,7.0,-168,614,2,0,1/307,-,3.08,78,44.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-30,水,はい,+249,"3,875",18,6,1/161,-,3.20,18,1.0,-669,"2,711",9,5,1/194,-,3.02,17,1.0,-585,"1,617",4,3,1/231,-,3.02,16,-,-5,"4,880",21,9,1/163,-,3.27,58,40.0,"-1,022","2,681",8,3,1/244,-,2.50,75,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-29,火,いいえ,"+1,150","2,600",17,2,1/137,-,3.44,31,16.0,+80,"2,460",10,7,1/145,-,3.92,11,-,"+1,118","1,816",12,3,1/121,-,3.89,15,4.0,-536,"3,307",14,4,1/184,-,2.81,57,26.0,"-1,159","5,648",22,5,1/209,-,2.05,62,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-28,月,いいえ,-336,"4,296",19,7,1/165,-,3.14,48,19.0,-375,615,1,1,1/308,-,3.20,22,-,"+2,048","4,756",27,11,1/125,-,4.56,29,7.0,+430,"2,069",10,2,1/172,-,3.08,55,7.0,"-1,793","3,622",8,6,1/259,-,2.35,56,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-27,日,はい,-920,"1,128",2,0,1/564,-,2.57,25,7.0,-748,"1,353",3,2,1/271,-,2.92,18,-,-902,"1,218",3,1,1/305,-,2.82,54,5.0,-514,"1,613",6,2,1/202,-,3.04,62,8.0,"+1,300","5,707",27,14,1/139,-,4.30,49,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-26,土,はい,+206,"2,749",10,14,1/115,-,5.04,13,-,"+1,508","7,085",35,20,1/129,-,4.98,15,2.0,-343,"1,855",7,1,1/232,-,2.69,31,16.0,-912,867,1,0,1/867,-,2.69,51,20.0,-305,"5,565",20,12,1/174,-,3.17,79,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-25,金,いいえ,-768,"1,036",2,1,1/345,-,2.88,34,5.0,-446,"1,003",3,2,1/201,-,3.30,29,4.0,-652,"2,029",7,2,1/225,-,2.75,25,-,"-1,393","1,337",1,1,1/669,-,2.49,45,11.0,-843,"2,027",6,2,1/253,-,2.64,81,36.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-24,木,いいえ,-68,498,2,1,1/166,-,3.47,28,1.0,"+1,820","3,335",21,6,1/124,-,4.17,27,11.0,+243,"2,218",10,5,1/148,-,3.68,16,-,-537,"1,066",2,1,1/355,-,2.85,38,10.0,-466,"1,243",4,0,1/311,-,2.69,58,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-23,水,いいえ,-828,"1,108",2,1,1/369,-,2.81,24,-,"+1,472","5,035",26,12,1/133,-,4.40,33,6.0,"-1,050","2,187",6,4,1/219,-,2.94,27,3.0,-893,"2,230",5,4,1/248,-,2.78,35,2.0,"-1,270","3,310",9,5,1/236,-,2.49,35,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-22,火,いいえ,+602,"2,410",13,2,1/161,-,3.11,10,-,-852,"1,462",4,1,1/292,-,2.71,65,39.0,-663,"3,050",9,7,1/191,-,3.15,14,4.0,-579,699,1,0,1/699,-,2.86,26,4.0,-973,"4,127",14,7,1/197,-,2.72,22,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-21,月,いいえ,+363,"3,666",19,4,1/159,-,3.06,18,3.0,-27,"2,832",13,3,1/177,-,2.92,60,42.0,+889,"5,409",23,14,1/146,-,4.13,12,-,"+2,067","7,558",42,11,1/143,-,3.62,15,1.0,-967,"1,674",4,3,1/239,-,2.96,14,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-20,日,はい,+301,"4,298",20,5,1/172,-,2.81,31,15.0,"-1,633","3,588",10,4,1/256,-,2.22,57,26.0,+151,"3,453",16,5,1/164,-,3.14,16,1.0,+797,"6,738",29,19,1/140,-,4.57,15,9.0,"+1,167","7,734",38,14,1/149,-,3.65,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-19,土,はい,-934,"3,943",14,6,1/197,-,2.68,53,11.0,-499,"2,222",8,2,1/222,-,2.69,42,1.0,-522,"2,352",8,3,1/214,-,2.79,33,19.0,-415,"1,738",6,2,1/217,-,2.91,41,8.0,-555,"4,134",16,7,1/180,-,2.94,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-18,金,いいえ,-480,364,0,0,-,-,3.08,37,2.0,-352,852,3,1,1/213,-,3.21,38,1.0,+680,"4,451",20,9,1/153,-,3.58,31,21.0,-637,"1,641",5,2,1/234,-,2.88,35,4.0,+314,"3,612",17,6,1/157,-,3.34,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-17,木,いいえ,-281,"1,358",5,1,1/226,-,2.93,32,6.0,+91,"4,751",19,8,1/176,-,2.93,45,13.0,-219,"1,406",5,3,1/176,-,3.38,26,3.0,-860,"5,103",19,10,1/176,-,3.04,23,8.0,+327,914,6,0,1/152,-,3.29,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-16,水,いいえ,"+2,261","6,833",37,12,1/139,-,3.96,30,6.0,+421,"1,747",8,4,1/146,-,3.68,43,12.0,+747,"6,809",30,18,1/142,-,4.43,31,1.0,-133,293,1,0,1/293,-,3.30,14,-,"+1,435","5,772",27,12,1/148,-,3.80,24,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-15,火,いいえ,"-1,494","1,976",4,2,1/329,-,2.47,76,12.0,-270,"1,792",6,5,1/163,-,3.61,64,7.0,-591,916,2,1,1/305,-,3.00,57,29.0,"+1,364","4,764",27,5,1/149,-,3.18,13,-,-204,115,0,0,-,-,3.36,28,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-14,月,いいえ,-519,"2,592",9,6,1/173,-,3.39,32,8.0,-378,"1,230",3,2,1/246,-,3.05,58,17.0,-571,448,0,0,-,-,2.99,41,9.0,"+1,610","3,759",22,9,1/121,-,4.53,12,-,"+2,685","7,509",39,21,1/125,-,5.13,24,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-13,日,はい,"-1,090","2,168",5,3,1/271,-,2.62,27,4.0,-426,"6,389",25,13,1/168,-,3.19,53,8.0,-879,"2,334",8,3,1/212,-,2.80,23,-,-732,"1,722",4,3,1/246,-,2.92,41,14.0,"-1,300","6,577",19,20,1/169,-,3.84,45,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-12,土,はい,+308,"3,162",14,6,1/158,-,3.43,25,1.0,-675,"4,949",18,12,1/165,-,3.53,24,12.0,-558,"3,600",12,5,1/212,-,2.56,12,-,-391,"3,712",13,8,1/177,-,3.22,28,3.0,-223,"3,645",17,1,1/203,-,2.27,44,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-11,金,いいえ,-442,594,1,0,1/594,-,2.96,37,10.0,-962,"1,700",3,3,1/283,-,2.82,18,12.0,"+1,527","2,842",19,5,1/118,-,4.20,6,-,+925,"2,651",16,3,1/140,-,3.50,27,1.0,-492,528,1,0,1/528,-,3.03,26,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-10,木,はい,-380,"3,963",15,8,1/172,-,3.21,34,13.0,+161,"2,439",12,1,1/188,-,2.72,11,-,-740,"2,315",8,4,1/193,-,3.05,17,6.0,-709,"1,471",3,2,1/294,-,2.81,49,15.0,-139,"5,387",22,9,1/174,-,2.91,21,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-09,水,いいえ,-557,"4,027",15,7,1/183,-,2.92,29,14.0,-199,382,1,0,1/382,-,3.20,14,3.0,-373,804,2,1,1/268,-,3.12,11,-,-150,"6,661",27,11,1/175,-,2.76,41,12.0,-325,269,0,0,-,-,3.19,15,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-08,火,いいえ,"+2,976","7,190",38,22,1/120,-,5.32,24,13.0,+372,"1,593",8,4,1/133,-,3.85,11,1.0,+307,"3,785",18,6,1/158,-,3.29,10,-,+143,"1,298",7,1,1/162,-,3.26,39,15.0,"+1,368","6,860",36,11,1/146,-,3.59,11,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-06,日,はい,-468,678,1,1,1/339,-,3.13,55,38.0,-680,"5,000",17,12,1/172,-,3.35,11,-,"+3,178","6,591",40,12,1/127,-,4.52,12,1.0,-317,403,1,0,1/403,-,3.17,58,3.0,+479,"8,430",35,22,1/148,-,4.31,17,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-05,土,はい,-807,"1,957",5,5,1/196,-,3.29,51,19.0,"+1,854","3,066",20,6,1/118,-,4.32,9,-,+98,"4,237",18,7,1/169,-,3.07,16,7.0,-179,"5,860",25,10,1/167,-,3.03,56,5.0,"-1,632","7,389",27,9,1/205,-,2.01,32,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-04,金,いいえ,-115,"2,781",12,4,1/174,-,3.08,38,5.0,-358,"2,828",12,2,1/202,-,2.59,14,-,+726,"1,582",10,3,1/122,-,3.88,33,13.0,-378,969,2,2,1/242,-,3.20,38,5.0,+206,"6,391",24,20,1/145,-,4.54,20,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-03,木,いいえ,-218,166,0,0,-,-,3.30,32,1.0,+30,729,3,1,1/182,-,3.35,13,-,-414,"1,782",5,3,1/223,-,2.98,63,31.0,-407,412,0,1,1/412,-,3.29,22,9.0,"+1,043","6,081",31,9,1/152,-,3.30,31,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-02,水,いいえ,-37,"1,664",6,4,1/166,-,3.49,20,-,-132,"2,945",12,7,1/155,-,3.65,23,2.0,-217,"6,181",26,10,1/172,-,2.86,59,7.0,-241,"4,219",18,4,1/192,-,2.47,21,1.0,-454,"3,813",17,3,1/191,-,2.50,52,29.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-07-01,火,いいえ,-346,"1,783",7,1,1/223,-,2.76,15,1.0,+535,"3,661",18,7,1/146,-,3.67,27,12.0,-701,514,0,0,-,-,2.92,59,28.0,-417,"2,566",7,10,1/151,-,4.14,14,-,+201,"5,772",23,16,1/148,-,4.21,31,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-30,月,はい,+603,"2,159",11,3,1/154,-,3.37,14,-,"+2,914","8,270",46,13,1/140,-,3.85,30,14.0,-531,737,1,1,1/369,-,3.06,34,4.0,+151,"1,504",7,2,1/167,-,3.29,16,2.0,-862,"6,282",24,11,1/179,-,2.77,79,45.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-29,日,はい,-123,365,0,2,1/183,-,3.61,24,7.0,-520,"1,168",3,2,1/234,-,3.12,81,19.0,+485,"2,396",13,2,1/160,-,3.12,30,6.0,-191,"4,480",17,12,1/154,-,3.88,17,-,-584,"1,484",5,1,1/247,-,2.80,62,32.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-28,土,はい,"+1,844","3,721",23,5,1/133,-,3.77,12,-,-250,"2,082",7,1,1/260,-,2.50,79,9.0,-568,"3,088",10,7,1/182,-,3.24,62,41.0,"+1,724","6,598",31,18,1/135,-,4.70,21,9.0,-617,"6,262",24,13,1/169,-,3.20,70,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-27,金,いいえ,-500,610,1,1,1/305,-,3.20,26,-,-434,476,1,0,1/476,-,3.09,77,7.0,-392,"1,522",5,1,1/254,-,2.77,70,9.0,+128,"4,020",18,5,1/175,-,2.83,51,25.0,-314,"1,037",3,1,1/259,-,3.01,61,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-26,木,いいえ,"+1,986","6,850",37,12,1/140,-,3.94,12,-,-511,"6,651",26,14,1/166,-,3.28,71,2.0,-875,"2,627",8,4,1/219,-,2.75,53,41.0,-710,"1,295",3,1,1/324,-,2.75,69,13.0,-547,610,1,0,1/610,-,2.95,56,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-06-25,水,いいえ,-595,412,0,0,-,-,3.03,22,-,"-1,527","3,592",11,6,1/211,-,2.66,59,9.0,-714,"1,840",4,6,1/184,-,3.54,50,1.0,-567,910,1,1,1/455,-,2.88,39,17.0,"+1,098","8,530",38,20,1/147,-,4.16,49,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
